date,gamePk,model_version,matchup,model_side,status,model_prob,market_prob,lab_score,best_price,result
8/7/2026,823750,leo,Minnesota Twins @ Milwaukee Brewers,Milwaukee Brewers,watchlist,0.6073,0.5747,71,-144,L
8/7/2026,823191,leo,Detroit Tigers @ San Francisco Giants,Detroit Tigers,pass,0.5453,0.5037,59,-105,L
8/7/2026,824081,leo,Chicago Cubs @ Kansas City Royals,Chicago Cubs,pass,0.5968,0.6019,57,-160,W
8/7/2026,823428,leo,Toronto Blue Jays @ Philadelphia Phillies,Philadelphia Phillies,pass,0.5353,0.5866,52,-152,L
8/7/2026,823349,leo,New York Mets @ Pittsburgh Pirates,New York Mets,pass,0.5291,0.4414,48,120,W
8/7/2026,824566,leo,Cleveland Guardians @ Chicago White Sox,Chicago White Sox,pass,0.5658,0.4634,48,110,L
8/7/2026,823024,leo,Colorado Rockies @ St. Louis Cardinals,St. Louis Cardinals,pass,0.5678,0.5882,46,-152,W
8/7/2026,823836,leo,Los Angeles Angels @ Miami Marlins,Miami Marlins,pass,0.5547,0.5912,43,-155,L
8/7/2026,822699,leo,Cincinnati Reds @ Washington Nationals,Cincinnati Reds,pass,0.5413,0.5659,42,-135,L
8/7/2026,825051,leo,Los Angeles Dodgers @ Arizona Diamondbacks,Arizona Diamondbacks,pass,0.5216,0.3948,37,150,W
8/7/2026,823515,leo,Atlanta Braves @ New York Yankees,New York Yankees,pass,0.5031,0.4512,30,116,W
8/7/2026,823266,leo,Houston Astros @ San Diego Padres,San Diego Padres,pass,0.5175,0.5267,28,-116,L
8/7/2026,823103,leo,Tampa Bay Rays @ Seattle Mariners,Tampa Bay Rays,pass,0.5446,0.4769,23,104,W
8/7/2026,822863,leo,Baltimore Orioles @ Texas Rangers,Baltimore Orioles,pass,0.5145,0.4355,18,124,L
2026-08-07,824727,leo,Athletics @ Boston Red Sox,Boston Red Sox,watchlist,0.6834,0.6636,86,-215,W,1-13
2026-08-07,823750,leo,Minnesota Twins @ Milwaukee Brewers,Milwaukee Brewers,watchlist,0.6073,0.5747,71,-144,L,8-6
2026-08-07,823191,leo,Detroit Tigers @ San Francisco Giants,Detroit Tigers,pass,0.5453,0.5037,59,-105,L,2-5
2026-08-07,824081,leo,Chicago Cubs @ Kansas City Royals,Chicago Cubs,pass,0.5968,0.6019,57,-160,W,6-4
2026-08-07,823428,leo,Toronto Blue Jays @ Philadelphia Phillies,Philadelphia Phillies,pass,0.5353,0.5866,52,-152,L,5-4
2026-08-07,823349,leo,New York Mets @ Pittsburgh Pirates,New York Mets,pass,0.5291,0.4414,48,120,W,6-4
2026-08-07,824566,leo,Cleveland Guardians @ Chicago White Sox,Chicago White Sox,pass,0.5658,0.4634,48,110,L,8-2
2026-08-07,823024,leo,Colorado Rockies @ St. Louis Cardinals,St. Louis Cardinals,pass,0.5678,0.5882,46,-152,W,2-3
2026-08-07,823836,leo,Los Angeles Angels @ Miami Marlins,Miami Marlins,pass,0.5547,0.5912,43,-155,L,4-3
2026-08-07,822699,leo,Cincinnati Reds @ Washington Nationals,Cincinnati Reds,pass,0.5413,0.5659,42,-135,L,3-5
2026-08-07,825051,leo,Los Angeles Dodgers @ Arizona Diamondbacks,Arizona Diamondbacks,pass,0.5216,0.3948,37,150,W,3-4
2026-08-07,823515,leo,Atlanta Braves @ New York Yankees,New York Yankees,pass,0.5031,0.4512,30,116,W,2-3
2026-08-07,823266,leo,Houston Astros @ San Diego Padres,San Diego Padres,pass,0.5175,0.5267,28,-116,L,6-3
2026-08-07,823103,leo,Tampa Bay Rays @ Seattle Mariners,Tampa Bay Rays,pass,0.5446,0.4769,23,104,W,2-1
2026-08-07,822863,leo,Baltimore Orioles @ Texas Rangers,Baltimore Orioles,pass,0.5145,0.4355,18,124,L,1-2
2026-08-08,824726,leo,Athletics @ Boston Red Sox,Boston Red Sox,watchlist,0.6877,0.7053,89,-250,L,7-3
2026-08-08,824079,leo,Chicago Cubs @ Kansas City Royals,Chicago Cubs,official_pick,0.6185,0.5978,83,-160,L,3-6
2026-08-08,823348,leo,New York Mets @ Pittsburgh Pirates,New York Mets,pass,0.5361,0.4412,60,122,L,0-9
2026-08-08,823752,leo,Minnesota Twins @ Milwaukee Brewers,Milwaukee Brewers,pass,0.5795,0.6798,57,-235,W,3-4
2026-08-08,822701,leo,Cincinnati Reds @ Washington Nationals,Cincinnati Reds,pass,0.545,0.5528,55,-129,L,2-8
2026-08-08,823188,leo,Detroit Tigers @ San Francisco Giants,Detroit Tigers,pass,0.5318,0.5174,51,-111,W,8-0
2026-08-08,823514,leo,Atlanta Braves @ New York Yankees,Atlanta Braves,pass,0.5331,0.4256,49,130,L,4-5
2026-08-08,823834,leo,Los Angeles Angels @ Miami Marlins,Miami Marlins,pass,0.5633,0.5798,47,-145,W,0-7
2026-08-08,823267,leo,Houston Astros @ San Diego Padres,Houston Astros,pass,0.5195,0.475,46,110,L,2-3
2026-08-08,822864,leo,Baltimore Orioles @ Texas Rangers,Texas Rangers,pass,0.5112,0.5482,45,-124,W,1-5
2026-08-08,823021,leo,Colorado Rockies @ St. Louis Cardinals,St. Louis Cardinals,pass,0.5652,0.5997,37,-160,L,8-6
2026-08-08,823426,leo,Toronto Blue Jays @ Philadelphia Phillies,Philadelphia Phillies,pass,0.5245,0.6095,35,-163,L,7-5
2026-08-08,825049,leo,Los Angeles Dodgers @ Arizona Diamondbacks,Arizona Diamondbacks,pass,0.5278,0.4304,32,130,L,2-1
2026-08-08,824565,leo,Cleveland Guardians @ Chicago White Sox,Chicago White Sox,pass,0.5376,0.5104,28,-110,W,3-6
2026-08-04,823756,moneyline-v2-plus-runs-v1,Pittsburgh Pirates @ Milwaukee Brewers,Milwaukee Brewers,watchlist,0.656,0.5343,65,-118,W,2-4
2026-08-04,824484,legacy-strength-fallback,Athletics @ Cincinnati Reds,Cincinnati Reds,pass,0.7193,0.5559,58,-129,W,4-5
2026-08-04,824161,legacy-strength-fallback,Toronto Blue Jays @ Houston Astros,Houston Astros,pass,0.6122,0.5292,50,-115,W,2-7
2026-08-04,823517,legacy-strength-fallback,St. Louis Cardinals @ New York Yankees,New York Yankees,pass,0.6771,0.5741,50,-140,W,0-2
2026-08-04,824731,moneyline-v2-plus-runs-v1,Chicago White Sox @ Boston Red Sox,Boston Red Sox,pass,0.5956,0.5339,48,-116,W,2-14
2026-08-04,825054,moneyline-v2-plus-runs-v1,San Diego Padres @ Arizona Diamondbacks,Arizona Diamondbacks,pass,0.5186,0.5,46,-108,L,9-4
2026-08-04,823108,moneyline-v2-plus-runs-v1,Detroit Tigers @ Seattle Mariners,Detroit Tigers,pass,0.5141,0.4295,46,124,W,8-0
2026-08-04,824805,moneyline-v2-plus-runs-v1,Los Angeles Angels @ Baltimore Orioles,Baltimore Orioles,pass,0.6216,0.5597,45,-135,W,1-3
2026-08-04,824645,moneyline-v2-plus-runs-v1,Los Angeles Dodgers @ Chicago Cubs,Chicago Cubs,pass,0.5749,0.5348,45,-121,W,1-5
2026-08-04,824321,moneyline-v2-plus-runs-v1,Tampa Bay Rays @ Colorado Rockies,Tampa Bay Rays,pass,0.6023,0.5855,37,-150,W,9-7
2026-08-04,824084,moneyline-v2-plus-runs-v1,Minnesota Twins @ Kansas City Royals,Minnesota Twins,pass,0.6186,0.4893,36,-102,L,2-8
2026-08-04,824888,moneyline-v2-plus-runs-v1,Miami Marlins @ Atlanta Braves,Atlanta Braves,pass,0.6022,0.5413,35,-125,W,2-4
2026-08-04,822865,moneyline-v2-plus-runs-v1,San Francisco Giants @ Texas Rangers,San Francisco Giants,pass,0.5365,0.3702,32,160,L,4-5
2026-08-04,823432,moneyline-v2-plus-runs-v1,Washington Nationals @ Philadelphia Phillies,Philadelphia Phillies,pass,0.5457,0.5936,30,-155,W,0-5
2026-08-04,824403,moneyline-v2-plus-runs-v1,New York Mets @ Cleveland Guardians,New York Mets,pass,0.542,0.5146,25,-110,W,6-2
2026-08-09,823751,leo,Minnesota Twins @ Milwaukee Brewers,Milwaukee Brewers,watchlist,0.6136,0.7032,78,-245,W,3-4
2026-08-09,824724,leo,Athletics @ Boston Red Sox,Boston Red Sox,watchlist,0.6891,0.6784,75,-223,L,4-3
2026-08-09,823835,leo,Los Angeles Angels @ Miami Marlins,Miami Marlins,watchlist,0.5849,0.5716,74,-138,W,3-12
2026-08-09,823190,leo,Detroit Tigers @ San Francisco Giants,Detroit Tigers,watchlist,0.5663,0.5418,67,-122,W,3-1
2026-08-09,824078,leo,Chicago Cubs @ Kansas City Royals,Chicago Cubs,pass,0.6007,0.6005,61,-154,W,10-2
2026-08-09,823425,leo,Toronto Blue Jays @ Philadelphia Phillies,Philadelphia Phillies,pass,0.5361,0.6765,56,-220,W,6-7
2026-08-09,823020,leo,Colorado Rockies @ St. Louis Cardinals,St. Louis Cardinals,pass,0.5734,0.6018,54,-158,W,4-7
2026-08-09,823268,leo,Houston Astros @ San Diego Padres,Houston Astros,pass,0.5134,0.4716,52,108,L,2-7
2026-08-09,825050,leo,Los Angeles Dodgers @ Arizona Diamondbacks,Arizona Diamondbacks,pass,0.5172,0.4381,41,130,W,2-4
2026-08-09,823345,leo,New York Mets @ Pittsburgh Pirates,New York Mets,pass,0.5014,0.4269,41,132,W,11-1
2026-08-09,822862,leo,Baltimore Orioles @ Texas Rangers,Texas Rangers,pass,0.5256,0.5414,37,-118,L,10-5
2026-08-09,824564,leo,Cleveland Guardians @ Chicago White Sox,Chicago White Sox,pass,0.5889,0.4555,37,116,W,3-5
2026-08-09,822700,leo,Cincinnati Reds @ Washington Nationals,Cincinnati Reds,pass,0.507,0.4981,32,-103,L,1-7
2026-08-09,823513,leo,Atlanta Braves @ New York Yankees,New York Yankees,pass,0.5122,0.5681,29,-137,L,2-1
2026-08-09,823104,leo,Tampa Bay Rays @ Seattle Mariners,Tampa Bay Rays,pass,0.5637,0.4979,23,-102,W,4-1
2026-08-06,824729,leo,Chicago White Sox @ Boston Red Sox,Boston Red Sox,official_pick,0.6114,0.6373,80,-184,W,11-12
2026-08-06,823754,leo,Pittsburgh Pirates @ Milwaukee Brewers,Milwaukee Brewers,pass,0.5975,0.556,63,-131,W,2-5
2026-08-06,824885,leo,Miami Marlins @ Atlanta Braves,Atlanta Braves,pass,0.5772,0.5979,60,-150,W,3-11
2026-08-06,824664,leo,Toronto Blue Jays @ Chicago Cubs,Chicago Cubs,pass,0.5672,0.4679,57,110,W,2-3
2026-08-06,823430,leo,Washington Nationals @ Philadelphia Phillies,Philadelphia Phillies,pass,0.5682,0.7394,55,-305,W,3-7
2026-08-06,824080,leo,Minnesota Twins @ Kansas City Royals,Kansas City Royals,pass,0.507,0.548,47,-121,L,4-3
2026-08-06,824401,leo,New York Mets @ Cleveland Guardians,New York Mets,pass,0.5327,0.5094,45,-110,W,13-6
2026-08-06,825053,leo,San Diego Padres @ Arizona Diamondbacks,Arizona Diamondbacks,pass,0.5054,0.494,44,100,L,5-1
2026-08-06,823105,leo,Detroit Tigers @ Seattle Mariners,Seattle Mariners,pass,0.5038,0.5323,28,-118,L,11-0
