date,gamePk,matchup,pick_team,opp_team,status,result,lab_score_published,model_prob,strength_prob_pick,run_prob_pick,pick_pitcher_score,opp_pitcher_score,pick_bullpen_risk,opp_bullpen_risk,assigned_bullpen_innings,pick_woba_15d,opp_woba_15d,pick_woba_30d,opp_woba_30d,pitch_gap,pitch_edge_supports
08/22/2026,823743,Atlanta Braves @ Milwaukee Brewers,Milwaukee Brewers,Atlanta Braves,watchlist,W,66,0.7137,0.9274,0.7169,80,70,76,51,3.9,0.3232,0.2654,0.3254,0.2974,10,TRUE
08/22/2026,824316,Cleveland Guardians @ Colorado Rockies,Cleveland Guardians,Colorado Rockies,pass,W,62,0.7437,0.0126,0.6158,67,41,65,67,3.2,0.3168,0.3105,0.2957,0.315,26,TRUE
08/22/2026,822858,Los Angeles Angels @ Texas Rangers,Texas Rangers,Los Angeles Angels,pass,L,58,0.7383,0.9765,,62,38,68,36,3.9,0.2665,0.2765,0.2877,0.2744,24,TRUE
08/22/2026,824151,Athletics @ Houston Astros,Houston Astros,Athletics,pass,L,57,0.7231,0.9462,0.6726,63,48,75,75,3.7,0.2754,0.3097,0.3185,0.2915,15,TRUE
08/22/2026,824560,New York Mets @ Chicago White Sox,New York Mets,Chicago White Sox,pass,W,56,0.7009,0.0982,0.5837,68,56,44,75,4.3,0.3185,0.3423,0.3198,0.3208,12,TRUE
08/22/2026,824798,Tampa Bay Rays @ Baltimore Orioles,Tampa Bay Rays,Baltimore Orioles,pass,L,51,0.67,0.16,0.8007,73,65,61,51,4.1,0.3389,0.3314,0.3193,0.3089,8,TRUE
08/22/2026,823422,St. Louis Cardinals @ Philadelphia Phillies,St. Louis Cardinals,Philadelphia Phillies,pass,L,48,0.7225,0.0549,0.8788,57,41,73,55,4.5,0.3265,0.3399,0.3095,0.3331,16,TRUE
08/22/2026,824073,Detroit Tigers @ Kansas City Royals,Kansas City Royals,Detroit Tigers,pass,W,39,0.6317,0.7634,0.4388,70,64,82,50,2.8,0.3245,0.2962,0.3076,0.3393,6,TRUE
08/22/2026,824718,San Francisco Giants @ Boston Red Sox,San Francisco Giants,Boston Red Sox,pass,L,30,0.7156,0.0688,0.8101,58,44,66,57,4,0.2714,0.3513,0.2954,0.3549,14,TRUE
08/22/2026,823100,Chicago Cubs @ Seattle Mariners,Seattle Mariners,Chicago Cubs,pass,W,15,0.5086,0.5172,0.0491,50,49,84,63,4.5,0.3006,0.3384,0.3009,0.3386,1,FALSE
08/23/2026,824720,San Francisco Giants @ Boston Red Sox,Boston Red Sox,San Francisco Giants,watchlist,W,78,0.7003,0.9007,,72,63,53,61,3.2,0.3449,0.2715,0.3556,0.2938,9,TRUE
08/23/2026,823421,St. Louis Cardinals @ Philadelphia Phillies,Philadelphia Phillies,St. Louis Cardinals,pass,W,64,0.6954,0.8908,0.9412,78,70,48,69,2.8,0.3481,0.3269,0.336,0.3079,8,TRUE
08/23/2026,824315,Cleveland Guardians @ Colorado Rockies,Cleveland Guardians,Colorado Rockies,pass,W,63,0.7418,0.0164,0.4875,74,56,58,64,3.3,0.3135,0.3059,0.3015,0.3117,18,TRUE
08/23/2026,823745,Atlanta Braves @ Milwaukee Brewers,Milwaukee Brewers,Atlanta Braves,pass,L,63,0.6785,0.857,0.7834,66,60,66,56,3.7,0.3214,0.2685,0.3253,0.2955,6,TRUE
08/23/2026,823099,Chicago Cubs @ Seattle Mariners,Chicago Cubs,Seattle Mariners,pass,W,60,0.5326,0.4348,0.1963,71,70,65,83,3.4,0.3599,0.304,0.3486,0.2998,1,FALSE
08/23/2026,824799,Tampa Bay Rays @ Baltimore Orioles,Tampa Bay Rays,Baltimore Orioles,pass,W,56,0.694,0.1119,0.8445,74,64,73,66,3.2,0.3287,0.3218,0.3209,0.3021,10,TRUE
08/23/2026,824150,Athletics @ Houston Astros,Houston Astros,Athletics,pass,L,51,0.7356,0.9713,0.6378,61,42,84,74,5.3,0.2643,0.3306,0.3162,0.2982,19,TRUE
08/23/2026,823909,Pittsburgh Pirates @ Los Angeles Dodgers,Los Angeles Dodgers,Pittsburgh Pirates,pass,W,49,0.6128,0.7256,0.6185,73,71,64,80,4.1,0.3053,0.2969,0.3153,0.2891,2,FALSE
08/23/2026,823827,Washington Nationals @ Miami Marlins,Washington Nationals,Miami Marlins,pass,L,44,0.6455,0.2089,0.4295,68,61,60,88,5.1,0.291,0.3266,0.3082,0.3171,7,TRUE
08/23/2026,824071,Detroit Tigers @ Kansas City Royals,Detroit Tigers,Kansas City Royals,pass,L,43,0.5904,0.3191,0.4357,75,70,48,65,7.7,0.295,0.3337,0.336,0.3109,5,TRUE
08/23/2026,822856,Los Angeles Angels @ Texas Rangers,Los Angeles Angels,Texas Rangers,pass,L,42,0.5223,0.4554,,71,71,39,72,5,0.2821,0.2736,0.2782,0.2879,0,FALSE
08/23/2026,825043,Cincinnati Reds @ Arizona Diamondbacks,Cincinnati Reds,Arizona Diamondbacks,pass,L,36,0.7154,0.0692,0.6378,60,47,69,84,3.7,0.2744,0.3492,0.2958,0.3315,13,TRUE
08/23/2026,824558,New York Mets @ Chicago White Sox,Chicago White Sox,New York Mets,pass,W,32,0.5908,0.6816,0.5946,76,73,82,49,6.9,0.3434,0.3283,0.3216,0.3253,3,FALSE
08/23/2026,823507,Toronto Blue Jays @ New York Yankees,New York Yankees,Toronto Blue Jays,pass,W,27,0.5361,0.5722,0.3366,68,68,62,62,4.1,0.3017,0.3189,0.2878,0.3099,0,FALSE
08/23/2026,823258,Minnesota Twins @ San Diego Padres,Minnesota Twins,San Diego Padres,pass,L,25,0.5629,0.3742,0.8358,61,57,54,54,3.6,0.3164,0.3539,0.3094,0.3426,4,TRUE
08/24/2026,823992,Cleveland Guardians @ Los Angeles Angels,Cleveland Guardians,Los Angeles Angels,official_pick,W,72,0.7284,0.0431,,81,49,51,37,3,0.3092,0.2881,0.3027,0.2758,32,TRUE
08/24/2026,824235,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,Detroit Tigers,watchlist,W,71,0.7286,0.0429,0.6721,80,58,75,75,3.4,0.3348,0.2815,0.3159,0.3342,22,TRUE
08/24/2026,823097,Philadelphia Phillies @ Seattle Mariners,Philadelphia Phillies,Seattle Mariners,watchlist,L,68,0.5905,0.3191,0.0272,80,76,44,96,3.3,0.3522,0.3034,0.3419,0.3001,4,TRUE
08/24/2026,822695,Colorado Rockies @ Washington Nationals,Washington Nationals,Colorado Rockies,watchlist,W,67,0.7186,0.9372,0.4691,73,42,59,80,3.7,0.2928,0.2991,0.3123,0.3115,31,TRUE
08/24/2026,823183,Cincinnati Reds @ San Francisco Giants,Cincinnati Reds,San Francisco Giants,pass,L,64,0.7347,0.0306,,79,26,62,62,3.3,0.2778,0.2829,0.2939,0.2917,53,TRUE
08/24/2026,825041,Chicago Cubs @ Arizona Diamondbacks,Chicago Cubs,Arizona Diamondbacks,pass,W,63,0.6933,0.1134,0.157,61,47,86,87,3.5,0.3651,0.3535,0.353,0.3328,14,TRUE
08/24/2026,824964,Minnesota Twins @ Athletics,Minnesota Twins,Athletics,pass,W,60,0.6994,0.1012,0.4022,55,45,59,100,3.3,0.3181,0.3288,0.3119,0.3007,10,TRUE
08/24/2026,823828,Boston Red Sox @ Miami Marlins,Boston Red Sox,Miami Marlins,pass,W,55,0.5172,0.4655,,71,70,43,90,3.9,0.3432,0.3254,0.3508,0.3177,1,FALSE
08/24/2026,824557,Texas Rangers @ Chicago White Sox,Texas Rangers,Chicago White Sox,pass,W,48,0.7214,0.0572,0.8624,57,33,73,94,4.2,0.2814,0.3467,0.2895,0.3232,24,TRUE
08/24/2026,823260,Pittsburgh Pirates @ San Diego Padres,Pittsburgh Pirates,San Diego Padres,pass,W,10,0.5602,0.3796,0.7745,73,67,90,49,3,0.2819,0.3605,0.2911,0.3443,6,TRUE
08/25/2026,823826,Boston Red Sox @ Miami Marlins,Boston Red Sox,Miami Marlins,official_pick,W,80,0.6995,0.1011,,78,63,56,82,3.4,0.351,0.3078,0.3572,0.3171,15,TRUE
08/25/2026,824962,Minnesota Twins @ Athletics,Minnesota Twins,Athletics,pass,L,64,0.7195,0.0611,0.5492,65,52,64,100,3.4,0.3349,0.334,0.3197,0.3072,13,TRUE
08/25/2026,824881,Los Angeles Dodgers @ Atlanta Braves,Los Angeles Dodgers,Atlanta Braves,pass,L,59,0.638,0.2239,0.3847,74,65,48,51,4,0.3168,0.2819,0.3142,0.2991,9,TRUE
08/25/2026,823259,Pittsburgh Pirates @ San Diego Padres,San Diego Padres,Pittsburgh Pirates,pass,L,53,0.5284,0.5568,0.8324,70,70,68,85,3.3,0.3437,0.286,0.3391,0.2934,0,FALSE
08/25/2026,823016,Baltimore Orioles @ St. Louis Cardinals,St. Louis Cardinals,Baltimore Orioles,pass,L,46,0.6218,0.7436,0.217,54,46,74,48,4,0.3151,0.3074,0.311,0.3022,8,TRUE
08/25/2026,823989,Cleveland Guardians @ Los Angeles Angels,Cleveland Guardians,Los Angeles Angels,pass,W,45,0.5702,0.3596,,73,71,46,55,3.1,0.3127,0.284,0.3068,0.2719,2,FALSE
08/25/2026,825042,Chicago Cubs @ Arizona Diamondbacks,Chicago Cubs,Arizona Diamondbacks,pass,L,45,0.5733,0.3535,0.2017,75,71,73,83,3.3,0.3589,0.3457,0.3509,0.3309,4,TRUE
08/25/2026,823585,Milwaukee Brewers @ New York Mets,Milwaukee Brewers,New York Mets,pass,L,43,0.6339,0.2322,0.5274,79,71,67,60,4.2,0.3237,0.3283,0.3235,0.3315,8,TRUE
08/25/2026,823181,Cincinnati Reds @ San Francisco Giants,San Francisco Giants,Cincinnati Reds,pass,W,42,0.5669,0.6339,0.5369,62,56,68,61,4.2,0.2963,0.2784,0.2899,0.2946,6,TRUE
08/25/2026,824556,Texas Rangers @ Chicago White Sox,Texas Rangers,Chicago White Sox,pass,L,36,0.644,0.212,0.6725,72,63,61,93,3.7,0.2917,0.3317,0.2908,0.3233,9,TRUE
08/25/2026,824233,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,Detroit Tigers,pass,L,36,0.5467,0.4066,0.6303,53,52,66,69,7.3,0.3316,0.2862,0.3153,0.3334,1,FALSE
08/25/2026,822773,Kansas City Royals @ Toronto Blue Jays,Toronto Blue Jays,Kansas City Royals,pass,W,33,0.5586,0.6171,0.2967,60,56,53,63,5.1,0.3249,0.3353,0.3066,0.3193,4,TRUE
08/25/2026,823505,Houston Astros @ New York Yankees,New York Yankees,Houston Astros,pass,L,31,0.5267,0.5535,0.5,59,60,53,77,4.1,0.2993,0.2809,0.2902,0.3182,1,FALSE
08/25/2026,822693,Colorado Rockies @ Washington Nationals,Colorado Rockies,Washington Nationals,pass,W,30,0.5534,0.3932,0.3559,65,64,70,54,6,0.2963,0.292,0.3148,0.3105,1,FALSE
08/25/2026,823098,Philadelphia Phillies @ Seattle Mariners,Seattle Mariners,Philadelphia Phillies,pass,W,30,0.6102,0.7204,0.0752,62,55,89,49,3.2,0.3237,0.3444,0.3114,0.3409,7,TRUE
08/26/2026,823825,Boston Red Sox @ Miami Marlins,Boston Red Sox,Miami Marlins,official_pick,L,84,0.7071,0.0858,0.1478,75,59,68,99,3.2,0.3566,0.3084,0.3571,0.319,16,TRUE
08/26/2026,823988,Cleveland Guardians @ Los Angeles Angels,Cleveland Guardians,Los Angeles Angels,official_pick,W,80,0.7306,0.0387,0.1919,62,40,91,76,4.2,0.3174,0.2969,0.3156,0.2754,22,TRUE
08/26/2026,823180,Cincinnati Reds @ San Francisco Giants,San Francisco Giants,Cincinnati Reds,official_pick,L,72,0.7184,0.9367,,70,49,90,61,2.8,0.3026,0.2743,0.2922,0.291,21,TRUE
08/26/2026,824555,Texas Rangers @ Chicago White Sox,Chicago White Sox,Texas Rangers,official_pick,W,72,0.6664,0.8327,0.8657,75,65,85,72,3.5,0.3403,0.3037,0.321,0.2978,10,TRUE
08/26/2026,824234,Tampa Bay Rays @ Detroit Tigers,Detroit Tigers,Tampa Bay Rays,watchlist,L,65,0.7231,0.9463,0.7458,79,51,76,68,3,0.2886,0.3208,0.3335,0.3152,28,TRUE
08/26/2026,824878,Los Angeles Dodgers @ Atlanta Braves,Los Angeles Dodgers,Atlanta Braves,pass,L,61,0.7209,0.0583,0.5741,61,34,43,44,3.7,0.3098,0.2726,0.3136,0.2965,27,TRUE
08/26/2026,822772,Kansas City Royals @ Toronto Blue Jays,Toronto Blue Jays,Kansas City Royals,pass,W,60,0.6705,0.8409,0.4446,77,65,54,63,6,0.3279,0.3345,0.3083,0.3195,12,TRUE
08/26/2026,823506,Houston Astros @ New York Yankees,Houston Astros,New York Yankees,pass,L,58,0.7177,0.0647,0.3461,68,39,78,61,3.4,0.2938,0.3079,0.3217,0.294,29,TRUE
08/26/2026,823255,Pittsburgh Pirates @ San Diego Padres,San Diego Padres,Pittsburgh Pirates,pass,W,53,0.5724,0.6448,0.8252,61,58,66,92,3.9,0.3339,0.2852,0.3315,0.2874,3,FALSE
08/26/2026,824963,Minnesota Twins @ Athletics,Athletics,Minnesota Twins,pass,W,53,0.6671,0.8343,0.5996,67,52,86,59,3.6,0.3313,0.3124,0.3069,0.3118,15,TRUE
08/26/2026,823096,Philadelphia Phillies @ Seattle Mariners,Philadelphia Phillies,Seattle Mariners,pass,W,49,0.5821,0.3358,,75,70,45,65,3,0.3349,0.3215,0.332,0.306,5,TRUE
08/26/2026,823584,Milwaukee Brewers @ New York Mets,Milwaukee Brewers,New York Mets,pass,W,45,0.7235,0.053,0.559,60,40,67,58,3.8,0.3234,0.3197,0.315,0.3305,20,TRUE
08/26/2026,825039,Chicago Cubs @ Arizona Diamondbacks,Arizona Diamondbacks,Chicago Cubs,pass,W,44,0.6716,0.8431,0.5136,74,63,65,65,3,0.335,0.3548,0.3257,0.3484,11,TRUE
08/26/2026,822692,Colorado Rockies @ Washington Nationals,Colorado Rockies,Washington Nationals,pass,W,43,0.7092,0.0817,0.3379,48,34,71,64,4.3,0.2983,0.2887,0.3164,0.2999,14,TRUE
08/26/2026,823015,Baltimore Orioles @ St. Louis Cardinals,St. Louis Cardinals,Baltimore Orioles,pass,L,42,0.5541,0.6081,0.0888,68,63,81,41,3.5,0.312,0.3235,0.311,0.3126,5,TRUE
08/27/2026,823581,Milwaukee Brewers @ New York Mets,Milwaukee Brewers,New York Mets,watchlist,W,71,0.7264,0.0471,,86,62,78,70,3,0.3328,0.3247,0.3225,0.3164,24,TRUE
08/27/2026,823503,Houston Astros @ New York Yankees,New York Yankees,Houston Astros,watchlist,L,69,0.7301,0.9602,0.5554,77,59,54,83,3.2,0.3193,0.2951,0.2992,0.3205,18,TRUE
08/27/2026,822771,Kansas City Royals @ Toronto Blue Jays,Kansas City Royals,Toronto Blue Jays,pass,W,61,0.678,0.144,0.3715,66,56,52,96,3.3,0.3351,0.3206,0.3149,0.3064,10,TRUE
08/27/2026,824879,Los Angeles Dodgers @ Atlanta Braves,Atlanta Braves,Los Angeles Dodgers,pass,W,53,0.5753,0.6505,0.613,83,81,69,68,3.1,0.2881,0.3159,0.3055,0.3162,2,FALSE
08/27/2026,823014,Baltimore Orioles @ St. Louis Cardinals,St. Louis Cardinals,Baltimore Orioles,pass,W,43,0.5058,0.5116,0.0964,68,65,78,43,4.5,0.3192,0.3257,0.3139,0.3119,3,FALSE
08/27/2026,823179,Arizona Diamondbacks @ San Francisco Giants,San Francisco Giants,Arizona Diamondbacks,pass,W,34,0.7041,0.9081,0.5281,60,42,83,55,3.6,0.3139,0.3343,0.2989,0.3289,18,TRUE
08/27/2026,822694,Colorado Rockies @ Washington Nationals,Washington Nationals,Colorado Rockies,pass,W,13,0.5703,0.6406,0.2542,49,42,96,62,4.2,0.2791,0.3201,0.2983,0.3262,7,TRUE
08/28/2026,823744,Texas Rangers @ Milwaukee Brewers,Milwaukee Brewers,Texas Rangers,official_pick,W,81,0.7329,0.9659,,81,63,66,71,3.7,0.3439,0.3173,0.3213,0.2948,18,TRUE
08/28/2026,822691,Miami Marlins @ Washington Nationals,Miami Marlins,Washington Nationals,official_pick,L,72,0.7326,0.0348,0.2693,74,25,76,100,3.4,0.3023,0.2843,0.3136,0.3013,49,TRUE
08/28/2026,824231,Los Angeles Dodgers @ Detroit Tigers,Los Angeles Dodgers,Detroit Tigers,watchlist,W,71,0.7216,0.0569,0.2865,82,64,61,57,3,0.2992,0.2772,0.3077,0.3162,18,TRUE
08/28/2026,822769,Seattle Mariners @ Toronto Blue Jays,Toronto Blue Jays,Seattle Mariners,pass,W,64,0.6135,0.727,0.5354,82,73,100,70,3,0.3177,0.3107,0.3069,0.2962,9,TRUE
08/28/2026,824396,Kansas City Royals @ Cleveland Guardians,Kansas City Royals,Cleveland Guardians,pass,W,64,0.5546,0.3908,0.5758,71,67,49,70,2.7,0.3597,0.3101,0.3272,0.3218,4,TRUE
08/28/2026,824960,Baltimore Orioles @ Athletics,Baltimore Orioles,Athletics,pass,W,52,0.7144,0.0712,0.1992,65,52,40,67,3.4,0.322,0.3434,0.3161,0.3113,13,TRUE
08/28/2026,823504,Boston Red Sox @ New York Yankees,New York Yankees,Boston Red Sox,pass,W,46,0.7336,0.9672,,84,46,53,54,3.1,0.2977,0.3505,0.2978,0.3543,38,TRUE
08/28/2026,823583,Houston Astros @ New York Mets,New York Mets,Houston Astros,pass,L,46,0.54,0.5801,0.5277,66,63,64,71,4.3,0.3112,0.3065,0.311,0.3206,3,FALSE
08/28/2026,822935,San Diego Padres @ Tampa Bay Rays,Tampa Bay Rays,San Diego Padres,pass,W,46,0.5373,0.5746,,74,73,51,51,4.1,0.294,0.3226,0.3176,0.3266,1,FALSE
08/28/2026,823178,Arizona Diamondbacks @ San Francisco Giants,San Francisco Giants,Arizona Diamondbacks,pass,L,46,0.719,0.938,0.4864,65,43,83,57,3.8,0.3216,0.3202,0.3009,0.3258,22,TRUE
08/28/2026,824638,Cincinnati Reds @ Chicago Cubs,Chicago Cubs,Cincinnati Reds,pass,L,45,0.5212,0.5423,0.6847,51,51,52,61,3.9,0.3264,0.3009,0.3352,0.2993,0,FALSE
08/28/2026,823013,Pittsburgh Pirates @ St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,pass,L,40,0.7337,0.0326,0.5284,60,31,66,100,4.5,0.2932,0.3211,0.2818,0.3178,29,TRUE
08/28/2026,824877,Colorado Rockies @ Atlanta Braves,Atlanta Braves,Colorado Rockies,pass,W,37,0.6632,0.8264,0.6834,64,56,50,60,4,0.2691,0.315,0.3024,0.3228,8,TRUE
08/28/2026,823985,Philadelphia Phillies @ Los Angeles Angels,Los Angeles Angels,Philadelphia Phillies,pass,L,36,0.7139,0.9278,,74,46,66,39,3.3,0.2953,0.3489,0.2749,0.3375,28,TRUE
08/28/2026,823666,Chicago White Sox @ Minnesota Twins,Minnesota Twins,Chicago White Sox,pass,L,26,0.538,0.576,0.2294,57,54,63,78,3.7,0.3128,0.3521,0.3107,0.3295,3,FALSE
08/29/2026,823986,Philadelphia Phillies @ Los Angeles Angels,Philadelphia Phillies,Los Angeles Angels,official_pick,W,93,0.7347,0.0306,,77,45,38,65,2.8,0.3423,0.2794,0.3375,0.2696,32,TRUE
08/29/2026,823501,Boston Red Sox @ New York Yankees,Boston Red Sox,New York Yankees,value_watch,L,90,0.6824,0.1353,,92,78,46,52,7.7,0.3423,0.2903,0.349,0.2924,14,TRUE
08/29/2026,823539,Boston Red Sox @ New York Yankees,Boston Red Sox,New York Yankees,watchlist,W,73,0.5287,0.4426,,72,68,46,52,3.2,0.3449,0.3011,0.3504,0.2978,4,TRUE
08/29/2026,824392,Kansas City Royals @ Cleveland Guardians,Kansas City Royals,Cleveland Guardians,watchlist,W,71,0.5213,0.4573,0.5656,76,74,37,63,6,0.3581,0.3125,0.3254,0.3142,2,FALSE
08/29/2026,824230,Los Angeles Dodgers @ Detroit Tigers,Los Angeles Dodgers,Detroit Tigers,pass,L,63,0.5375,0.4251,0.3379,76,75,51,59,3.8,0.3092,0.2718,0.3082,0.314,1,FALSE
08/29/2026,824637,Cincinnati Reds @ Chicago Cubs,Chicago Cubs,Cincinnati Reds,pass,W,63,0.6187,0.7374,0.7643,64,58,63,64,3.4,0.3471,0.3049,0.3421,0.3078,6,TRUE
08/29/2026,823582,Houston Astros @ New York Mets,New York Mets,Houston Astros,pass,W,63,0.7208,0.9415,0.5722,73,33,58,70,3.3,0.3017,0.2995,0.3142,0.3149,40,TRUE
08/29/2026,822936,San Diego Padres @ Tampa Bay Rays,Tampa Bay Rays,San Diego Padres,pass,W,60,0.7191,0.9382,0.2808,75,58,47,49,3.1,0.2997,0.3134,0.3218,0.3247,17,TRUE
08/29/2026,822770,Seattle Mariners @ Toronto Blue Jays,Toronto Blue Jays,Seattle Mariners,pass,W,59,0.6646,0.8292,0.6062,67,55,89,68,3.4,0.3398,0.3116,0.3102,0.297,12,TRUE
08/29/2026,823177,Arizona Diamondbacks @ San Francisco Giants,San Francisco Giants,Arizona Diamondbacks,pass,L,51,0.7201,0.9403,0.6038,73,47,78,69,6.2,0.3194,0.3267,0.292,0.3312,26,TRUE
08/29/2026,824961,Baltimore Orioles @ Athletics,Baltimore Orioles,Athletics,pass,W,50,0.735,0.0299,0.1909,62,43,39,68,3.2,0.3151,0.3381,0.316,0.3103,19,TRUE
08/29/2026,824874,Colorado Rockies @ Atlanta Braves,Atlanta Braves,Colorado Rockies,pass,W,49,0.735,0.9701,0.5554,69,47,51,64,4,0.2812,0.3167,0.3107,0.3272,22,TRUE
08/29/2026,823011,Pittsburgh Pirates @ St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,pass,W,48,0.647,0.206,0.649,77,70,59,100,6.7,0.2675,0.3186,0.2829,0.3186,7,TRUE
08/29/2026,822690,Miami Marlins @ Washington Nationals,Washington Nationals,Miami Marlins,pass,W,47,0.5371,0.5741,,73,70,83,76,3.7,0.2885,0.3079,0.3051,0.3088,3,FALSE
08/29/2026,823741,Texas Rangers @ Milwaukee Brewers,Texas Rangers,Milwaukee Brewers,pass,L,38,0.5464,0.4072,0.8481,73,66,69,58,4,0.3161,0.3489,0.2932,0.3248,7,TRUE
08/29/2026,823665,Chicago White Sox @ Minnesota Twins,Minnesota Twins,Chicago White Sox,pass,L,32,0.5149,0.5297,0.2969,61,59,70,76,3.6,0.3214,0.3523,0.3192,0.333,2,FALSE
08/29/2026,823176,Arizona Diamondbacks @ San Francisco Giants,San Francisco Giants,Arizona Diamondbacks,pass,W,18,0.5107,0.5215,0.4321,50,47,78,69,4.5,0.3125,0.3247,0.2892,0.33,3,FALSE
08/30/2026,823987,Philadelphia Phillies @ Los Angeles Angels,Philadelphia Phillies,Los Angeles Angels,official_pick,W,92,0.7365,0.027,,75,40,44,77,3.3,0.3378,0.2675,0.3355,0.2663,35,TRUE
08/30/2026,823502,Boston Red Sox @ New York Yankees,Boston Red Sox,New York Yankees,official_pick,L,76,0.6606,0.1788,,71,59,79,81,3.9,0.3416,0.2986,0.3469,0.2972,12,TRUE
08/30/2026,823662,Chicago White Sox @ Minnesota Twins,Chicago White Sox,Minnesota Twins,value_watch,L,76,0.7321,0.0358,0.1883,84,58,75,70,8,0.3317,0.3123,0.3335,0.3184,26,TRUE
08/30/2026,824232,Los Angeles Dodgers @ Detroit Tigers,Los Angeles Dodgers,Detroit Tigers,official_pick,W,72,0.7261,0.0477,0.3419,77,58,58,65,3.4,0.3016,0.267,0.3039,0.3134,19,TRUE
08/30/2026,823580,Houston Astros @ New York Mets,New York Mets,Houston Astros,watchlist,L,69,0.7226,0.9452,0.6558,72,23,57,87,3.4,0.3052,0.2883,0.3194,0.3117,49,TRUE
08/30/2026,822933,San Diego Padres @ Tampa Bay Rays,Tampa Bay Rays,San Diego Padres,watchlist,W,67,0.7,0.9,0.514,80,67,54,47,3.4,0.3068,0.3032,0.323,0.3274,13,TRUE
08/30/2026,823740,Texas Rangers @ Milwaukee Brewers,Milwaukee Brewers,Texas Rangers,pass,L,58,0.6269,0.7538,,61,58,57,65,4,0.3543,0.3232,0.3245,0.2983,3,FALSE
08/30/2026,822766,Seattle Mariners @ Toronto Blue Jays,Seattle Mariners,Toronto Blue Jays,pass,L,56,0.7299,0.0402,0.5567,76,33,69,77,3,0.3027,0.336,0.2954,0.3088,43,TRUE
08/30/2026,824393,Kansas City Royals @ Cleveland Guardians,Cleveland Guardians,Kansas City Royals,pass,W,53,0.7271,0.9542,0.4587,81,57,65,48,3,0.3035,0.3573,0.3113,0.3275,24,TRUE
08/30/2026,822688,Miami Marlins @ Washington Nationals,Miami Marlins,Washington Nationals,pass,W,50,0.5035,0.4929,0.3724,62,63,71,89,3.9,0.3153,0.2916,0.3066,0.3014,1,FALSE
08/30/2026,823010,Pittsburgh Pirates @ St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,pass,W,48,0.7331,0.0337,0.4716,74,51,79,100,3,0.2686,0.3204,0.2868,0.3146,23,TRUE
08/30/2026,824876,Colorado Rockies @ Atlanta Braves,Atlanta Braves,Colorado Rockies,pass,W,37,0.5589,0.6178,0.5271,61,62,50,77,3.6,0.2921,0.3137,0.3109,0.3255,1,FALSE
08/30/2026,824636,Cincinnati Reds @ Chicago Cubs,Cincinnati Reds,Chicago Cubs,pass,W,32,0.5803,0.3394,0.7661,77,71,85,58,3.4,0.308,0.3753,0.3052,0.3544,6,TRUE
08/30/2026,824959,Baltimore Orioles @ Athletics,Baltimore Orioles,Athletics,pass,W,31,0.6545,0.1909,0.1503,50,44,73,72,4.1,0.3078,0.3317,0.3153,0.3119,6,TRUE
08/31/2026,824719,Seattle Mariners @ Boston Red Sox,Boston Red Sox,Seattle Mariners,official_pick,W,83,0.6948,0.8896,0.8185,77,64,87,53,3.3,0.334,0.2812,0.3427,0.2906,13,TRUE
08/31/2026,823663,Detroit Tigers @ Minnesota Twins,Minnesota Twins,Detroit Tigers,pass,W,64,0.6212,0.7425,0.6748,65,56,50,51,3.3,0.3135,0.2564,0.3188,0.2999,9,TRUE
08/31/2026,824473,San Diego Padres @ Cincinnati Reds,San Diego Padres,Cincinnati Reds,pass,W,60,0.7167,0.0667,0.2073,71,56,76,79,3.2,0.3046,0.3172,0.3185,0.3036,15,TRUE
08/31/2026,822932,New York Mets @ Tampa Bay Rays,Tampa Bay Rays,New York Mets,pass,L,58,0.7314,0.9629,0.6871,68,27,63,57,4.3,0.3034,0.2995,0.3246,0.3209,41,TRUE
08/31/2026,824635,Milwaukee Brewers @ Chicago Cubs,Milwaukee Brewers,Chicago Cubs,pass,L,49,0.5529,0.3943,0.6601,79,76,58,65,4.1,0.358,0.3751,0.3216,0.3584,3,FALSE
08/31/2026,822855,Athletics @ Texas Rangers,Texas Rangers,Athletics,pass,W,49,0.6818,0.8636,0.3831,68,55,77,67,3.8,0.3258,0.3328,0.3022,0.3169,13,TRUE
08/31/2026,824911,San Francisco Giants @ Atlanta Braves,San Francisco Giants,Atlanta Braves,pass,W,47,0.5018,0.4963,0.5679,70,65,72,48,4.5,0.3104,0.2996,0.2944,0.3074,5,TRUE
08/31/2026,822689,Miami Marlins @ Washington Nationals,Washington Nationals,Miami Marlins,pass,W,47,0.618,0.736,0.3318,69,61,88,75,4.5,0.2878,0.2987,0.299,0.3048,8,TRUE
08/31/2026,825040,Philadelphia Phillies @ Arizona Diamondbacks,Arizona Diamondbacks,Philadelphia Phillies,pass,L,47,0.6976,0.8953,0.2891,70,56,75,43,3,0.3073,0.3347,0.3308,0.339,14,TRUE
08/31/2026,824149,Chicago White Sox @ Houston Astros,Houston Astros,Chicago White Sox,pass,W,39,0.5939,0.6878,0.2739,67,61,77,90,3.4,0.2899,0.3223,0.3024,0.3268,6,TRUE
