date,gamePk,model_version,line,over_price,under_price,projection,actual_total,ou_result,lean,lean_result,setup_rating,classification,matchup
08/16/2026,824880,totals-runs-v4-additive-median-woba,6.5,105,110,8.4,8,O,1.9,W,90,research_lean,Arizona Diamondbacks @ Atlanta Braves
08/16/2026,824965,totals-runs-v4-additive-median-woba,8.5,-110,-110,8.6,7,U,0.1,,69,no_lean,Texas Rangers @ Athletics
08/16/2026,824156,totals-runs-v4-additive-median-woba,7.5,-114,-102,9.2,5,U,1.7,L,93,research_lean,Seattle Mariners @ Houston Astros
08/17/2026,822939,totals-runs-v4-additive-median-woba,7.5,-113,100,9.9,13,O,2.4,W,85,research_lean,Baltimore Orioles @ Tampa Bay Rays
08/17/2026,823343,totals-runs-v4-additive-median-woba,8,-102,-104,9.2,13,O,1.2,W,92,research_lean,Detroit Tigers @ Pittsburgh Pirates
08/17/2026,823427,totals-runs-v4-additive-median-woba,8,-115,-105,7.8,11,O,-0.2,,90,no_lean,Miami Marlins @ Philadelphia Phillies
08/17/2026,823589,totals-runs-v4-additive-median-woba,8.5,-110,-110,9.9,3,U,1.4,L,90,research_lean,San Diego Padres @ New York Mets
08/17/2026,823668,totals-runs-v4-additive-median-woba,8.5,-107,-105,8.2,6,U,-0.3,,89,no_lean,Atlanta Braves @ Minnesota Twins
08/17/2026,824077,totals-runs-v4-additive-median-woba,10,-105,-115,8.5,14,O,-1.5,L,77,research_lean,Athletics @ Kansas City Royals
08/17/2026,824320,totals-runs-v4-additive-median-woba,12,103,-116,10.5,16,O,-1.5,L,73,research_lean,Los Angeles Dodgers @ Colorado Rockies
08/17/2026,824478,totals-runs-v4-additive-median-woba,9,100,-110,5.8,11,O,-3.2,L,89,research_lean,St. Louis Cardinals @ Cincinnati Reds
08/17/2026,824514,totals-runs-v4-additive-median-woba,8.5,-118,103,7,3,U,-1.5,,61,no_lean_low_setup,St. Louis Cardinals @ Cincinnati Reds
08/17/2026,824641,totals-runs-v4-additive-median-woba,10,-120,100,12.1,12,O,2.1,W,90,research_lean,Chicago White Sox @ Chicago Cubs
08/17/2026,824725,totals-runs-v4-additive-median-woba,8.5,-102,-105,9.4,12,O,0.9,W,73,research_lean,Arizona Diamondbacks @ Boston Red Sox
08/18/2026,822859,totals-runs-v4-additive-median-woba,7.5,-114,-105,11.7,5,U,4.2,L,73,research_lean,Washington Nationals @ Texas Rangers
08/18/2026,822938,totals-runs-v4-additive-median-woba,8,103,-118,5.8,15,O,-2.2,L,82,research_lean,Toronto Blue Jays @ Tampa Bay Rays
08/18/2026,823341,totals-runs-v4-additive-median-woba,8,-109,-105,9.2,5,U,1.2,L,89,research_lean,Detroit Tigers @ Pittsburgh Pirates
08/18/2026,823423,totals-runs-v4-additive-median-woba,8.5,-105,-107,8.4,10,O,-0.1,,77,no_lean,Miami Marlins @ Philadelphia Phillies
08/18/2026,823586,totals-runs-v4-additive-median-woba,8.5,-113,-102,11.2,7,U,2.7,L,92,research_lean,San Diego Padres @ New York Mets
08/18/2026,823667,totals-runs-v4-additive-median-woba,8.5,-113,-102,8,5,U,-0.5,,83,no_lean,Atlanta Braves @ Minnesota Twins
08/18/2026,823749,totals-runs-v4-additive-median-woba,7.5,107,-110,7.6,22,O,0.1,,87,no_lean,Seattle Mariners @ Milwaukee Brewers
08/18/2026,824075,totals-runs-v4-additive-median-woba,9,-104,-102,6.8,7,U,-2.2,W,75,research_lean,Athletics @ Kansas City Royals
08/18/2026,824154,totals-runs-v4-additive-median-woba,8.5,-110,-102,8,4,U,-0.5,,68,no_lean,Los Angeles Angels @ Houston Astros
08/18/2026,824319,totals-runs-v4-additive-median-woba,11.5,-105,-109,11,13,O,-0.5,,92,no_lean,Los Angeles Dodgers @ Colorado Rockies
08/18/2026,824398,totals-runs-v4-additive-median-woba,8,-110,-104,7.6,9,O,-0.4,,86,no_lean,San Francisco Giants @ Cleveland Guardians
08/18/2026,824475,totals-runs-v4-additive-median-woba,8.5,-105,-107,6.7,3,U,-1.8,W,89,research_lean,St. Louis Cardinals @ Cincinnati Reds
08/18/2026,824639,totals-runs-v4-additive-median-woba,9.5,103,-118,12.3,7,U,2.8,L,82,research_lean,Chicago White Sox @ Chicago Cubs
08/18/2026,824723,totals-runs-v4-additive-median-woba,8.5,105,-115,10.9,13,O,2.4,W,86,research_lean,Arizona Diamondbacks @ Boston Red Sox
08/18/2026,824803,totals-runs-v4-additive-median-woba,8.5,-110,-104,6.4,4,U,-2.1,W,85,research_lean,New York Yankees @ Baltimore Orioles
08/19/2026,822860,totals-runs-v4-additive-median-woba,7.5,-113,105,8.9,6,U,1.4,L,87,research_lean,Washington Nationals @ Texas Rangers
08/19/2026,822937,totals-runs-v4-additive-median-woba,7.5,-115,-104,7.7,13,O,0.2,,94,no_lean,Toronto Blue Jays @ Tampa Bay Rays
08/19/2026,823342,totals-runs-v4-additive-median-woba,5.5,114,100,8.1,7,O,2.6,W,80,research_lean,Detroit Tigers @ Pittsburgh Pirates
08/19/2026,823424,totals-runs-v4-additive-median-woba,7.5,104,100,10.1,5,U,2.6,L,88,research_lean,Miami Marlins @ Philadelphia Phillies
08/19/2026,823587,totals-runs-v4-additive-median-woba,5.5,108,-115,8.8,6,O,3.3,W,82,research_lean,San Diego Padres @ New York Mets
08/19/2026,823664,totals-runs-v4-additive-median-woba,5.5,-140,110,6.7,10,O,1.2,,65,no_lean_low_setup,Atlanta Braves @ Minnesota Twins
08/19/2026,823748,totals-runs-v4-additive-median-woba,8,-109,103,7.8,12,O,-0.2,,87,no_lean,Seattle Mariners @ Milwaukee Brewers
08/19/2026,824076,totals-runs-v4-additive-median-woba,8.5,-118,103,7.3,16,O,-1.2,L,97,research_lean,Athletics @ Kansas City Royals
08/19/2026,824155,totals-runs-v4-additive-median-woba,8.5,-102,-110,6.8,5,U,-1.7,W,74,research_lean,Los Angeles Angels @ Houston Astros
08/19/2026,824318,totals-runs-v4-additive-median-woba,11.5,103,-118,10.2,10,U,-1.3,W,91,research_lean,Los Angeles Dodgers @ Colorado Rockies
08/19/2026,824394,totals-runs-v4-additive-median-woba,7.5,-107,-107,7.1,1,U,-0.4,,74,no_lean,San Francisco Giants @ Cleveland Guardians
08/19/2026,824476,totals-runs-v4-additive-median-woba,9,-107,-105,4.7,9,P,-4.3,,89,research_lean,St. Louis Cardinals @ Cincinnati Reds
08/19/2026,824640,totals-runs-v4-additive-median-woba,5.5,-110,-110,10.7,3,U,5.2,L,88,research_lean,Chicago White Sox @ Chicago Cubs
08/19/2026,824722,totals-runs-v4-additive-median-woba,9.5,118,-150,9.4,13,O,-0.1,,83,no_lean,Arizona Diamondbacks @ Boston Red Sox
08/19/2026,824801,totals-runs-v4-additive-median-woba,8,-113,-102,7.6,8,P,-0.4,,90,no_lean,New York Yankees @ Baltimore Orioles
08/20/2026,822861,totals-runs-v4-additive-median-woba,7.5,-102,-107,7.3,2,U,-0.2,,86,no_lean,Washington Nationals @ Texas Rangers
08/20/2026,822934,totals-runs-v4-additive-median-woba,7,-116,105,8.5,6,U,1.5,L,92,research_lean,Toronto Blue Jays @ Tampa Bay Rays
08/20/2026,823747,totals-runs-v4-additive-median-woba,8,100,-113,8.7,11,O,0.7,W,89,no_lean,Seattle Mariners @ Milwaukee Brewers
08/20/2026,824074,totals-runs-v4-additive-median-woba,8,-113,-102,7.5,8,P,-0.5,,92,no_lean,Athletics @ Kansas City Royals
08/20/2026,824153,totals-runs-v4-additive-median-woba,8.5,-102,-113,7.2,21,O,-1.3,L,87,research_lean,Los Angeles Angels @ Houston Astros
08/20/2026,824395,totals-runs-v4-additive-median-woba,7,107,-117,5.7,7,P,-1.3,,88,research_lean,San Francisco Giants @ Cleveland Guardians
08/20/2026,824474,totals-runs-v4-additive-median-woba,8.5,-123,125,6.9,19,O,-1.6,L,90,research_lean,St. Louis Cardinals @ Cincinnati Reds
08/20/2026,824589,totals-runs-v4-additive-median-woba,8.5,-113,-102,9.6,2,U,1.1,L,87,research_lean,Atlanta Braves @ Chicago White Sox
08/20/2026,824802,totals-runs-v4-additive-median-woba,7.5,-109,-105,6.3,7,U,-1.2,W,84,research_lean,New York Yankees @ Baltimore Orioles
