date,gamePk,model_version,line,over_price,under_price,projection,actual_total,ou_result,lean,lean_result,setup_rating,classification,matchup
2026-08-04,823432,totals-runs-v4-additive-median-woba,9.5,-115,103,7.9,5,U,-1.6,W,71,research_lean,Washington Nationals @ Philadelphia Phillies
2026-08-04,823517,totals-runs-v4-additive-median-woba,8.5,-115,107,5.4,2,U,-3.1,W,71,research_lean,St. Louis Cardinals @ New York Yankees
2026-08-04,823756,totals-runs-v4-additive-median-woba,7,-115,102,8.6,6,U,1.6,L,84,research_lean,Pittsburgh Pirates @ Milwaukee Brewers
2026-08-04,824084,totals-runs-v4-additive-median-woba,9,-110,-102,7,10,O,-2,,69,no_lean_low_setup,Minnesota Twins @ Kansas City Royals
2026-08-04,824161,totals-runs-v4-additive-median-woba,7.5,103,-118,7,9,O,-0.5,,72,no_lean,Toronto Blue Jays @ Houston Astros
2026-08-04,824321,totals-runs-v4-additive-median-woba,11.5,-107,-107,7.6,16,O,-3.9,L,83,research_lean,Tampa Bay Rays @ Colorado Rockies
2026-08-04,824403,totals-runs-v4-additive-median-woba,8,-107,-107,8.2,8,P,0.2,,90,no_lean,New York Mets @ Cleveland Guardians
2026-08-04,824484,totals-runs-v4-additive-median-woba,9.5,-115,103,8,9,U,-1.5,W,89,research_lean,Athletics @ Cincinnati Reds
2026-08-04,824645,totals-runs-v4-additive-median-woba,9.5,-105,-114,8.1,6,U,-1.4,W,92,research_lean,Los Angeles Dodgers @ Chicago Cubs
2026-08-04,824731,totals-runs-v4-additive-median-woba,8.5,-102,-108,7.3,16,O,-1.2,L,77,research_lean,Chicago White Sox @ Boston Red Sox
2026-08-04,824805,totals-runs-v4-additive-median-woba,8.5,101,-114,9.8,4,U,1.3,L,71,research_lean,Los Angeles Angels @ Baltimore Orioles
2026-08-04,824888,totals-runs-v4-additive-median-woba,8.5,-113,100,5.2,6,U,-3.3,W,85,research_lean,Miami Marlins @ Atlanta Braves
2026-08-04,825054,totals-runs-v4-additive-median-woba,9.5,100,-120,11.7,13,O,2.2,W,89,research_lean,San Diego Padres @ Arizona Diamondbacks
2026-08-09,822700,totals-runs-v4-additive-median-woba,9.5,103,-105,9,8,U,-0.5,,83,no_lean,Cincinnati Reds @ Washington Nationals
2026-08-09,822862,totals-runs-v4-additive-median-woba,11.5,-130,104,9.3,15,O,-2.2,L,77,research_lean,Baltimore Orioles @ Texas Rangers
2026-08-09,823020,totals-runs-v4-additive-median-woba,9,-118,-109,8.3,11,O,-0.7,L,95,no_lean,Colorado Rockies @ St. Louis Cardinals
2026-08-09,823104,totals-runs-v4-additive-median-woba,7.5,107,-118,6.8,5,U,-0.7,W,86,research_lean,Tampa Bay Rays @ Seattle Mariners
2026-08-09,823190,totals-runs-v4-additive-median-woba,7.5,100,-110,8.4,4,U,0.9,L,74,research_lean,Detroit Tigers @ San Francisco Giants
2026-08-09,823268,totals-runs-v4-additive-median-woba,9,-108,-105,12.2,9,P,3.2,,88,research_lean,Houston Astros @ San Diego Padres
2026-08-09,823345,totals-runs-v4-additive-median-woba,15.5,110,-102,7.5,12,U,-8,W,80,research_lean,New York Mets @ Pittsburgh Pirates
2026-08-09,823425,totals-runs-v4-additive-median-woba,8.5,100,-108,7.1,13,O,-1.4,L,90,research_lean,Toronto Blue Jays @ Philadelphia Phillies
2026-08-09,823513,totals-runs-v4-additive-median-woba,2.5,-172,140,7,3,O,4.5,W,82,research_lean,Atlanta Braves @ New York Yankees
2026-08-09,823751,totals-runs-v4-additive-median-woba,5.5,125,-125,5.6,7,O,0.1,,83,no_lean,Minnesota Twins @ Milwaukee Brewers
2026-08-09,823835,totals-runs-v4-additive-median-woba,9.5,-112,105,3.6,15,O,-5.9,L,83,research_lean,Los Angeles Angels @ Miami Marlins
2026-08-09,824078,totals-runs-v4-additive-median-woba,9.5,-105,-102,7.9,12,O,-1.6,L,86,research_lean,Chicago Cubs @ Kansas City Royals
2026-08-09,824564,totals-runs-v4-additive-median-woba,10.5,-110,-107,9.9,8,U,-0.6,,99,no_lean,Cleveland Guardians @ Chicago White Sox
2026-08-09,824724,totals-runs-v4-additive-median-woba,8.5,100,-120,9.5,7,U,1,,61,no_lean_low_setup,Athletics @ Boston Red Sox
2026-08-09,825050,totals-runs-v4-additive-median-woba,9,100,-112,9.9,6,U,0.9,L,82,research_lean,Los Angeles Dodgers @ Arizona Diamondbacks
2026-08-06,823105,totals-runs-v4-additive-median-woba,8.5,100,-118,11,11,O,2.5,W,76,research_lean,Detroit Tigers @ Seattle Mariners
2026-08-06,823430,totals-runs-v4-additive-median-woba,9,103,-107,8.9,10,O,-0.1,,83,no_lean,Washington Nationals @ Philadelphia Phillies
2026-08-06,823754,totals-runs-v4-additive-median-woba,7.5,-112,-102,7.6,7,U,0.1,,56,no_lean,Pittsburgh Pirates @ Milwaukee Brewers
2026-08-06,824080,totals-runs-v4-additive-median-woba,8.5,-120,107,6.7,7,U,-1.8,W,84,research_lean,Minnesota Twins @ Kansas City Royals
2026-08-06,824401,totals-runs-v4-additive-median-woba,7.5,-111,-102,7.5,19,O,0,,71,no_lean,New York Mets @ Cleveland Guardians
2026-08-06,824481,totals-runs-v4-additive-median-woba,9.5,-102,100,7.3,11,O,-2.2,,50,no_lean_low_setup,Athletics @ Cincinnati Reds
2026-08-06,824664,totals-runs-v4-additive-median-woba,5.5,200,-190,7.5,5,U,2,L,90,research_lean,Toronto Blue Jays @ Chicago Cubs
2026-08-06,824729,totals-runs-v4-additive-median-woba,8.5,-117,103,6.7,23,O,-1.8,L,81,research_lean,Chicago White Sox @ Boston Red Sox
2026-08-06,824804,totals-runs-v4-additive-median-woba,9.5,-113,-102,9.2,5,U,-0.3,,57,no_lean,Los Angeles Angels @ Baltimore Orioles
2026-08-06,824885,totals-runs-v4-additive-median-woba,9,-106,-105,5.6,14,O,-3.4,L,90,research_lean,Miami Marlins @ Atlanta Braves
2026-08-06,825053,totals-runs-v4-additive-median-woba,9,-104,-105,10.9,6,U,1.9,L,71,research_lean,San Diego Padres @ Arizona Diamondbacks
2026-08-05,822866,totals-runs-v4-additive-median-woba,8.5,-103,-115,9.4,6,U,0.9,L,70,research_lean,San Francisco Giants @ Texas Rangers
2026-08-05,823106,totals-runs-v4-additive-median-woba,7.5,-107,-105,9.2,6,U,1.7,L,70,research_lean,Detroit Tigers @ Seattle Mariners
2026-08-05,823429,totals-runs-v4-additive-median-woba,9,102,-122,9.1,14,O,0.1,,84,no_lean,Washington Nationals @ Philadelphia Phillies
2026-08-05,823516,totals-runs-v4-additive-median-woba,8.5,100,-110,5.9,4,U,-2.6,W,82,research_lean,St. Louis Cardinals @ New York Yankees
2026-08-05,823753,totals-runs-v4-additive-median-woba,7.5,-118,103,7.8,6,U,0.3,,78,no_lean,Pittsburgh Pirates @ Milwaukee Brewers
2026-08-05,824082,totals-runs-v4-additive-median-woba,9,-103,-110,8.8,3,U,-0.2,,81,no_lean,Minnesota Twins @ Kansas City Royals
2026-08-05,824158,totals-runs-v4-additive-median-woba,9.5,-125,110,8.8,9,U,-0.7,W,88,no_lean,Toronto Blue Jays @ Houston Astros
2026-08-05,824322,totals-runs-v4-additive-median-woba,10.5,-118,-102,8.7,4,U,-1.8,W,93,research_lean,Tampa Bay Rays @ Colorado Rockies
2026-08-05,824402,totals-runs-v4-additive-median-woba,7.5,-113,102,7.9,11,O,0.4,,91,no_lean,New York Mets @ Cleveland Guardians
2026-08-05,824482,totals-runs-v4-additive-median-woba,9,-123,107,8.9,5,U,-0.1,,91,no_lean,Athletics @ Cincinnati Reds
2026-08-05,824646,totals-runs-v4-additive-median-woba,11.5,-120,100,11.4,13,O,-0.1,,87,no_lean,Los Angeles Dodgers @ Chicago Cubs
2026-08-05,824728,totals-runs-v4-additive-median-woba,9,-110,-102,7.1,4,U,-1.9,W,81,research_lean,Chicago White Sox @ Boston Red Sox
2026-08-05,824806,totals-runs-v4-additive-median-woba,10,-104,-118,8.8,7,U,-1.2,W,82,research_lean,Los Angeles Angels @ Baltimore Orioles
2026-08-05,824889,totals-runs-v4-additive-median-woba,9,-101,-108,5.9,5,U,-3.1,W,89,research_lean,Miami Marlins @ Atlanta Braves
2026-08-05,825052,totals-runs-v4-additive-median-woba,9,-104,-111,9.7,14,O,0.7,W,80,no_lean,San Diego Padres @ Arizona Diamondbacks
2026-08-10,822780,totals-runs-v4-additive-median-woba,7.5,105,-107,8.4,3,U,0.9,L,82,research_lean,Boston Red Sox @ Toronto Blue Jays
2026-08-10,823018,totals-runs-v4-additive-median-woba,8,-113,-102,8,11,O,0,,92,no_lean,Philadelphia Phillies @ St. Louis Cardinals
2026-08-10,823189,totals-runs-v4-additive-median-woba,8,-105,-114,9.2,9,O,1.2,,61,no_lean_low_setup,Houston Astros @ San Francisco Giants
2026-08-10,823265,totals-runs-v4-additive-median-woba,7.5,-110,-105,8.9,5,U,1.4,L,92,research_lean,Milwaukee Brewers @ San Diego Padres
2026-08-10,823675,totals-runs-v4-additive-median-woba,9,-113,-102,6.9,14,O,-2.1,L,87,research_lean,Baltimore Orioles @ Minnesota Twins
2026-08-10,823918,totals-runs-v4-additive-median-woba,8,-107,-107,5.9,11,O,-2.1,L,83,research_lean,Kansas City Royals @ Los Angeles Dodgers
2026-08-10,823998,totals-runs-v4-additive-median-woba,9.5,-102,-120,6.4,5,U,-3.1,W,83,research_lean,Texas Rangers @ Los Angeles Angels
2026-08-10,824887,totals-runs-v4-additive-median-woba,8.5,-105,-105,7.2,13,O,-1.3,L,82,research_lean,New York Mets @ Atlanta Braves
2026-08-10,824969,totals-runs-v4-additive-median-woba,10,-114,-105,7.7,16,O,-2.3,L,88,research_lean,Tampa Bay Rays @ Athletics
2026-08-10,825048,totals-runs-v4-additive-median-woba,9,-118,103,9,9,P,0,,87,no_lean,Colorado Rockies @ Arizona Diamondbacks
2026-08-02,822783,totals-runs-v4-additive-median-woba,9,107,-117,2.9,6,U,-6.1,W,77,research_lean,St. Louis Cardinals @ Toronto Blue Jays
2026-08-02,822943,totals-runs-v4-additive-median-woba,7.5,-102,-113,2,10,O,-5.5,L,88,research_lean,Chicago White Sox @ Tampa Bay Rays
2026-08-02,823107,totals-runs-v4-additive-median-woba,7,-117,102,4.6,13,O,-2.4,L,89,research_lean,Minnesota Twins @ Seattle Mariners
2026-08-02,823270,totals-runs-v4-additive-median-woba,8,-107,-105,5.2,9,O,-2.8,L,81,research_lean,San Francisco Giants @ San Diego Padres
2026-08-02,823592,totals-runs-v4-additive-median-woba,8.5,-118,103,4.9,2,U,-3.6,W,75,research_lean,Miami Marlins @ New York Mets
2026-08-02,823919,totals-runs-v4-additive-median-woba,8.5,102,-109,8.7,12,O,0.2,,87,no_lean,Boston Red Sox @ Los Angeles Dodgers
2026-08-02,823996,totals-runs-v4-additive-median-woba,7.5,-110,-102,4.1,3,U,-3.4,W,83,research_lean,Milwaukee Brewers @ Los Angeles Angels
2026-08-02,824163,totals-runs-v4-additive-median-woba,8.5,-110,-102,9.6,10,O,1.1,W,92,research_lean,Texas Rangers @ Houston Astros
2026-08-02,824323,totals-runs-v4-additive-median-woba,11.5,-105,-104,10,9,U,-1.5,W,91,research_lean,Kansas City Royals @ Colorado Rockies
2026-08-02,824404,totals-runs-v4-additive-median-woba,8,100,-110,13.3,5,U,5.3,L,87,research_lean,Arizona Diamondbacks @ Cleveland Guardians
2026-08-02,824483,totals-runs-v4-additive-median-woba,8.5,-118,105,8.8,12,O,0.3,,88,no_lean,Pittsburgh Pirates @ Cincinnati Reds
2026-08-02,824648,totals-runs-v4-additive-median-woba,6.5,-110,100,6.7,3,U,0.2,,88,no_lean,New York Yankees @ Chicago Cubs
2026-08-02,824807,totals-runs-v4-additive-median-woba,8,-105,-109,9.7,8,P,1.7,,91,research_lean,Philadelphia Phillies @ Baltimore Orioles
2026-08-02,824891,totals-runs-v4-additive-median-woba,9,103,-114,10,6,U,1,L,88,research_lean,Washington Nationals @ Atlanta Braves
2026-08-02,824971,totals-runs-v4-additive-median-woba,11,-102,-113,9.6,11,P,-1.4,,71,research_lean,Detroit Tigers @ Athletics
2026-08-01,822781,totals-runs-v4-additive-median-woba,9,-102,-105,2.6,6,U,-6.4,W,71,research_lean,St. Louis Cardinals @ Toronto Blue Jays
2026-08-01,822944,totals-runs-v4-additive-median-woba,8,-102,-113,0.2,1,U,-7.8,W,71,research_lean,Chicago White Sox @ Tampa Bay Rays
2026-08-01,823109,totals-runs-v4-additive-median-woba,7,-123,107,2.9,7,P,-4.1,,87,research_lean,Minnesota Twins @ Seattle Mariners
2026-08-01,823269,totals-runs-v4-additive-median-woba,8,-107,-106,7,11,O,-1,L,85,research_lean,San Francisco Giants @ San Diego Padres
2026-08-01,823594,totals-runs-v4-additive-median-woba,9,-110,-108,5.6,8,U,-3.4,W,87,research_lean,Miami Marlins @ New York Mets
2026-08-01,823920,totals-runs-v4-additive-median-woba,9,103,-105,8.2,5,U,-0.8,W,85,research_lean,Boston Red Sox @ Los Angeles Dodgers
2026-08-01,824000,totals-runs-v4-additive-median-woba,7.5,-116,105,11.6,4,U,4.1,L,81,research_lean,Milwaukee Brewers @ Los Angeles Angels
2026-08-01,824162,totals-runs-v4-additive-median-woba,9,100,-118,10.1,9,P,1.1,,78,research_lean,Texas Rangers @ Houston Astros
2026-08-01,824326,totals-runs-v4-additive-median-woba,12.5,-102,-110,9.3,18,O,-3.2,L,91,research_lean,Kansas City Royals @ Colorado Rockies
2026-08-01,824405,totals-runs-v4-additive-median-woba,8,-110,-102,5.3,20,O,-2.7,L,71,research_lean,Arizona Diamondbacks @ Cleveland Guardians
2026-08-01,824485,totals-runs-v4-additive-median-woba,8.5,-102,-113,9.9,5,U,1.4,L,84,research_lean,Pittsburgh Pirates @ Cincinnati Reds
2026-08-01,824649,totals-runs-v4-additive-median-woba,6.5,-113,-102,5.2,7,O,-1.3,L,86,research_lean,New York Yankees @ Chicago Cubs
2026-08-01,824808,totals-runs-v4-additive-median-woba,8,100,-113,10.1,5,U,2.1,L,92,research_lean,Philadelphia Phillies @ Baltimore Orioles
2026-08-01,824890,totals-runs-v4-additive-median-woba,9,-105,-107,12.2,11,O,3.2,W,95,research_lean,Washington Nationals @ Atlanta Braves
2026-08-01,824972,totals-runs-v4-additive-median-woba,11,-104,-109,7.9,14,O,-3.1,L,74,research_lean,Detroit Tigers @ Athletics
2026-08-03,822867,totals-runs-v4-additive-median-woba,7.5,-120,100,8.2,6,U,0.7,L,90,no_lean,San Francisco Giants @ Texas Rangers
2026-08-03,823431,totals-runs-v4-additive-median-woba,9,103,-118,8.3,9,P,-0.7,,90,no_lean,Washington Nationals @ Philadelphia Phillies
2026-08-03,823520,totals-runs-v4-additive-median-woba,8.5,100,-120,4.2,20,O,-4.3,L,76,research_lean,St. Louis Cardinals @ New York Yankees
2026-08-03,823757,totals-runs-v4-additive-median-woba,7.5,-115,100,11.4,7,U,3.9,L,78,research_lean,Pittsburgh Pirates @ Milwaukee Brewers
2026-08-03,824160,totals-runs-v4-additive-median-woba,8.5,-102,-113,7.2,4,U,-1.3,,64,no_lean_low_setup,Toronto Blue Jays @ Houston Astros
2026-08-03,824324,totals-runs-v4-additive-median-woba,11,-105,-114,5.4,22,O,-5.6,L,86,research_lean,Tampa Bay Rays @ Colorado Rockies
2026-08-03,824647,totals-runs-v4-additive-median-woba,9,100,-120,7.8,15,O,-1.2,L,85,research_lean,Los Angeles Dodgers @ Chicago Cubs
2026-08-03,825095,totals-runs-v4-additive-median-woba,8.5,-110,-104,10.2,6,U,1.7,L,83,research_lean,San Diego Padres @ Arizona Diamondbacks
2026-08-11,822697,totals-runs-v4-additive-median-woba,9,-110,-101,13.3,14,O,4.3,W,91,research_lean,Chicago Cubs @ Washington Nationals
2026-08-11,822778,totals-runs-v4-additive-median-woba,7.5,-102,-113,7.7,8,O,0.2,,75,no_lean,Boston Red Sox @ Toronto Blue Jays
2026-08-11,823019,totals-runs-v4-additive-median-woba,8.5,107,-115,7.9,2,U,-0.6,,85,no_lean,Philadelphia Phillies @ St. Louis Cardinals
2026-08-11,823186,totals-runs-v4-additive-median-woba,8,-105,-105,8.8,5,U,0.8,L,83,research_lean,Houston Astros @ San Francisco Giants
2026-08-11,823264,totals-runs-v4-additive-median-woba,8,-107,-107,9.5,13,O,1.5,W,90,research_lean,Milwaukee Brewers @ San Diego Padres
2026-08-11,823512,totals-runs-v4-additive-median-woba,8.5,-115,107,3.7,5,U,-4.8,W,76,research_lean,Seattle Mariners @ New York Yankees
2026-08-11,823673,totals-runs-v4-additive-median-woba,8.5,-116,105,8.7,7,U,0.2,,88,no_lean,Baltimore Orioles @ Minnesota Twins
2026-08-11,823832,totals-runs-v4-additive-median-woba,7,100,-107,5.1,2,U,-1.9,W,84,research_lean,Pittsburgh Pirates @ Miami Marlins
2026-08-11,823917,totals-runs-v4-additive-median-woba,9.5,-107,-107,7.9,9,U,-1.6,W,70,research_lean,Kansas City Royals @ Los Angeles Dodgers
2026-08-11,823997,totals-runs-v4-additive-median-woba,9,-110,-101,7.1,5,U,-1.9,W,71,research_lean,Texas Rangers @ Los Angeles Angels
2026-08-11,824240,totals-runs-v4-additive-median-woba,8,-102,-105,11.9,10,O,3.9,W,79,research_lean,Cleveland Guardians @ Detroit Tigers
2026-08-11,824563,totals-runs-v4-additive-median-woba,9,-102,-113,10.4,9,P,1.4,,92,research_lean,Cincinnati Reds @ Chicago White Sox
2026-08-11,824886,totals-runs-v4-additive-median-woba,8.5,-107,-107,7.9,4,U,-0.6,,82,no_lean,New York Mets @ Atlanta Braves
2026-08-11,824970,totals-runs-v4-additive-median-woba,10.5,-102,-110,7.9,16,O,-2.6,,69,no_lean_low_setup,Tampa Bay Rays @ Athletics
2026-08-11,825046,totals-runs-v4-additive-median-woba,9.5,100,-107,11.2,5,U,1.7,L,88,research_lean,Colorado Rockies @ Arizona Diamondbacks
2026-08-12,822698,totals-runs-v4-additive-median-woba,8.5,-114,103,14.1,18,O,5.6,W,81,research_lean,Chicago Cubs @ Washington Nationals
2026-08-12,822779,totals-runs-v4-additive-median-woba,8,-102,-113,7.1,10,O,-0.9,L,86,research_lean,Boston Red Sox @ Toronto Blue Jays
2026-08-12,823017,totals-runs-v4-additive-median-woba,5.5,-114,101,7.8,8,O,2.3,W,93,research_lean,Philadelphia Phillies @ St. Louis Cardinals
2026-08-12,823187,totals-runs-v4-additive-median-woba,3.5,115,-120,10.5,3,U,7,L,82,research_lean,Houston Astros @ San Francisco Giants
2026-08-12,823263,totals-runs-v4-additive-median-woba,5.5,147,-170,10.1,7,O,4.6,W,86,research_lean,Milwaukee Brewers @ San Diego Padres
2026-08-12,823511,totals-runs-v4-additive-median-woba,8,-102,-110,4.3,15,O,-3.7,L,76,research_lean,Seattle Mariners @ New York Yankees
2026-08-12,823672,totals-runs-v4-additive-median-woba,13.5,-135,108,7.6,12,U,-5.9,W,88,research_lean,Baltimore Orioles @ Minnesota Twins
2026-08-12,823833,totals-runs-v4-additive-median-woba,8,-107,-107,4.3,10,O,-3.7,L,87,research_lean,Pittsburgh Pirates @ Miami Marlins
2026-08-12,823916,totals-runs-v4-additive-median-woba,9,-107,-107,9.8,6,U,0.8,L,75,research_lean,Kansas City Royals @ Los Angeles Dodgers
2026-08-12,823994,totals-runs-v4-additive-median-woba,9,103,-112,7.4,7,U,-1.6,,69,no_lean_low_setup,Texas Rangers @ Los Angeles Angels
2026-08-12,824241,totals-runs-v4-additive-median-woba,8.5,100,-115,11.1,10,O,2.6,W,77,research_lean,Cleveland Guardians @ Detroit Tigers
2026-08-12,824562,totals-runs-v4-additive-median-woba,8.5,105,-118,9.2,5,U,0.7,L,95,no_lean,Cincinnati Reds @ Chicago White Sox
2026-08-12,824883,totals-runs-v4-additive-median-woba,8.5,-115,103,9.2,9,O,0.7,W,81,no_lean,New York Mets @ Atlanta Braves
2026-08-12,824967,totals-runs-v4-additive-median-woba,9.5,-108,-110,7.9,12,O,-1.6,L,83,research_lean,Tampa Bay Rays @ Athletics
2026-08-12,825047,totals-runs-v4-additive-median-woba,12.5,100,-126,12.8,10,U,0.3,,94,no_lean,Colorado Rockies @ Arizona Diamondbacks
2026-08-13,822696,totals-runs-v4-additive-median-woba,7.5,144,-165,13.5,7,U,6,L,94,research_lean,Chicago Cubs @ Washington Nationals
2026-08-13,822776,totals-runs-v4-additive-median-woba,7.5,-103,-105,8.1,7,U,0.6,,84,no_lean,Boston Red Sox @ Toronto Blue Jays
2026-08-13,823508,totals-runs-v4-additive-median-woba,3.5,-105,-110,4.6,1,U,1.1,L,75,research_lean,Seattle Mariners @ New York Yankees
2026-08-13,823669,totals-runs-v4-additive-median-woba,8.5,-109,100,9.5,8,U,1,L,94,research_lean,Philadelphia Phillies @ Minnesota Twins
2026-08-13,823829,totals-runs-v4-additive-median-woba,13.5,107,-102,5.3,14,O,-8.2,L,89,research_lean,Pittsburgh Pirates @ Miami Marlins
2026-08-13,823915,totals-runs-v4-additive-median-woba,8,103,-118,8.1,9,O,0.1,,82,no_lean,Milwaukee Brewers @ Los Angeles Dodgers
2026-08-13,823995,totals-runs-v4-additive-median-woba,7.5,105,-110,6.8,7,U,-0.7,W,82,research_lean,Texas Rangers @ Los Angeles Angels
2026-08-13,824238,totals-runs-v4-additive-median-woba,3.5,290,-400,11.1,3,U,7.6,L,82,research_lean,Cleveland Guardians @ Detroit Tigers
2026-08-13,824561,totals-runs-v4-additive-median-woba,15.5,-115,110,9.7,17,O,-5.8,L,97,research_lean,Cincinnati Reds @ Chicago White Sox
2026-08-14,822777,totals-runs-v4-additive-median-woba,8,103,-115,3.8,4,U,-4.2,W,90,research_lean,New York Yankees @ Toronto Blue Jays
2026-08-14,822942,totals-runs-v4-additive-median-woba,8,-110,-102,9.8,11,O,1.8,W,87,research_lean,Baltimore Orioles @ Tampa Bay Rays
2026-08-14,823185,totals-runs-v4-additive-median-woba,8,103,-118,9,7,U,1,L,87,research_lean,Colorado Rockies @ San Francisco Giants
2026-08-14,823346,totals-runs-v4-additive-median-woba,8,107,-119,8.8,12,O,0.8,W,83,research_lean,Boston Red Sox @ Pittsburgh Pirates
2026-08-14,823591,totals-runs-v4-additive-median-woba,8.5,-115,100,10.2,5,U,1.7,L,82,research_lean,Washington Nationals @ New York Mets
2026-08-14,823913,totals-runs-v4-additive-median-woba,7.5,107,-123,7.6,4,U,0.1,,78,no_lean,Milwaukee Brewers @ Los Angeles Dodgers
2026-08-14,823993,totals-runs-v4-additive-median-woba,8.5,107,-123,5.6,13,O,-2.9,L,88,research_lean,Kansas City Royals @ Los Angeles Angels
2026-08-14,824159,totals-runs-v4-additive-median-woba,8.5,-102,-110,8.1,17,O,-0.4,,80,no_lean,Seattle Mariners @ Houston Astros
2026-08-14,824237,totals-runs-v4-additive-median-woba,8,103,-118,11.6,14,O,3.6,,62,no_lean_low_setup,Chicago White Sox @ Detroit Tigers
2026-08-14,824399,totals-runs-v4-additive-median-woba,7.5,103,-117,10.4,12,O,2.9,W,88,research_lean,San Diego Padres @ Cleveland Guardians
2026-08-14,824479,totals-runs-v4-additive-median-woba,9,-118,103,6.9,1,U,-2.1,W,91,research_lean,Miami Marlins @ Cincinnati Reds
2026-08-14,824643,totals-runs-v4-additive-median-woba,9,-122,101,9.4,3,U,0.4,,96,no_lean,St. Louis Cardinals @ Chicago Cubs
2026-08-14,824882,totals-runs-v4-additive-median-woba,8.5,-116,103,8.7,2,U,0.2,,92,no_lean,Arizona Diamondbacks @ Atlanta Braves
2026-08-14,824968,totals-runs-v4-additive-median-woba,9.5,-102,-112,10.2,11,O,0.7,,68,no_lean,Texas Rangers @ Athletics
08/15/2026,822775,totals-runs-v4-additive-median-woba,7.5,103,-115,2.7,5,U,-4.8,W,79,research_lean,New York Yankees @ Toronto Blue Jays
08/15/2026,822941,totals-runs-v4-additive-median-woba,7.5,-115,103,9.7,7,U,2.2,L,89,research_lean,Baltimore Orioles @ Tampa Bay Rays
08/15/2026,823184,totals-runs-v4-additive-median-woba,8.5,107,-123,9.6,8,U,1.1,L,86,research_lean,Colorado Rockies @ San Francisco Giants
08/15/2026,823347,totals-runs-v4-additive-median-woba,8,-113,103,9.4,4,U,1.4,L,90,research_lean,Boston Red Sox @ Pittsburgh Pirates
08/15/2026,823588,totals-runs-v4-additive-median-woba,8.5,103,-110,10.4,9,O,1.9,W,85,research_lean,Washington Nationals @ New York Mets
08/15/2026,823671,totals-runs-v4-additive-median-woba,9.5,112,-120,8.7,10,O,-0.8,L,86,research_lean,Philadelphia Phillies @ Minnesota Twins
08/15/2026,823914,totals-runs-v4-additive-median-woba,7.5,-109,-105,7.7,5,U,0.2,,73,no_lean,Milwaukee Brewers @ Los Angeles Dodgers
08/15/2026,823990,totals-runs-v4-additive-median-woba,9.5,103,-118,6.1,1,U,-3.4,W,83,research_lean,Kansas City Royals @ Los Angeles Angels
08/15/2026,824157,totals-runs-v4-additive-median-woba,8,103,-118,9.7,15,O,1.7,W,74,research_lean,Seattle Mariners @ Houston Astros
08/15/2026,824239,totals-runs-v4-additive-median-woba,8,-105,-109,12.2,7,U,4.2,L,87,research_lean,Chicago White Sox @ Detroit Tigers
08/15/2026,824400,totals-runs-v4-additive-median-woba,8.5,100,-113,11,7,U,2.5,L,87,research_lean,San Diego Padres @ Cleveland Guardians
08/15/2026,824480,totals-runs-v4-additive-median-woba,9,-113,-101,7.5,12,O,-1.5,L,96,research_lean,Miami Marlins @ Cincinnati Reds
08/15/2026,824644,totals-runs-v4-additive-median-woba,9,-105,-115,10.7,12,O,1.7,W,95,research_lean,St. Louis Cardinals @ Chicago Cubs
08/15/2026,824884,totals-runs-v4-additive-median-woba,8.5,-117,103,9.7,13,O,1.2,W,91,research_lean,Arizona Diamondbacks @ Atlanta Braves
08/15/2026,824966,totals-runs-v4-additive-median-woba,10.5,-105,-107,9.1,8,U,-1.4,W,82,research_lean,Texas Rangers @ Athletics
08/16/2026,822774,totals-runs-v4-additive-median-woba,5.5,108,-130,1.8,7,O,-3.7,L,81,research_lean,New York Yankees @ Toronto Blue Jays
08/16/2026,822940,totals-runs-v4-additive-median-woba,12.5,-142,125,8.6,12,U,-3.9,W,87,research_lean,Baltimore Orioles @ Tampa Bay Rays
08/16/2026,823182,totals-runs-v4-additive-median-woba,16.5,105,-130,8,20,O,-8.5,L,71,research_lean,Colorado Rockies @ San Francisco Giants
08/16/2026,823344,totals-runs-v4-additive-median-woba,11.5,-145,110,8.9,11,U,-2.6,W,76,research_lean,Boston Red Sox @ Pittsburgh Pirates
08/16/2026,823590,totals-runs-v4-additive-median-woba,9.5,-104,-115,10.3,7,U,0.8,L,91,research_lean,Washington Nationals @ New York Mets
08/16/2026,823670,totals-runs-v4-additive-median-woba,10.5,-115,105,9.1,12,O,-1.4,L,93,research_lean,Philadelphia Phillies @ Minnesota Twins
08/16/2026,823912,totals-runs-v4-additive-median-woba,6.5,-120,115,6.4,8,O,-0.1,,74,no_lean,Milwaukee Brewers @ Los Angeles Dodgers
08/16/2026,823991,totals-runs-v4-additive-median-woba,4.5,-103,110,5.5,3,U,1,L,86,research_lean,Kansas City Royals @ Los Angeles Angels
08/16/2026,824236,totals-runs-v4-additive-median-woba,8.5,-130,114,10,12,O,1.5,W,88,research_lean,Chicago White Sox @ Detroit Tigers
08/16/2026,824397,totals-runs-v4-additive-median-woba,7.5,102,-105,10.3,5,U,2.8,L,93,research_lean,San Diego Padres @ Cleveland Guardians
08/16/2026,824477,totals-runs-v4-additive-median-woba,4.5,-125,115,6.6,8,O,2.1,W,91,research_lean,Miami Marlins @ Cincinnati Reds
08/16/2026,824642,totals-runs-v4-additive-median-woba,12.5,-144,125,9.4,15,O,-3.1,L,93,research_lean,St. Louis Cardinals @ Chicago Cubs
