date,gamePk,official_model_version,shadow_model_version,p_home_official,p_home_shadow,home_won,shadow_fip_away,shadow_fip_home,shadow_off_adj,shadow_bp_adj,official_effective_era_away,official_effective_era_home,official_legacy_strength_home,official_bullpen_risk_away,official_bullpen_risk_home
2026-07-26,823028,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5161,0.5346,0
2026-07-26,823194,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5771,0.5771,0
2026-07-26,823354,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.48250000000000004,0.5332,1
2026-07-26,823433,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.45020000000000004,0.4279,1
2026-07-26,823599,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.32530000000000003,0.3164,1
2026-07-26,823678,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.6823,0.7231,1
2026-07-26,823755,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.7735,0.836,1
2026-07-26,823840,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.40590000000000004,0.3985,0
2026-07-26,824246,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5731,0.6399,0
2026-07-26,824572,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5024,0.5329,1
2026-07-26,824730,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.7103,0.7691,1
2026-07-26,824810,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5622,0.51,0
2026-07-27,822705,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.825,0.7481,0
2026-07-27,822868,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.41590000000000005,0.4578,1
2026-07-27,823025,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.29600000000000004,0.3433,0
2026-07-27,823195,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.3701,0.3239,1
2026-07-27,823353,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5696,0.5855,1
2026-07-27,823597,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.42910000000000004,0.3709,1
2026-07-27,823839,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.3436,0.3512,1
2026-07-27,824001,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5222,0.5502,0
2026-07-27,824245,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5487,0.5893,0
2026-07-27,824490,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.6456,0.6437,0
2026-07-27,824570,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.4215,0.4209,0
2026-07-27,824977,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.30110000000000003,0.2533,0
2026-07-28,822703,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.7722,0.7503,1
2026-07-28,822949,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.6217,0.6326,0
2026-07-28,823026,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.36929999999999996,0.3754,0
2026-07-28,823193,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.40149999999999997,0.3305,0
2026-07-28,823275,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.6444,0.7117,1
2026-07-28,823350,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.46340000000000003,0.4946,0
2026-07-28,823598,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.4569,0.4035,0
2026-07-28,823676,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.512,0.5044,1
2026-07-28,823838,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5408,0.5226,1
2026-07-28,823923,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.6855,0.7139,0
2026-07-28,824003,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.4676,0.5084,0
2026-07-28,824243,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5343,0.5824,1
2026-07-28,824489,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5186,0.5246,1
2026-07-28,824490,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.6252,0.633,0
2026-07-28,824569,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.47629999999999995,0.4513,0
2026-07-28,824976,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.3133,0.2635,1
2026-07-29,822702,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.6858,0.6396,0
2026-07-29,822947,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5506,0.5718,1
2026-07-29,823022,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.29790000000000005,0.3218,1
2026-07-29,823192,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.37549999999999994,0.3126,1
2026-07-29,823273,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.6094,0.6875,1
2026-07-29,823351,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.48019999999999996,0.5062,0
2026-07-29,823596,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5363,0.4553,1
2026-07-29,823598,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.4617,0.4013,0
2026-07-29,823677,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.592,0.589,0
2026-07-29,823837,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.40280000000000005,0.4562,1
2026-07-29,823924,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.12629999999999997,0.536,1
2026-07-29,824002,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.45609999999999995,0.411,0
2026-07-29,824242,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.6665,0.6641,0
2026-07-29,824487,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.45799999999999996,0.5124,0
2026-07-29,824567,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.4927,0.4411,1
2026-07-29,824973,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.01419999999999999,0.2678,0
2026-07-30,823023,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.11839999999999995,0.3937,0
2026-07-30,823271,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.7789,0.6343,0
2026-07-30,823595,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.6397,0.6372,1
2026-07-30,823921,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.32189999999999996,0.5887,1
2026-07-30,824488,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.14359999999999995,0.4837,1
2026-07-30,824568,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5495,0.4894,1
2026-07-30,824894,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.22950000000000004,0.5481,1
2026-07-30,824974,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.0403,0.2652,0
2026-07-31,822782,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.6098,0.6121,1
2026-07-31,822945,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.566,0.6954,0
2026-07-31,823111,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.4538,0.549,0
2026-07-31,823272,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.8331,0.6469,1
2026-07-31,823593,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.595,0.5198,0
2026-07-31,823922,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.2659,0.5299,0
2026-07-31,823999,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5522,0.2375,0
2026-07-31,824164,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.618,0.6059,1
2026-07-31,824325,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.663,0.3835,1
2026-07-31,824407,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.8164,0.481,0
2026-07-31,824486,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.31420000000000003,0.5096,1
2026-07-31,824651,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.7993,0.5615,0
2026-07-31,824809,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.6651,0.6521,1
2026-07-31,824892,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5184,0.5658,1
2026-07-31,824975,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.265,0.2811,0
2026-08-01,822781,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5538,0.6217,1
2026-08-01,822944,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.45630000000000004,0.6218,1
2026-08-01,823109,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.2651,0.4586,1
2026-08-01,823269,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.8082,0.63,1
2026-08-01,823594,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5844,0.5709,0
2026-08-01,823920,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.3075,0.5354,0
2026-08-01,824000,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5709,0.3334,0
2026-08-01,824162,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.7179,0.6004,1
2026-08-01,824326,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.7638,0.4283,1
2026-08-01,824405,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.35009999999999997,0.445,0
2026-08-01,824485,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.31810000000000005,0.5231,0
2026-08-01,824649,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.7023,0.4922,1
2026-08-01,824808,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.8796,0.5784,0
2026-08-01,824972,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.04479999999999995,0.315,0
2026-08-02,822783,legacy-strength-fallback,v3.1-bullpen,0.6788,0.6221,0
2026-08-02,822943,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.634,0.634,0
2026-08-02,823592,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.44010000000000005,0.452,0
2026-08-02,823919,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.4665,0.5161,0
2026-08-02,824891,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.32289999999999996,0.5559,1
2026-08-03,823520,legacy-strength-fallback,v3.1-bullpen,0.7597,0.7309,0
2026-08-03,823757,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.6842,0.6847,0
2026-08-03,824160,legacy-strength-fallback,v3.1-bullpen,0.6595,0.6773,0
2026-08-03,824324,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.4052,0.4581,0
2026-08-03,824647,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5758,0.5324,1
2026-08-03,825095,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.4851,0.5214,1
2026-08-03,822867,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.45209999999999995,0.4798,0
2026-08-04,823756,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.656,0.6757,1
2026-08-04,824484,legacy-strength-fallback,v3.1-bullpen,0.7193,0.633,1
2026-08-04,824161,legacy-strength-fallback,v3.1-bullpen,0.6122,0.6213,1
2026-08-04,823517,legacy-strength-fallback,v3.1-bullpen,0.6771,0.6159,1
2026-08-04,824731,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5956,0.5721,1
2026-08-04,825054,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.5186,0.5694,0
2026-08-04,823108,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.4859,0.4655,0
2026-08-04,824805,moneyline-v2-plus-runs-v1,v3.1-bullpen,0.6216,0.6763,1
