date,gamePk,side,team,pitcher_id,pitcher_name,role_label,era,whip,ip,so,bb,gs,gp,k9,bb9,era_score,whip_score,kbb_score,sample_score,raw_score,expected_innings,role_share_over5,pitcher_score_role_over5,pitcher_score_published
8/25/2026,825042,away,Chicago Cubs,605280,Clay Holmes,Traditional starter,2.49,1.11,68.67,50,23,12,12,6.55,3.01,92,81.1,44.1,59,75,5.7,1.14,79,75
8/25/2026,825042,home,Arizona Diamondbacks,694297,Brandon Pfaadt,Traditional starter,3.39,1.14,98.33,69,24,13,23,6.32,2.2,77.8,78.4,48.1,69.4,71,5.9,1.18,75,71
8/25/2026,823585,away,Milwaukee Brewers,690986,Kyle Harrison,Traditional starter,2.78,1.14,100.33,125,27,21,21,11.21,2.42,87.5,78.4,66.3,70,78,4.8,0.96,77,79
8/25/2026,823585,home,New York Mets,804267,Zac Thornton,Traditional starter,2.92,1.17,52.33,37,14,10,10,6.36,2.41,85.3,75.7,47,53.3,70,5.2,1.04,71,71
8/25/2026,823181,away,Cincinnati Reds,663903,Brady Singer,Traditional starter,4.72,1.42,131.67,107,43,25,25,7.31,2.94,56.5,53.2,47.6,70,56,5.3,1.06,56,56
8/25/2026,823181,home,San Francisco Giants,605288,Adrian Houser,Traditional starter,4.08,1.31,108,73,34,15,25,6.08,2.83,66.7,63.1,43.3,70,62,4.8,0.96,62,62
8/25/2026,824556,away,Texas Rangers,594798,Jacob deGrom,Traditional starter,3.77,1.13,126.67,157,32,24,24,11.16,2.27,71.7,79.3,67,70,72,5.3,1.06,73,72
8/25/2026,824556,home,Chicago White Sox,641743,Anthony Kay,Traditional starter,3.93,1.33,128.33,104,45,25,27,7.29,3.16,69.1,61.3,46.2,70,63,5,1,63,63
8/25/2026,824233,away,Tampa Bay Rays,668984,Casey Legumina,Opener / bullpen game,3.84,1.23,58.67,45,14,6,45,6.9,2.15,70.6,70.3,50.7,55.5,64,1.7,0.34,55,53
8/25/2026,824233,home,Detroit Tigers,695549,Jackson Jobe,Limited starter,4,1.44,18,15,8,4,4,7.5,4,68,51.4,42,41.3,55,4.3,0.86,54,52
8/25/2026,822773,away,Kansas City Royals,607625,Seth Lugo,Traditional starter,4.7,1.39,147.33,114,47,27,27,6.96,2.87,56.8,55.9,46.6,70,57,5.4,1.08,58,56
8/25/2026,822773,home,Toronto Blue Jays,453286,Max Scherzer,Limited starter,7.4,1.51,45,32,20,11,11,6.4,4,13.6,45.1,37.6,50.75,32,3.9,0.78,37,60
8/25/2026,823505,away,Houston Astros,814490,Ethan Pecko,Opener / bullpen game,3.18,1.59,5.67,4,5,2,2,6.35,7.94,81.1,37.9,20,37,51,2.5,0.5,51,60
8/25/2026,823505,home,New York Yankees,701542,Will Warren,Traditional starter,4.43,1.41,124,124,44,25,26,9,3.19,61.1,54.1,52.8,70,59,4.9,0.98,59,59
8/25/2026,822693,away,Colorado Rockies,690279,Mason Adams,Limited starter,2.7,1.2,3.33,3,2,1,1,8.1,5.4,88.8,73,36,36.2,66,3,0.6,60,65
8/25/2026,822693,home,Washington Nationals,674841,Andrew Alvarez,Traditional starter,3.64,1.33,84,78,38,12,20,8.36,4.07,73.8,61.3,45,64.4,63,4.7,0.94,62,64
8/25/2026,823098,away,Philadelphia Phillies,605400,Aaron Nola,Traditional starter,5.12,1.42,137,146,46,26,26,9.59,3.02,50.1,53.2,56.2,70,55,5.3,1.06,55,55
8/25/2026,823098,home,Seattle Mariners,669923,George Kirby,Traditional starter,4.18,1.36,140,117,33,24,24,7.52,2.12,65.1,58.6,53.4,70,62,5.8,1.16,64,62
2026-08-26,823825,away,Boston Red Sox,543243,Sonny Gray,Traditional starter,2.82,1.18,143.67,128,37,25,25,8.02,2.32,86.9,74.8,54.2,70,75,5.8,1.16,79,75
2026-08-26,823825,home,Miami Marlins,687473,Ryan Gusto,Limited starter,3.98,1.33,63.33,53,18,13,18,7.53,2.56,68.3,61.3,50.8,57.2,61,4,0.8,59,59
2026-08-26,823988,away,Cleveland Guardians,676282,Joey Cantillo,Traditional starter,3.7,1.45,136.33,145,70,28,28,9.57,4.62,72.8,50.5,46.6,70,62,4.8,0.96,62,62
2026-08-26,823988,home,Los Angeles Angels,680570,Grayson Rodriguez,Traditional starter,6.03,1.52,71.67,65,31,15,15,8.16,3.89,35.5,44.2,45.3,60.1,43,4.7,0.94,43,40
2026-08-26,823180,away,Cincinnati Reds,666157,Nick Lodolo,Traditional starter,5.24,1.54,79,64,33,16,16,7.29,3.76,48.2,42.4,42.6,62.6,48,5,1,48,49
2026-08-26,823180,home,San Francisco Giants,657277,Logan Webb,Traditional starter,3.72,1.1,147.67,118,36,24,24,7.19,2.19,72.5,82,51.6,70,70,6.2,1.24,75,70
2026-08-26,824555,away,Texas Rangers,669022,MacKenzie Gore,Traditional starter,4.31,1.26,148.33,163,55,28,28,9.89,3.34,63,67.6,55.5,70,64,5.4,1.08,65,65
2026-08-26,824555,home,Chicago White Sox,680732,Sean Burke,Traditional starter,3.32,1.14,149,161,48,23,27,9.72,2.9,78.9,78.4,57.5,70,73,5.5,1.1,75,75
2026-08-26,824234,away,Tampa Bay Rays,642547,Freddy Peralta,Traditional starter,5.11,1.41,141,133,54,27,27,8.49,3.45,50.2,54.1,49.3,70,54,5.2,1.04,54,51
2026-08-26,824234,home,Detroit Tigers,675512,Troy Melton,Traditional starter,1.86,1.01,97,80,28,16,16,7.42,2.6,92,90.1,50.1,68.9,80,6,1.2,86,79
2026-08-26,824878,away,Los Angeles Dodgers,808963,Roki Sasaki,Traditional starter,4.6,1.33,119.33,117,48,23,23,8.82,3.62,58.4,61.3,49.6,70,59,5.3,1.06,60,61
2026-08-26,824878,home,Atlanta Braves,700363,AJ Smith-Shawver,Limited starter,5.93,1.61,13.67,10,8,3,3,6.59,5.27,37.1,36.1,30.7,39.8,36,4.3,0.86,38,34
2026-08-26,822772,away,Kansas City Royals,677976,Randy Dobnak,Traditional starter,1.92,1.37,51.67,34,21,8,10,5.92,3.66,92,57.7,37.7,53.1,67,5.1,1.02,67,65
2026-08-26,822772,home,Toronto Blue Jays,693686,Spencer Miles,Opener / bullpen game,2.95,1.09,82.33,74,20,5,41,8.09,2.19,84.8,82.9,55.2,63.8,75,3,0.6,65,77
2026-08-26,823506,away,Houston Astros,663567,Peter Lambert,Traditional starter,3.66,1.23,128,125,51,23,23,8.79,3.59,73.4,70.3,49.6,70,67,5.6,1.12,69,68
2026-08-26,823506,home,New York Yankees,695684,Elmer Rodríguez,Limited starter,4.3,1.48,23,16,12,5,5,6.26,4.7,63.2,47.8,32.9,43,50,4.3,0.86,50,39
2026-08-26,823255,away,Pittsburgh Pirates,696149,Bubba Chandler,Traditional starter,4.26,1.36,131,117,68,25,26,8.04,4.67,63.8,58.6,40.1,70,59,5,1,59,58
2026-08-26,823255,home,San Diego Padres,681190,Randy Vásquez,Traditional starter,4.02,1.28,123,76,34,21,26,5.56,2.49,67.7,65.8,43.3,70,63,5.1,1.02,63,61
2026-08-26,824963,away,Minnesota Twins,687570,Connor Prielipp,Traditional starter,5.57,1.4,93.67,101,38,18,18,9.7,3.65,42.9,55,52.9,67.8,52,5.2,1.04,52,52
2026-08-26,824963,home,Athletics,669372,J.T. Ginn,Traditional starter,3.6,1.23,132.33,118,55,23,26,8.03,3.74,74.4,70.3,45.7,70,67,5.4,1.08,68,67
2026-08-26,823096,away,Philadelphia Phillies,666200,Jesús Luzardo,Traditional starter,3.09,1.12,163,203,50,27,27,11.21,2.76,82.6,80.2,64.3,70,76,6,1.2,81,75
2026-08-26,823096,home,Seattle Mariners,693433,Bryan Woo,Traditional starter,4.36,1.1,142.33,142,30,25,25,8.98,1.9,62.2,82,60.5,70,68,5.8,1.16,71,70
2026-08-26,823584,away,Milwaukee Brewers,669160,Dustin May,Traditional starter,4.56,1.29,124.33,118,42,25,25,8.54,3.04,59,64.9,51.9,70,61,5.2,1.04,61,60
2026-08-26,823584,home,New York Mets,476594,Robert Stock,Limited starter,7.4,1.94,20.67,21,13,5,5,9.15,5.66,20,20,38.6,42.2,27,4.2,0.84,31,40
2026-08-26,825039,away,Chicago Cubs,571510,Matthew Boyd,Traditional starter,3.99,1.22,97,76,30,17,17,7.05,2.78,68.2,71.2,47.5,68.9,65,5.7,1.14,67,63
2026-08-26,825039,home,Arizona Diamondbacks,593958,Eduardo Rodriguez,Traditional starter,2.5,1.19,162,119,52,27,27,6.61,2.89,92,73.9,45.1,70,75,6,1.2,80,74
2026-08-26,822692,away,Colorado Rockies,685299,Tanner Gordon,Traditional starter,5.44,1.44,82.67,68,15,7,19,7.4,1.63,45,51.4,55.8,63.9,52,4.7,0.94,52,48
2026-08-26,822692,home,Washington Nationals,663362,Matt Waldron,Traditional starter,7.15,1.62,39,32,11,4,15,7.38,2.54,20,35.2,50.3,48.6,34,4.6,0.92,35,34
2026-08-26,823015,away,Baltimore Orioles,680694,Kyle Bradish,Traditional starter,3.68,1.38,141.67,132,60,26,26,8.39,3.81,73.1,56.8,46.7,70,63,5.5,1.1,64,63
2026-08-26,823015,home,St. Louis Cardinals,700241,Michael McGreevy,Traditional starter,3.89,1.25,141,97,38,26,26,6.19,2.43,69.8,68.5,46.2,70,65,5.5,1.1,67,68
2026-08-27,823581,away,Milwaukee Brewers,694819,Jacob Misiorowski,Traditional starter,1.73,0.75,151,222,35,25,25,13.23,2.09,92,92,76.4,70,86,6,1.2,92,86
2026-08-27,823581,home,New York Mets,640455,Sean Manaea,Traditional starter,4.55,1.32,122.67,120,40,14,28,8.8,2.93,59.2,62.2,53.6,70,60,5.7,1.14,61,62
2026-08-27,823503,away,Houston Astros,669713,Hayden Wesneski,Traditional starter,3.86,1.19,32.67,28,12,6,6,7.71,3.31,70.2,73.9,47,46.4,63,5.5,1.1,64,59
2026-08-27,823503,home,New York Yankees,543037,Gerrit Cole,Traditional starter,3.19,1.07,98.67,105,21,17,17,9.58,1.92,81,84.7,62.8,69.5,77,5.8,1.16,81,77
2026-08-27,822771,away,Kansas City Royals,702070,Noah Cameron,Traditional starter,3.98,1.22,149.33,131,48,25,26,7.9,2.89,68.3,71.2,50.2,70,66,5.7,1.14,68,66
2026-08-27,822771,home,Toronto Blue Jays,681293,Spencer Arrighetti,Traditional starter,4.81,1.36,95.33,95,54,18,19,8.97,5.1,55,58.6,41.3,68.4,55,5.2,1.04,55,56
2026-08-27,824879,away,Los Angeles Dodgers,808967,Yoshinobu Yamamoto,Traditional starter,2.56,0.89,158,153,36,24,24,8.72,2.05,91,92,58.6,70,82,6.6,1.32,92,81
2026-08-27,824879,home,Atlanta Braves,519242,Chris Sale,Traditional starter,2.06,1,144,177,28,24,24,11.06,1.75,92,91,69.8,70,84,5.9,1.18,90,83
2026-08-27,823014,away,Baltimore Orioles,669432,Trevor Rogers,Traditional starter,4.38,1.25,137.67,121,37,25,25,7.91,2.42,61.9,68.5,53.1,70,63,5.5,1.1,64,65
2026-08-27,823014,home,St. Louis Cardinals,700669,Gordon Graceffo,Role unknown,2.98,1.07,66.33,42,30,1,53,5.7,4.07,84.3,84.7,34.4,58.2,71,4.5,0.9,69,68
2026-08-27,823179,away,Arizona Diamondbacks,703615,Jose Cabrera,Limited starter,5.59,1.55,19.33,15,8,5,5,6.98,3.72,42.6,41.5,41.6,41.8,42,4.4,0.88,43,42
2026-08-27,823179,home,San Francisco Giants,694738,Landen Roupp,Traditional starter,4.28,1.3,136.67,130,65,26,26,8.56,4.28,63.5,64,44.6,70,61,5.4,1.08,62,60
2026-08-27,822694,away,Colorado Rockies,687312,Gabriel Hughes,Traditional starter,6.61,1.45,47.67,38,19,9,10,7.17,3.59,26.2,50.5,43.2,51.7,40,5,1,40,42
2026-08-27,822694,home,Washington Nationals,663623,Jake Irvin,Traditional starter,5.62,1.4,81.67,82,39,17,17,9.04,4.3,42.1,55,46.4,63.6,49,4.8,0.96,49,49
2026-08-28,823744,away,Texas Rangers,674003,Cody Bradford,Traditional starter,3.42,1.52,23.67,13,5,5,5,4.94,1.9,77.3,44.2,44.4,43.3,57,5.2,1.04,57,63
2026-08-28,823744,home,Milwaukee Brewers,701656,Logan Henderson,Traditional starter,2.58,0.86,73.33,84,14,14,14,10.31,1.72,90.7,92,66.9,60.7,82,5.3,1.06,84,81
2026-08-28,822691,away,Miami Marlins,691587,Eury Pérez,Traditional starter,3.44,1.13,130.67,142,56,24,24,9.78,3.86,77,79.3,52,70,72,5.6,1.12,75,74
2026-08-28,822691,home,Washington Nationals,800600,Jackson Kent,Limited starter,5.68,1.68,19,17,14,4,4,8.05,6.63,41.1,29.8,28.4,41.6,36,4.1,0.82,39,25
2026-08-28,824231,away,Los Angeles Dodgers,669373,Tarik Skubal,Traditional starter,2.84,0.94,126.67,153,21,21,21,10.87,1.49,86.6,92,70.5,70,82,6,1.2,88,82
2026-08-28,824231,home,Detroit Tigers,623454,Drew Anderson,Limited starter,3.87,1.33,86,96,35,7,45,10.05,3.66,70.1,61.3,54.2,65.1,64,4.2,0.84,62,64
2026-08-28,822769,away,Seattle Mariners,676106,Emerson Hancock,Traditional starter,3.58,1.14,138.33,126,32,25,25,8.2,2.08,74.7,78.4,56.3,70,71,5.6,1.12,74,73
2026-08-28,822769,home,Toronto Blue Jays,656302,Dylan Cease,Traditional starter,2.35,1.04,149.33,216,65,25,25,13.02,3.92,92,87.4,64.6,70,82,6,1.2,88,82
2026-08-28,824396,away,Kansas City Royals,608379,Michael Wacha,Traditional starter,3.38,1.11,167.67,132,42,27,27,7.09,2.25,77.9,81.1,50.8,70,72,6.3,1.26,78,71
2026-08-28,824396,home,Cleveland Guardians,676440,Tanner Bibee,Traditional starter,3.89,1.16,162,128,46,28,28,7.11,2.56,69.8,76.6,49.1,70,67,5.8,1.16,70,67
2026-08-28,824960,away,Baltimore Orioles,687064,Brandon Young,Traditional starter,3.5,1.36,123.33,99,45,22,22,7.22,3.28,76,58.6,45.2,70,65,5.6,1.12,67,65
2026-08-28,824960,home,Athletics,682052,Jacob Lopez,Traditional starter,4.98,1.48,94,90,47,18,21,8.62,4.5,52.3,47.8,43.5,67.9,52,4.7,0.94,52,52
2026-08-28,823504,away,Boston Red Sox,663776,Patrick Sandoval,Traditional starter,4.33,1.69,43.67,46,20,9,9,9.48,4.12,62.7,28.9,49.2,50.3,50,5,1,50,46
2026-08-28,823504,home,New York Yankees,693645,Cam Schlittler,Traditional starter,2.11,0.96,162,199,40,28,28,11.06,2.22,92,92,66.9,70,84,5.9,1.18,90,84
2026-08-28,823583,away,Houston Astros,686613,Hunter Brown,Traditional starter,3.4,1.31,79.33,83,44,15,15,9.42,4.99,77.6,63.1,43.7,62.8,65,5.3,1.06,66,63
2026-08-28,823583,home,New York Mets,681035,Christian Scott,Traditional starter,3.52,1.3,94.67,113,43,20,20,10.74,4.09,75.7,64,54.4,68.1,67,4.7,0.94,66,66
2026-08-28,822935,away,San Diego Padres,663554,Casey Mize,Traditional starter,3.53,1.1,109.67,96,27,21,21,7.88,2.22,75.5,82,54.2,70,72,5.2,1.04,73,73
2026-08-28,822935,home,Tampa Bay Rays,663556,Shane McClanahan,Traditional starter,3.19,1.11,113,103,38,23,23,8.2,3.03,81,81.1,50.7,70,73,4.9,0.98,73,74
2026-08-28,823178,away,Arizona Diamondbacks,684442,Kohl Drake,Limited starter,5.4,1.56,16.67,13,6,4,4,7.02,3.24,45.6,40.6,44.6,40.8,43,4.2,0.84,44,43
2026-08-28,823178,home,San Francisco Giants,694918,Blade Tidwell,Traditional starter,3.58,1.16,32.67,27,12,4,12,7.44,3.31,74.7,76.6,45.9,46.4,65,5.2,1.04,66,65
2026-08-28,824638,away,Cincinnati Reds,695076,Rhett Lowder,Traditional starter,5.14,1.46,112,88,43,21,24,7.07,3.46,49.8,49.6,43.6,70,52,5,1,52,51
2026-08-28,824638,home,Chicago Cubs,656849,David Peterson,Traditional starter,5.11,1.52,123.33,109,52,18,27,7.95,3.79,50.2,44.2,45,70,51,5.1,1.02,51,51
2026-08-28,823013,away,Pittsburgh Pirates,683003,Jared Jones,Traditional starter,4.67,1.23,69.33,79,26,16,16,10.25,3.38,57.3,70.3,56.8,59.3,61,4.5,0.9,60,60
2026-08-28,823013,home,St. Louis Cardinals,687273,Quinn Mathews,Traditional starter,5.63,1.63,16,14,8,4,4,7.88,4.5,41.9,34.3,40.5,40.6,40,4.7,0.94,41,31
2026-08-28,824877,away,Colorado Rockies,608372,Tomoyuki Sugano,Traditional starter,5.08,1.34,125.67,75,29,24,24,5.37,2.08,50.7,60.4,45,70,55,5.3,1.06,55,56
2026-08-28,824877,home,Atlanta Braves,656550,Grant Holmes,Traditional starter,3.52,1.32,127.67,103,55,25,26,7.26,3.88,75.7,62.2,41.8,70,65,5,1,65,64
2026-08-28,823985,away,Philadelphia Phillies,691725,Andrew Painter,Traditional starter,6.04,1.48,92.33,79,34,17,19,7.7,3.31,35.4,47.8,46.9,67.3,46,4.8,0.96,46,46
2026-08-28,823985,home,Los Angeles Angels,672282,Reid Detmers,Traditional starter,3.62,1.06,149,172,44,26,26,10.39,2.66,74.1,85.6,61.6,70,74,5.7,1.14,77,74
2026-08-28,823666,away,Chicago White Sox,622491,Luis Castillo,Traditional starter,5.37,1.43,119,105,37,22,25,7.94,2.8,46.1,52.3,51,70,52,5.1,1.02,52,54
2026-08-28,823666,home,Minnesota Twins,665152,Dean Kremer,Traditional starter,5.7,1.22,60,59,19,12,12,8.85,2.85,40.8,71.2,54.3,56,53,5.3,1.06,53,57
2026-08-29,823986,away,Philadelphia Phillies,650911,Cristopher Sánchez,Traditional starter,2.62,1.22,168.33,194,38,27,27,10.37,2.03,90.1,71.2,65.3,70,77,6.2,1.24,83,77
2026-08-29,823986,home,Los Angeles Angels,696270,Ryan Johnson,Traditional starter,5.75,1.43,67.33,50,31,13,16,6.68,4.14,40,52.3,37.9,58.6,45,4.8,0.96,45,45
2026-08-29,823501,away,Boston Red Sox,687941,Alec Gamboa,Opener / bullpen game,1.23,0.95,22,15,6,2,13,6.14,2.45,92,92,45.8,42.7,75,1.3,0.26,57,92
2026-08-29,823501,home,New York Yankees,608331,Max Fried,Traditional starter,2.8,1,90,83,28,16,16,8.3,2.8,87.2,91,52.4,66.5,78,5.8,1.16,82,78
2026-08-29,823539,away,Boston Red Sox,687562,Jake Bennett,Traditional starter,3.27,1.04,93.67,74,18,16,16,7.11,1.73,79.7,87.4,54.1,67.8,75,5.8,1.16,79,72
2026-08-29,823539,home,New York Yankees,607074,Carlos Rodón,Traditional starter,3.2,1.19,59,63,31,12,12,9.61,4.73,80.8,73.9,46.1,55.6,68,4.9,0.98,68,68
2026-08-29,824392,away,Kansas City Royals,663738,Daniel Lynch IV,Opener / bullpen game,3.06,1.05,61.67,46,19,5,51,6.71,2.77,83,86.5,46.2,56.6,73,3,0.6,64,76
2026-08-29,824392,home,Cleveland Guardians,656492,Foster Griffin,Traditional starter,3.21,1.12,154.33,139,39,27,27,8.11,2.27,80.6,80.2,54.8,70,74,5.7,1.14,77,74
2026-08-29,824230,away,Los Angeles Dodgers,605483,Blake Snell,Traditional starter,2.42,1.08,26,36,12,5,5,12.46,4.15,92,83.8,60.9,44.1,77,5.3,1.06,79,76
2026-08-29,824230,home,Detroit Tigers,672456,Keider Montero,Traditional starter,3.24,0.99,139,92,31,22,28,5.96,2.01,80.2,91.9,47.8,70,75,5.7,1.14,79,75
2026-08-29,824637,away,Cincinnati Reds,671096,Andrew Abbott,Traditional starter,4.49,1.44,148.33,115,70,28,28,6.98,4.25,60.2,51.4,38.4,70,55,5.4,1.08,55,58
2026-08-29,824637,home,Chicago Cubs,592332,Kevin Gausman,Traditional starter,4.52,1.27,155.33,156,43,28,28,9.04,2.49,59.7,66.7,57.2,70,62,5.6,1.12,63,64
2026-08-29,823582,away,Houston Astros,656986,Bennett Sousa,Role unknown,6.52,1.91,19.33,21,12,1,23,9.78,5.59,27.7,20,41.6,41.8,31,4.5,0.9,33,33
2026-08-29,823582,home,New York Mets,690997,Nolan McLean,Traditional starter,3.06,1.12,155.67,172,61,27,27,9.94,3.53,83,80.2,54.6,70,75,5.7,1.14,79,73
2026-08-29,822936,away,San Diego Padres,621111,Walker Buehler,Traditional starter,4.66,1.36,131.33,111,49,27,27,7.61,3.36,57.4,58.6,46.3,70,57,4.9,0.98,57,58
2026-08-29,822936,home,Tampa Bay Rays,607259,Nick Martinez,Traditional starter,2.99,1.1,153.67,91,22,26,26,5.33,1.29,84.2,82,49.6,70,75,5.9,1.18,80,75
2026-08-29,822770,away,Seattle Mariners,807739,Kade Anderson,Traditional starter,4.5,1.3,10,8,5,2,2,7.2,4.5,60,64,37.8,38.5,53,5.7,1.14,53,55
2026-08-29,822770,home,Toronto Blue Jays,667755,José Soriano,Traditional starter,3.45,1.28,151.33,149,67,27,27,8.86,3.98,76.8,65.8,47.5,70,67,5.6,1.12,69,67
2026-08-29,823177,away,Arizona Diamondbacks,518876,Merrill Kelly,Traditional starter,5.08,1.48,141.67,95,64,25,25,6.04,4.07,50.7,47.8,35.7,70,50,5.6,1.12,50,47
2026-08-29,823177,home,San Francisco Giants,683363,Matt Wilkinson,Opener / bullpen game,4.63,1.11,11.67,6,2,3,3,4.63,1.54,57.9,81.1,45.3,39.1,58,2.8,0.56,54,73
2026-08-29,824961,away,Baltimore Orioles,669358,Shane Baz,Traditional starter,4.04,1.35,151.33,135,52,26,26,8.03,3.09,67.4,59.5,49.6,70,62,5.8,1.16,64,62
2026-08-29,824961,home,Athletics,678022,Jack Perkins,Traditional starter,6.68,1.48,90.33,104,38,11,31,10.36,3.79,25.1,47.8,54.7,66.6,43,4.6,0.92,44,43
2026-08-29,824874,away,Colorado Rockies,688642,Zach Agnos,Limited starter,5.49,1.42,78.67,52,27,3,35,5.95,3.09,44.2,53.2,41.3,62.5,49,4,0.8,49,47
2026-08-29,824874,home,Atlanta Braves,527048,Martín Pérez,Traditional starter,3.05,1.21,121,91,50,22,26,6.77,3.72,83.2,72.1,40.8,70,70,5,1,70,69
2026-08-29,823011,away,Pittsburgh Pirates,669199,Lake Bachar,Opener / bullpen game,3.7,1.09,75.33,77,30,7,46,9.2,3.58,72.8,82.9,51.3,61.4,69,2.3,0.46,59,77
2026-08-29,823011,home,St. Louis Cardinals,681517,Kyle Leahy,Traditional starter,3.13,1.31,129.33,118,38,26,26,8.21,2.64,81.9,63.1,53,70,70,5.1,1.02,70,70
2026-08-29,822690,away,Miami Marlins,645261,Sandy Alcantara,Traditional starter,3.46,1.19,189.67,140,50,29,29,6.64,2.37,76.6,73.9,48.3,70,69,6.6,1.32,75,70
2026-08-29,822690,home,Washington Nationals,676917,Cade Cavalli,Traditional starter,3.12,1.2,152.67,177,46,29,29,10.43,2.71,82.1,73,61.5,70,74,5.3,1.06,75,73
2026-08-29,823741,away,Texas Rangers,615698,Cal Quantrill,Traditional starter,3.01,1.1,89.67,68,22,11,28,6.83,2.21,83.8,82,50.1,66.4,74,5,1,74,73
2026-08-29,823741,home,Milwaukee Brewers,675660,Shane Drohan,Traditional starter,3.75,1.3,110.33,110,37,16,27,8.97,3.02,72,64,53.8,70,66,5.2,1.04,67,66
2026-08-29,823665,away,Chicago White Sox,607200,Erick Fedde,Traditional starter,4.16,1.37,123.33,88,45,13,29,6.42,3.28,65.4,57.7,42,70,59,4.8,0.96,59,59
2026-08-29,823665,home,Minnesota Twins,641927,Bailey Ober,Traditional starter,4.37,1.24,113.33,79,31,21,21,6.27,2.46,62.1,69.4,46.3,70,62,5.4,1.08,63,61
2026-08-29,823176,away,Arizona Diamondbacks,683352,Mitch Bratt,Limited starter,4.54,1.56,39.67,28,25,9,9,6.35,5.67,59.4,40.6,27.4,48.9,47,4.4,0.88,47,47
2026-08-29,823176,home,San Francisco Giants,805074,Yunior Marte,Role unknown,,,,,,,,,,,,,,,4.5,,,50
2026-08-30,823987,away,Philadelphia Phillies,554430,Zack Wheeler,Traditional starter,3.43,1.1,126,150,39,23,23,10.71,2.79,77.1,82,62.1,70,74,5.7,1.14,77,75
2026-08-30,823987,home,Los Angeles Angels,579328,Yusei Kikuchi,Traditional starter,5.92,1.53,38,40,16,9,9,9.47,3.79,37.3,43.3,51.2,48.3,43,4.5,0.9,44,40
2026-08-30,823502,away,Boston Red Sox,624133,Ranger Suarez,Traditional starter,3.64,1.24,123.67,119,39,24,24,8.66,2.84,73.8,69.4,53.6,70,68,5.1,1.02,68,71
2026-08-30,823502,home,New York Yankees,701542,Will Warren,Traditional starter,4.23,1.4,134,133,46,26,27,8.93,3.09,64.3,55,53.2,70,61,5.1,1.02,61,59
2026-08-30,823662,away,Chicago White Sox,663855,Jordan Hicks,Opener / bullpen game,4.43,1.57,40.67,50,27,2,44,11.07,5.98,61.1,39.7,44.4,49.2,51,1,0.2,50,84
2026-08-30,823662,home,Minnesota Twins,805673,Zebby Matthews,Traditional starter,4.58,1.26,112,93,32,19,19,7.47,2.57,58.7,67.6,50.5,70,61,5.8,1.16,63,58
2026-08-30,824232,away,Los Angeles Dodgers,607192,Tyler Glasnow,Traditional starter,2.79,0.81,51.67,62,14,9,9,10.8,2.44,87.4,92,64.6,53.1,79,5.6,1.12,82,77
2026-08-30,824232,home,Detroit Tigers,664285,Framber Valdez,Traditional starter,4.36,1.4,150.67,116,57,27,27,6.93,3.4,62.2,55,43.3,70,58,5.6,1.12,59,58
2026-08-30,823580,away,Houston Astros,814490,Ethan Pecko,Limited starter,6.75,1.58,12,9,8,3,3,6.75,6,24,38.8,27,39.2,31,4,0.8,35,23
2026-08-30,823580,home,New York Mets,804267,Zac Thornton,Traditional starter,2.93,1.16,61.33,45,14,11,11,6.6,2.05,85.1,76.6,50.1,56.5,72,5.6,1.12,75,72
2026-08-30,822933,away,San Diego Padres,592662,Robbie Ray,Traditional starter,3.14,1.3,149,126,73,26,27,7.61,4.41,81.8,64,40,70,67,5.5,1.1,69,67
2026-08-30,822933,home,Tampa Bay Rays,656876,Drew Rasmussen,Traditional starter,2.95,0.93,146.33,149,27,26,26,9.16,1.66,84.8,92,62.7,70,80,5.6,1.12,84,80
2026-08-30,823740,away,Texas Rangers,677958,Kumar Rocker,Traditional starter,4.44,1.43,129.67,124,55,24,26,8.61,3.82,61,52.3,47.5,70,57,5,1,57,58
2026-08-30,823740,home,Milwaukee Brewers,669160,Dustin May,Traditional starter,4.69,1.32,128.67,122,45,26,26,8.53,3.15,57,62.2,51.2,70,59,5,1,59,61
2026-08-30,822766,away,Seattle Mariners,669302,Logan Gilbert,Traditional starter,3.42,1.04,160.33,166,40,27,27,9.32,2.25,77.3,87.4,59.8,70,75,6,1.2,80,76
2026-08-30,822766,home,Toronto Blue Jays,453286,Max Scherzer,Limited starter,6.16,1.39,57,46,26,13,13,7.26,4.11,33.4,55.9,40.4,55,44,4.2,0.84,45,33
2026-08-30,824393,away,Kansas City Royals,607625,Seth Lugo,Traditional starter,5.03,1.42,154,118,49,28,28,6.9,2.86,51.5,53.2,46.4,70,54,5.6,1.12,54,57
2026-08-30,824393,home,Cleveland Guardians,800048,Parker Messick,Traditional starter,2.46,1.02,161,161,43,27,27,9,2.4,92,89.2,57.6,70,81,6,1.2,87,81
2026-08-30,822688,away,Miami Marlins,676083,Janson Junk,Traditional starter,4.11,1.3,103,70,28,20,21,6.12,2.45,66.2,64,45.8,70,62,5.1,1.02,62,62
2026-08-30,822688,home,Washington Nationals,674841,Andrew Alvarez,Traditional starter,3.47,1.31,90.67,86,41,13,21,8.54,4.07,76.5,63.1,45.7,66.7,66,4.8,0.96,65,63
2026-08-30,823010,away,Pittsburgh Pirates,677952,Braxton Ashcraft,Traditional starter,3.59,1.08,160.33,164,35,27,27,9.21,1.96,74.6,83.8,61,70,73,6,1.2,78,74
