date,gamePk,side,team,pitcher_id,pitcher_name,role_label,era,whip,ip,so,bb,gs,gp,k9,bb9,era_score,whip_score,kbb_score,sample_score,raw_score,expected_innings,role_share_over5,pitcher_score_role_over5,pitcher_score_published
8/19/2026,823342,home,Pittsburgh Pirates,694973,Paul Skenes,Traditional starter,3.95,1.14,139,171,41,26,26,11.07,2.65,68.8,78.4,64.4,70,70,5.3,1.06,71,70
8/19/2026,823748,away,Seattle Mariners,669302,Logan Gilbert,Traditional starter,3.28,0.99,145.33,152,33,24,24,9.41,2.04,79.5,91.9,61.4,70,78,6.1,1.22,84,78
8/19/2026,823748,home,Milwaukee Brewers,669160,Dustin May,Traditional starter,4.26,1.27,122.67,117,41,24,24,8.58,3.01,63.8,66.7,52.3,70,63,5.3,1.06,64,65
8/19/2026,824722,away,Arizona Diamondbacks,694297,Brandon Pfaadt,Traditional starter,3.39,1.14,98.33,69,24,13,23,6.32,2.2,77.8,78.4,48.1,69.4,71,5.8,1.16,74,73
8/19/2026,824722,home,Boston Red Sox,801139,Payton Tolle,Traditional starter,3.08,1.08,120,134,33,21,21,10.05,2.48,82.7,83.8,61.4,70,77,5.7,1.14,81,77
8/19/2026,823664,away,Atlanta Braves,700363,AJ Smith-Shawver,Limited starter,6.23,1.62,8.67,7,5,2,2,7.27,5.19,32.3,35.2,33.9,38,34,4.3,0.86,36,67
8/19/2026,823664,home,Minnesota Twins,671737,Taj Bradley,Traditional starter,3.9,1.28,140.67,158,62,25,25,10.11,3.97,69.6,65.8,52.6,70,65,5.6,1.12,67,65
8/20/2026,822934,away,Toronto Blue Jays,669456,Shane Bieber,Traditional starter,4.53,1.44,55.67,44,24,11,11,7.11,3.88,59.5,51.4,41.2,54.5,53,4.9,0.98,53,46
8/20/2026,822934,home,Tampa Bay Rays,693855,Ian Seymour,Traditional starter,4.17,1.14,101.33,123,32,11,40,10.92,2.84,65.3,78.4,62.6,70,69,4.7,0.94,68,69
8/20/2026,824395,away,San Francisco Giants,694738,Landen Roupp,Traditional starter,4.34,1.31,134.67,130,64,25,25,8.69,4.28,62.6,63.1,45.1,70,60,5.4,1.08,61,61
8/20/2026,824395,home,Cleveland Guardians,668909,Gavin Williams,Traditional starter,3.72,1.09,154.67,201,48,26,26,11.7,2.79,72.5,82.9,66,70,73,6,1.2,78,73
8/20/2026,824474,away,St. Louis Cardinals,700241,Michael McGreevy,Traditional starter,3.54,1.21,137.33,95,36,25,25,6.23,2.36,75.4,72.1,46.7,70,68,5.5,1.1,70,68
8/20/2026,824474,home,Cincinnati Reds,663903,Brady Singer,Traditional starter,4.72,1.42,131.67,107,43,25,25,7.31,2.94,56.5,53.2,47.6,70,56,5,1,56,56
8/20/2026,824153,away,Los Angeles Angels,680570,Grayson Rodriguez,Traditional starter,7.17,1.59,59,55,28,13,13,8.39,4.27,20,37.9,43.9,55.6,35,4.5,0.9,37,35
8/20/2026,824153,home,Houston Astros,663567,Peter Lambert,Traditional starter,3.11,1.15,118.67,117,46,21,21,8.87,3.49,82.2,77.5,50.6,70,73,5.7,1.14,76,73
8/20/2026,824074,away,Athletics,695611,Gage Jump,Traditional starter,4.83,1.51,82,88,40,16,16,9.66,4.39,54.7,45.1,48.3,63.7,52,5.2,1.04,52,56
8/20/2026,824074,home,Kansas City Royals,677976,Randy Dobnak,Traditional starter,1.58,1.4,45.67,29,20,7,9,5.72,3.94,92,55,35.2,51,65,5.3,1.06,66,68
8/20/2026,824802,away,New York Yankees,543037,Gerrit Cole,Traditional starter,3.15,1.08,88.67,95,20,16,16,9.64,2.03,81.6,83.8,62.4,66,76,5.8,1.16,80,75
8/20/2026,824802,home,Baltimore Orioles,680694,Kyle Bradish,Traditional starter,3.65,1.38,135.67,126,59,25,25,8.36,3.91,73.6,56.8,46,70,63,5.5,1.1,64,64
8/20/2026,822861,away,Washington Nationals,674841,Andrew Alvarez,Traditional starter,3.72,1.33,75,69,33,10,18,8.28,3.96,72.5,61.3,45.4,61.3,63,4.8,0.96,62,63
8/20/2026,822861,home,Texas Rangers,594798,Jacob deGrom,Traditional starter,3.95,1.17,120.67,147,31,23,23,10.96,2.31,68.8,75.7,66,70,70,5.2,1.04,71,70
8/20/2026,823747,away,Seattle Mariners,669923,George Kirby,Traditional starter,4.18,1.36,140,117,33,24,24,7.52,2.12,65.1,58.6,53.4,70,62,5.9,1.18,64,65
8/20/2026,823747,home,Milwaukee Brewers,688107,Robert Gasser,Traditional starter,4.79,1.29,77,72,23,15,15,8.42,2.69,55.4,64.9,53.5,62,58,5.2,1.04,58,61
8/20/2026,824589,away,Atlanta Braves,656550,Grant Holmes,Traditional starter,3.64,1.32,123.67,100,54,24,25,7.28,3.93,73.8,62.2,41.5,70,64,4.9,0.98,64,62
8/20/2026,824589,home,Chicago White Sox,641743,Anthony Kay,Traditional starter,3.96,1.33,127.33,104,45,24,26,7.35,3.18,68.6,61.3,46.3,70,63,5,1,63,62
8/21/2026,825045,away,Cincinnati Reds,666157,Nick Lodolo,Traditional starter,4.52,1.42,71.67,57,29,14,14,7.16,3.64,59.7,53.2,42.8,60.1,55,5.1,1.02,55,55
8/21/2026,825045,home,Arizona Diamondbacks,593958,Eduardo Rodriguez,Traditional starter,2.71,1.21,149.33,106,47,25,25,6.39,2.83,88.6,72.1,44.6,70,73,6,1.2,78,73
8/21/2026,824072,away,Detroit Tigers,675512,Troy Melton,Traditional starter,1.49,0.96,84.33,73,25,14,14,7.79,2.67,92,92,51.2,64.5,80,6,1.2,86,80
8/21/2026,824072,home,Kansas City Royals,702070,Noah Cameron,Traditional starter,4.16,1.22,138.33,126,43,23,24,8.2,2.8,65.4,71.2,52,70,65,5.7,1.14,67,65
8/21/2026,823911,away,Pittsburgh Pirates,696149,Bubba Chandler,Traditional starter,4.23,1.37,121.33,108,64,23,24,8.01,4.75,64.3,57.7,39.6,70,59,5,1,59,59
8/21/2026,823911,home,Los Angeles Dodgers,808967,Yoshinobu Yamamoto,Traditional starter,2.6,0.89,145.33,136,34,22,22,8.42,2.11,90.4,92,57.1,70,81,6.6,1.32,91,81
8/21/2026,823420,away,St. Louis Cardinals,690928,Hunter Dobbins,Traditional starter,3.67,1.35,54,52,24,8,11,8.67,4,73.3,59.5,46.7,53.9,62,4.9,0.98,62,61
8/21/2026,823420,home,Philadelphia Phillies,666200,Jesús Luzardo,Traditional starter,3.27,1.15,154.33,192,47,26,26,11.2,2.74,79.7,77.5,64.3,70,75,5.9,1.18,80,74
8/21/2026,824152,away,Athletics,669372,J.T. Ginn,Traditional starter,3.53,1.22,127.33,114,53,22,25,8.06,3.75,75.5,71.2,45.8,70,68,5.5,1.1,70,68
8/21/2026,824152,home,Houston Astros,669713,Hayden Wesneski,Traditional starter,5.16,1.32,22.67,18,7,4,4,7.15,2.78,49.4,62.2,47.9,42.9,51,5.7,1.14,51,51
8/21/2026,823830,away,Washington Nationals,695418,Brad Lord,Opener / bullpen game,3.92,1.23,64.33,57,26,4,31,7.97,3.64,69.3,70.3,46.1,57.5,63,1.7,0.34,54,74
8/21/2026,823830,home,Miami Marlins,687473,Ryan Gusto,Limited starter,4.47,1.33,56.33,51,15,12,17,8.15,2.4,60.5,61.3,54.2,54.7,59,3.8,0.76,57,57
8/21/2026,823262,away,Minnesota Twins,687570,Connor Prielipp,Traditional starter,5.34,1.38,87.67,94,36,17,17,9.65,3.7,46.6,56.8,52.4,65.7,53,5.2,1.04,53,53
8/21/2026,823262,home,San Diego Padres,681190,Randy Vásquez,Traditional starter,4.3,1.38,111,71,32,19,24,5.76,2.59,63.2,56.8,43.5,70,59,5,1,59,59
8/21/2026,822857,away,Los Angeles Angels,672282,Reid Detmers,Traditional starter,3.78,1.06,143,167,43,25,25,10.51,2.71,71.5,85.6,61.8,70,73,5.7,1.14,76,73
8/21/2026,822857,home,Texas Rangers,669022,MacKenzie Gore,Traditional starter,4.45,1.26,139.67,154,51,26,26,9.92,3.29,60.8,67.6,56,70,63,5.4,1.08,64,63
8/21/2026,824721,away,San Francisco Giants,657277,Logan Webb,Traditional starter,3.45,1.07,141,111,33,23,23,7.09,2.11,76.8,84.7,51.7,70,73,6.1,1.22,78,73
8/21/2026,824721,home,Boston Red Sox,543243,Sonny Gray,Traditional starter,2.6,1.15,135,120,34,24,24,8,2.27,90.4,77.5,54.4,70,77,5.6,1.12,80,77
8/21/2026,824800,away,Tampa Bay Rays,642547,Freddy Peralta,Traditional starter,5.33,1.49,130,125,54,26,26,8.65,3.74,46.7,46.9,48.2,70,51,5,1,51,51
8/21/2026,824800,home,Baltimore Orioles,669432,Trevor Rogers,Traditional starter,4.3,1.25,127.67,110,35,24,24,7.75,2.47,63.2,68.5,52.2,70,63,5.3,1.06,64,64
8/21/2026,824317,away,Cleveland Guardians,676282,Joey Cantillo,Traditional starter,3.8,1.44,125.67,139,59,26,26,9.95,4.23,71.2,51.4,50.5,70,62,4.8,0.96,62,62
8/21/2026,824317,home,Colorado Rockies,685299,Tanner Gordon,Traditional starter,5.55,1.44,71.33,62,13,5,17,7.82,1.64,43.2,51.4,57.4,60,51,4.6,0.92,51,51
8/21/2026,823746,away,Atlanta Braves,519242,Chris Sale,Traditional starter,2.2,1.03,135,166,28,23,23,11.07,1.87,92,88.3,69.1,70,83,5.9,1.18,89,83
8/21/2026,823746,home,Milwaukee Brewers,694819,Jacob Misiorowski,Traditional starter,1.68,0.76,145,216,33,24,24,13.41,2.05,92,92,77.3,70,86,6,1.2,92,86
8/21/2026,824559,away,New York Mets,640455,Sean Manaea,Traditional starter,4.22,1.32,111,113,37,12,26,9.16,3,64.5,62.2,54.6,70,63,5.7,1.14,65,63
8/21/2026,824559,home,Chicago White Sox,680732,Sean Burke,Traditional starter,3.15,1.11,140,154,42,21,25,9.9,2.7,81.6,81.1,59.4,70,75,5.5,1.1,78,75
8/21/2026,823101,away,Chicago Cubs,571510,Matthew Boyd,Traditional starter,4.02,1.24,85,68,26,15,15,7.2,2.75,67.7,69.4,48.3,64.8,64,5.7,1.14,66,64
8/21/2026,823101,home,Seattle Mariners,676106,Emerson Hancock,Traditional starter,3.3,1.11,128,119,32,23,23,8.37,2.25,79.2,81.1,56,70,74,5.6,1.12,77,74
8/21/2026,823510,away,Toronto Blue Jays,689254,Mason Fluharty,Opener / bullpen game,3.66,1.26,51.67,56,22,4,68,9.75,3.83,73.4,67.6,52,53.1,65,1.1,0.22,53,82
8/21/2026,823510,home,New York Yankees,693645,Cam Schlittler,Traditional starter,2.16,0.95,154,189,36,27,27,11.05,2.1,92,92,67.6,70,84,5.7,1.14,89,84
8/22/2026,825044,away,Cincinnati Reds,695076,Rhett Lowder,Traditional starter,5.17,1.49,101,82,42,19,22,7.31,3.74,49.3,46.9,42.8,70,50,4.9,0.98,50,50
8/22/2026,825044,home,Arizona Diamondbacks,647336,Michael Soroka,Traditional starter,2.93,1.11,92,88,21,17,17,8.61,2.05,85.1,81.1,58.1,67.2,76,5.4,1.08,78,76
8/22/2026,823261,away,Minnesota Twins,665152,Dean Kremer,Traditional starter,5.4,1.18,53.33,53,16,10,10,8.94,2.7,45.6,74.8,55.6,53.7,56,5.3,1.06,56,56
8/22/2026,823261,home,San Diego Padres,663554,Casey Mize,Traditional starter,3.18,1.07,102,95,25,19,19,8.38,2.21,81.1,84.7,56.3,70,75,5.4,1.08,77,75
8/22/2026,823831,away,Washington Nationals,663623,Jake Irvin,Traditional starter,5.97,1.38,75.33,75,33,16,16,8.96,3.94,36.5,56.8,48.2,61.4,48,4.7,0.94,48,48
8/22/2026,823831,home,Miami Marlins,691587,Eury Pérez,Traditional starter,3.17,1.11,127.67,137,52,23,23,9.66,3.67,81.3,81.1,52.6,70,74,5.5,1.1,76,74
8/22/2026,823910,away,Pittsburgh Pirates,683003,Jared Jones,Traditional starter,4.78,1.2,64,72,21,14,14,10.13,2.95,55.5,73,58.8,57.4,61,4.6,0.92,60,61
8/22/2026,823910,home,Los Angeles Dodgers,669373,Tarik Skubal,Traditional starter,2.85,0.96,113.67,135,20,19,19,10.69,1.58,86.4,92,69.3,70,82,6,1.2,88,82
8/22/2026,823509,away,Toronto Blue Jays,656302,Dylan Cease,Traditional starter,2.37,1.06,144.33,209,64,24,24,13.03,3.99,92,85.6,64.2,70,82,5.9,1.18,88,82
8/22/2026,823509,home,New York Yankees,677960,Ryan Weathers,Traditional starter,3.6,1.22,137.33,143,38,25,25,9.37,2.49,74.4,71.2,58.5,70,70,5.5,1.1,72,70
8/22/2026,823743,away,Atlanta Braves,527048,Martín Pérez,Traditional starter,3.12,1.21,115.33,85,48,21,25,6.63,3.75,82.1,72.1,40.1,70,69,5,1,69,70
8/22/2026,823743,home,Milwaukee Brewers,701656,Logan Henderson,Traditional starter,2.6,0.89,69.33,79,14,13,13,10.25,1.82,90.4,92,66.1,59.3,81,5.1,1.02,82,80
8/22/2026,824316,away,Cleveland Guardians,676440,Tanner Bibee,Traditional starter,4.01,1.15,150.33,117,43,26,26,7,2.57,67.8,77.5,48.6,70,67,5.8,1.16,70,67
8/22/2026,824316,home,Colorado Rockies,687312,Gabriel Hughes,Traditional starter,6.69,1.38,37.67,33,13,7,8,7.88,3.11,25,56.8,48.9,48.2,41,5,1,41,41
8/22/2026,824560,away,New York Mets,681035,Christian Scott,Traditional starter,3.51,1.29,84.67,105,35,18,18,11.16,3.72,75.8,64.9,58.3,64.6,68,4.7,0.94,67,68
8/22/2026,824560,home,Chicago White Sox,622491,Luis Castillo,Traditional starter,4.99,1.37,115.33,102,36,20,23,7.96,2.81,52.2,57.7,51,70,56,5.2,1.04,56,56
8/22/2026,822858,away,Los Angeles Angels,696270,Ryan Johnson,Traditional starter,6.41,1.54,60.33,47,29,12,15,7.01,4.33,29.4,42.4,38.1,56.1,38,4.6,0.92,39,38
8/22/2026,822858,home,Texas Rangers,674003,Cody Bradford,Traditional starter,2.93,1.43,15.33,10,4,3,3,5.87,2.35,85.1,52.3,45.4,40.4,62,5.1,1.02,62,62
8/22/2026,824151,away,Athletics,682052,Jacob Lopez,Traditional starter,5.22,1.53,88,81,46,17,20,8.28,4.7,48.5,43.3,40.9,65.8,48,4.7,0.94,48,48
8/22/2026,824151,home,Houston Astros,686613,Hunter Brown,Traditional starter,3.67,1.3,68.67,72,40,13,13,9.44,5.24,73.3,64,42.3,59,63,5.3,1.06,64,63
8/22/2026,824798,away,Tampa Bay Rays,663556,Shane McClanahan,Traditional starter,3.25,1.12,102.33,94,35,21,21,8.27,3.08,80,80.2,50.6,70,73,4.9,0.98,73,73
8/22/2026,824798,home,Baltimore Orioles,687064,Brandon Young,Traditional starter,3.52,1.35,117.67,96,42,21,21,7.34,3.21,75.7,59.5,46.1,70,65,5.6,1.12,67,65
8/22/2026,823422,away,St. Louis Cardinals,687273,Quinn Mathews,Traditional starter,3,1.56,9,10,6,2,2,10,6,84,40.6,40,38.1,57,4.5,0.9,56,57
8/22/2026,823422,home,Philadelphia Phillies,691725,Andrew Painter,Traditional starter,6.43,1.55,85.33,71,34,16,18,7.49,3.59,29.1,41.5,44.4,64.9,41,4.7,0.94,42,41
8/22/2026,824073,away,Detroit Tigers,623454,Drew Anderson,Limited starter,4.01,1.3,76.33,87,29,5,43,10.26,3.42,67.8,64,56.5,61.7,64,4,0.8,61,64
8/22/2026,824073,home,Kansas City Royals,608379,Michael Wacha,Traditional starter,3.58,1.15,155.67,120,41,25,25,6.94,2.37,74.7,77.5,49.5,70,70,6.2,1.24,75,70
8/22/2026,824718,away,San Francisco Giants,694918,Blade Tidwell,Traditional starter,4.33,1.22,27,20,10,3,11,6.67,3.33,62.7,71.2,42.7,44.5,58,5,1,58,58
8/22/2026,824718,home,Boston Red Sox,663776,Patrick Sandoval,Traditional starter,4.76,1.85,34,35,16,7,7,9.26,4.24,55.8,20,47.6,46.9,44,4.9,0.98,44,44
8/22/2026,823100,away,Chicago Cubs,656849,David Peterson,Traditional starter,5.29,1.53,112.33,95,47,16,25,7.61,3.77,47.4,43.3,43.9,70,49,5,1,49,49
8/22/2026,823100,home,Seattle Mariners,807739,Kade Anderson,Role unknown,,,,,,,,,,,,,,,4.5,,,50
8/23/2026,824720,away,San Francisco Giants,683363,Matt Wilkinson,Opener / bullpen game,6.35,1.41,5.67,2,0,2,2,3.18,0,30.4,54.1,48.7,37,41,2.8,0.56,45,63
8/23/2026,824720,home,Boston Red Sox,687562,Jake Bennett,Traditional starter,3.49,1.07,87.67,67,18,15,15,6.88,1.85,76.2,84.7,52.4,65.7,72,5.8,1.16,76,72
8/23/2026,823421,away,St. Louis Cardinals,681517,Kyle Leahy,Traditional starter,3.13,1.3,126.33,115,37,25,25,8.19,2.64,81.9,64,53,70,70,5.1,1.02,70,70
8/23/2026,823421,home,Philadelphia Phillies,650911,Cristopher Sánchez,Traditional starter,2.62,1.22,168.33,194,38,27,27,10.37,2.03,90.1,71.2,65.3,70,77,6.2,1.24,83,78
8/23/2026,824315,away,Cleveland Guardians,656492,Foster Griffin,Traditional starter,3.19,1.13,149.33,135,38,26,26,8.14,2.29,81,79.3,54.8,70,74,5.7,1.14,77,74
8/23/2026,824315,home,Colorado Rockies,608372,Tomoyuki Sugano,Traditional starter,4.96,1.32,121.67,71,28,23,23,5.25,2.07,52.6,62.2,44.6,70,56,5.3,1.06,56,56
8/23/2026,823745,away,Atlanta Braves,641816,Tyler Mahle,Traditional starter,4.46,1.31,115,110,41,22,22,8.61,3.21,60.6,63.1,51.2,70,61,5.4,1.08,62,60
8/23/2026,823745,home,Milwaukee Brewers,675660,Shane Drohan,Traditional starter,3.87,1.27,102.33,101,35,15,26,8.88,3.08,70.1,66.7,53.1,70,66,5.3,1.06,67,66
8/23/2026,823099,away,Chicago Cubs,684007,Shota Imanaga,Traditional starter,3.78,1.12,145.33,144,34,26,26,8.92,2.11,71.5,80.2,59,70,71,5.6,1.12,74,71
8/23/2026,823099,home,Seattle Mariners,682243,Bryce Miller,Traditional starter,4.12,1.09,94,92,25,16,17,8.81,2.39,66.1,82.9,56.9,67.9,69,5.5,1.1,71,70
8/23/2026,824799,away,Tampa Bay Rays,607259,Nick Martinez,Traditional starter,2.93,1.1,147.67,87,22,25,25,5.3,1.34,85.1,82,49.2,70,75,5.8,1.16,79,74
8/23/2026,824799,home,Baltimore Orioles,669358,Shane Baz,Traditional starter,4.04,1.35,151.33,135,52,26,26,8.03,3.09,67.4,59.5,49.6,70,62,5.8,1.16,64,64
8/23/2026,824150,away,Athletics,669620,Brady Basso,Opener / bullpen game,4.88,1.46,24,19,3,3,17,7.13,1.13,53.9,49.6,57.8,43.4,52,1.9,0.38,51,42
8/23/2026,824150,home,Houston Astros,664299,Cristian Javier,Limited starter,6.47,1.66,40.33,38,19,8,12,8.48,4.24,28.5,31.6,44.5,49.1,36,3.7,0.74,40,61
8/23/2026,823909,away,Pittsburgh Pirates,669199,Lake Bachar,Opener / bullpen game,3.77,1.13,71.67,74,30,6,44,9.29,3.77,71.7,79.3,50.6,60.1,68,2.3,0.46,58,71
8/23/2026,823909,home,Los Angeles Dodgers,605483,Blake Snell,Traditional starter,2.57,1.05,21,26,9,4,4,11.14,3.86,90.9,86.5,57.4,42.4,76,4.9,0.98,75,73
8/23/2026,823827,away,Washington Nationals,800600,Jackson Kent,Limited starter,8.03,2.11,12.33,14,11,3,3,10.22,8.03,20,20,28.7,39.3,25,3.9,0.78,31,68
8/23/2026,823827,home,Miami Marlins,676083,Janson Junk,Traditional starter,4.25,1.32,97.33,68,26,19,19,6.29,2.4,64,62.2,46.7,69.1,61,5.1,1.02,61,61
8/23/2026,824071,away,Detroit Tigers,621097,Jacob Waguespack,Opener / bullpen game,2.48,0.86,29,17,10,1,22,5.28,3.1,92,92,38.5,45.1,74,1.3,0.26,56,75
8/23/2026,824071,home,Kansas City Royals,663738,Daniel Lynch IV,Opener / bullpen game,2.93,1.03,58.33,43,17,4,50,6.63,2.62,85.1,88.3,46.8,55.4,74,2.5,0.5,62,70
8/23/2026,822856,away,Los Angeles Angels,579328,Yusei Kikuchi,Limited starter,6.25,1.58,36,37,15,8,8,9.25,3.75,32,38.8,50.5,47.6,40,4,0.8,42,71
8/23/2026,822856,home,Texas Rangers,615698,Cal Quantrill,Traditional starter,2.9,1.14,83.67,60,22,10,27,6.45,2.37,85.6,78.4,47.6,64.3,73,4.5,0.9,71,71
8/23/2026,825043,away,Cincinnati Reds,671096,Andrew Abbott,Traditional starter,4.15,1.4,145.33,114,68,27,27,7.06,4.21,65.6,55,39,70,58,5.3,1.06,58,60
8/23/2026,825043,home,Arizona Diamondbacks,683352,Mitch Bratt,Limited starter,4.54,1.56,39.67,28,25,9,9,6.35,5.67,59.4,40.6,27.4,48.9,47,4.4,0.88,47,47
8/23/2026,824558,away,New York Mets,690997,Nolan McLean,Traditional starter,3.21,1.14,148.67,168,58,26,26,10.17,3.51,80.6,78.4,55.6,70,73,5.6,1.12,76,73
8/23/2026,824558,home,Chicago White Sox,656794,Sean Newcomb,Opener / bullpen game,2.38,1.1,72,67,27,4,48,8.38,3.38,92,82,49.3,60.2,76,2.1,0.42,61,76
8/23/2026,823507,away,Toronto Blue Jays,667755,José Soriano,Traditional starter,3.43,1.29,144.33,143,65,26,26,8.92,4.05,77.1,64.9,47.3,70,67,5.5,1.1,69,68
8/23/2026,823507,home,New York Yankees,607074,Carlos Rodón,Traditional starter,3.15,1.21,54.33,58,30,11,11,9.61,4.97,81.6,72.1,44.6,54,68,4.9,0.98,68,68
8/23/2026,823258,away,Minnesota Twins,641927,Bailey Ober,Traditional starter,4.49,1.26,108.33,74,29,20,20,6.15,2.41,60.2,67.6,46.1,70,61,5.4,1.08,62,61
8/23/2026,823258,home,San Diego Padres,621111,Walker Buehler,Traditional starter,4.63,1.35,126.33,108,49,26,26,7.69,3.49,57.9,59.5,45.8,70,58,4.8,0.96,58,57
8/24/2026,823992,away,Cleveland Guardians,800048,Parker Messick,Traditional starter,2.54,1.03,149,152,40,25,25,9.18,2.42,91.4,88.3,58.2,70,81,6,1.2,87,81
8/24/2026,823992,home,Los Angeles Angels,691946,George Klassen,Limited starter,3.74,1.62,21.67,21,18,5,5,8.72,7.48,72.2,35.2,26,42.6,49,4.3,0.86,49,49
8/24/2026,824235,away,Tampa Bay Rays,656876,Drew Rasmussen,Traditional starter,2.95,0.93,140.33,143,25,25,25,9.17,1.6,84.8,92,63.1,70,80,5.6,1.12,84,80
8/24/2026,824235,home,Detroit Tigers,664285,Framber Valdez,Traditional starter,4.35,1.41,144.67,111,56,26,26,6.91,3.48,62.4,54.1,42.7,70,58,5.6,1.12,59,58
8/24/2026,823097,away,Philadelphia Phillies,554430,Zack Wheeler,Traditional starter,2.92,1.01,120.33,144,33,21,21,10.77,2.47,85.3,90.1,64.3,70,80,5.7,1.14,84,80
8/24/2026,823097,home,Seattle Mariners,669302,Logan Gilbert,Traditional starter,3.35,1.01,150.33,157,37,25,25,9.4,2.22,78.4,90.1,60.3,70,76,6,1.2,81,76
8/24/2026,822695,away,Colorado Rockies,663372,Ryan Feltner,Traditional starter,6.08,1.55,97.67,70,43,20,20,6.45,3.96,34.7,41.5,38,69.2,42,4.9,0.98,42,42
8/24/2026,822695,home,Washington Nationals,676917,Cade Cavalli,Traditional starter,3.21,1.21,148.67,169,43,28,28,10.23,2.6,80.6,72.1,61.3,70,73,5.3,1.06,74,73
8/24/2026,823183,away,Cincinnati Reds,695505,Chase Burns,Traditional starter,2.51,1.11,136,159,48,24,24,10.52,3.18,91.8,81.1,59,70,79,5.7,1.14,83,79
8/24/2026,823183,home,San Francisco Giants,687931,Carson Whisenhunt,Traditional starter,7.03,1.84,32,23,20,7,7,6.47,5.63,20,20,28.1,46.2,26,4.6,0.92,28,26
8/24/2026,825041,away,Chicago Cubs,592332,Kevin Gausman,Traditional starter,4.58,1.3,143.33,143,40,26,26,8.98,2.51,58.7,64,56.8,70,61,5.5,1.1,62,61
8/24/2026,825041,home,Arizona Diamondbacks,518876,Merrill Kelly,Traditional starter,5.37,1.52,129,84,57,23,23,5.86,3.98,46.1,44.2,35.6,70,47,5.6,1.12,47,47
8/24/2026,824964,away,Minnesota Twins,805673,Zebby Matthews,Traditional starter,5.12,1.33,96.67,81,31,17,17,7.54,2.89,50.1,61.3,48.8,68.8,55,5.7,1.14,56,55
8/24/2026,824964,home,Athletics,605488,Jeffrey Springs,Traditional starter,6.02,1.48,113.67,89,47,23,23,7.05,3.72,35.7,47.8,41.9,70,45,4.9,0.98,45,45
8/24/2026,823828,away,Boston Red Sox,624133,Ranger Suarez,Traditional starter,3.35,1.2,118.33,117,37,23,23,8.9,2.81,78.4,73,54.7,70,71,5.1,1.02,71,71
8/24/2026,823828,home,Miami Marlins,645261,Sandy Alcantara,Traditional starter,3.38,1.18,183.67,137,49,28,28,6.71,2.4,77.9,74.8,48.4,70,70,6.6,1.32,76,70
8/24/2026,824557,away,Texas Rangers,677958,Kumar Rocker,Traditional starter,4.5,1.42,124,114,50,23,25,8.27,3.63,60,53.2,47.3,70,57,4.8,0.96,57,57
8/24/2026,824557,home,Chicago White Sox,664353,José Urquidy,Opener / bullpen game,6.63,1.79,19,19,6,1,8,9,2.84,25.9,20,54.9,41.6,33,5,1,33,33
8/24/2026,823260,away,Pittsburgh Pirates,677952,Braxton Ashcraft,Traditional starter,3.68,1.08,149.33,159,33,25,25,9.58,1.99,73.1,83.8,62.4,70,73,6,1.2,78,73
8/24/2026,823260,home,San Diego Padres,592662,Robbie Ray,Traditional starter,3.2,1.31,137.67,117,68,24,25,7.65,4.45,80.8,63.1,39.9,70,67,5.5,1.1,69,67
8/25/2026,823826,away,Boston Red Sox,801139,Payton Tolle,Traditional starter,2.98,1.06,124,140,34,22,22,10.16,2.47,84.3,85.6,61.8,70,78,5.6,1.12,81,78
8/25/2026,823826,home,Miami Marlins,663969,Tyler Phillips,Traditional starter,3.59,1.37,105.33,86,45,15,32,7.35,3.84,74.6,57.7,42.3,70,63,4.5,0.9,62,63
8/25/2026,824962,away,Minnesota Twins,671737,Taj Bradley,Traditional starter,3.9,1.28,140.67,158,62,25,25,10.11,3.97,69.6,65.8,52.6,70,65,5.6,1.12,67,65
8/25/2026,824962,home,Athletics,695611,Gage Jump,Traditional starter,4.83,1.51,82,88,40,16,16,9.66,4.39,54.7,45.1,48.3,63.7,52,5.1,1.02,52,52
8/25/2026,824881,away,Los Angeles Dodgers,607192,Tyler Glasnow,Traditional starter,3.32,0.91,40.67,50,13,8,8,11.07,2.88,78.9,92,63,49.2,75,5,1,75,74
8/25/2026,824881,home,Atlanta Braves,693821,Bryce Elder,Traditional starter,4,1.25,139.33,114,46,25,25,7.36,2.97,68,68.5,47.6,70,64,5.5,1.1,65,65
8/25/2026,823259,away,Pittsburgh Pirates,694973,Paul Skenes,Traditional starter,3.95,1.14,139,171,41,26,26,11.07,2.65,68.8,78.4,64.4,70,70,5.3,1.06,71,70
8/25/2026,823259,home,San Diego Padres,650633,Michael King,Traditional starter,3.38,1.17,149,128,58,26,26,7.73,3.5,77.9,75.7,45.9,70,70,5.7,1.14,73,70
8/25/2026,823016,away,Baltimore Orioles,605135,Chris Bassitt,Traditional starter,5.08,1.62,67.33,46,26,12,14,6.15,3.48,50.7,35.2,39.7,58.6,46,4.8,0.96,46,46
8/25/2026,823016,home,St. Louis Cardinals,669461,Matthew Liberatore,Traditional starter,5.04,1.45,125,125,44,26,26,9,3.17,51.4,50.5,53,70,54,5,1,54,54
8/25/2026,823989,away,Cleveland Guardians,668909,Gavin Williams,Traditional starter,3.72,1.09,154.67,201,48,26,26,11.7,2.79,72.5,82.9,66,70,73,5.9,1.18,77,73
8/25/2026,823989,home,Los Angeles Angels,700712,Walbert Ureña,Traditional starter,2.8,1.24,112.67,109,59,21,23,8.71,4.71,87.2,69.4,42.6,70,71,5.3,1.06,72,71
