date,gamePk,model_version,matchup,away_team,home_team,pick_team,status,winner,home_model_prob,home_pitcher_gap,home_pitcher,home_pitcher_score,away_pitcher,away_pitcher_score,home_era,away_era,home_woba,away_woba,home_bullpen_risk,away_bullpen_risk,home_strength_blend,away_strength_blend,home_woba_gap,home_bullpen_gap,home_pitcher_boost,home_pre_bullpen_odds,home_pre_bullpen_prob,home_bullpen_adj,home_money_line_odds,home_moneyline_prop
08/27/2026,823014,leo,Baltimore Orioles @ St. Louis Cardinals,Baltimore Orioles,St. Louis Cardinals,home team,pass,,0.5058,3,Gordon Graceffo,68,Trevor Rogers,65,4.98,3.13,0.3192,0.3257,78,43,0.4259,0.4927,-0.0065,-35,1.5683,1.1631,0.5377,-0.105,1.0235,0.5058
08/27/2026,823179,leo,Arizona Diamondbacks @ San Francisco Giants,Arizona Diamondbacks,San Francisco Giants,home team,pass,,0.7041,18,Landen Roupp,60,Jose Cabrera,42,3.48,4.3,0.3139,0.3343,83,55,0.4194,0.4953,-0.0204,-28,14.8797,10.7509,0.9149,-0.084,2.3795,0.7041
08/27/2026,822694,leo,Colorado Rockies @ Washington Nationals,Colorado Rockies,Washington Nationals,home team,pass,,0.5703,7,Jake Irvin,49,Gabriel Hughes,42,5.18,3.91,0.2791,0.3201,96,62,0.4085,0.3874,-0.041,-34,2.8577,1.9735,0.6637,-0.102,1.3272,0.5703
08/28/2026,823744,leo,Texas Rangers @ Milwaukee Brewers,Texas Rangers,Milwaukee Brewers,home team,official_pick,,0.7329,18,Logan Henderson,81,Cody Bradford,63,2.92,4.55,0.3439,0.3173,66,71,0.652,0.4621,0.0266,5,14.8797,27.9017,0.9654,0.015,2.7439,0.7329
08/28/2026,822691,leo,Miami Marlins @ Washington Nationals,Miami Marlins,Washington Nationals,away team,official_pick,,0.2674,-49,Jackson Kent,25,Eury Pérez,74,4.41,4.26,0.2843,0.3023,100,76,0.4377,0.4868,-0.018,-24,0.0498,0.0387,0.0373,-0.072,0.365,0.2674
08/28/2026,824231,leo,Los Angeles Dodgers @ Detroit Tigers,Los Angeles Dodgers,Detroit Tigers,away team,watchlist,,0.2784,-18,Drew Anderson,64,Tarik Skubal,82,4.35,3.03,0.2772,0.2992,57,61,0.4699,0.6165,-0.022,4,0.0672,0.0595,0.0562,0.012,0.3858,0.2784
08/28/2026,822769,leo,Seattle Mariners @ Toronto Blue Jays,Seattle Mariners,Toronto Blue Jays,home team,pass,,0.6135,9,Dylan Cease,82,Emerson Hancock,73,3.22,5.13,0.3177,0.3107,100,70,0.4303,0.4771,0.007,-30,3.8574,2.9139,0.7445,-0.09,1.5873,0.6135
08/28/2026,824396,leo,Kansas City Royals @ Cleveland Guardians,Kansas City Royals,Cleveland Guardians,away team,pass,,0.4454,-4,Tanner Bibee,67,Michael Wacha,71,3.8,3.95,0.3101,0.3597,70,49,0.5545,0.5334,-0.0496,-21,0.5488,0.6832,0.4059,-0.063,0.8031,0.4454
08/28/2026,824960,leo,Baltimore Orioles @ Athletics,Baltimore Orioles,Athletics,away team,pass,,0.2856,-13,Jacob Lopez,52,Brandon Young,65,4.72,3.55,0.3434,0.322,67,40,0.3689,0.4656,0.0214,-27,0.1423,0.0832,0.0768,-0.081,0.3998,0.2856
08/28/2026,823504,leo,Boston Red Sox @ New York Yankees,Boston Red Sox,New York Yankees,home team,pass,,0.7336,38,Cam Schlittler,84,Patrick Sandoval,46,2.77,3.01,0.2977,0.3505,53,54,0.5939,0.6318,-0.0528,1,20.0855,29.3951,0.9671,0.003,2.7538,0.7336
08/28/2026,823583,leo,Houston Astros @ New York Mets,Houston Astros,New York Mets,home team,pass,,0.54,3,Christian Scott,66,Hunter Brown,63,2.98,5.13,0.3112,0.3065,64,71,0.4631,0.4646,0.0047,7,1.5683,1.3529,0.575,0.021,1.1739,0.54
08/28/2026,822935,leo,San Diego Padres @ Tampa Bay Rays,San Diego Padres,Tampa Bay Rays,home team,pass,,0.5373,1,Shane McClanahan,74,Casey Mize,73,3.99,2.86,0.294,0.3226,51,51,0.5376,0.5253,-0.0286,0,1.1618,1.3507,0.5746,0,1.1612,0.5373
08/28/2026,823178,leo,Arizona Diamondbacks @ San Francisco Giants,Arizona Diamondbacks,San Francisco Giants,home team,pass,,0.719,22,Blade Tidwell,65,Kohl Drake,43,3.53,4.7,0.3216,0.3202,83,57,0.449,0.4912,0.0014,-26,20.0855,16.3611,0.9424,-0.078,2.5587,0.719
08/28/2026,824638,leo,Cincinnati Reds @ Chicago Cubs,Cincinnati Reds,Chicago Cubs,home team,pass,,0.5212,0,David Peterson,51,Rhett Lowder,51,3.87,4.73,0.3264,0.3009,52,61,0.5356,0.4265,0.0255,9,1,1.1533,0.5356,0.027,1.0886,0.5212
08/28/2026,823013,leo,Pittsburgh Pirates @ St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,away team,pass,,0.2663,-29,Quinn Mathews,31,Jared Jones,60,5.13,3.72,0.3211,0.2932,100,66,0.4283,0.5114,0.0279,-34,0.0498,0.0373,0.036,-0.102,0.363,0.2663
08/28/2026,824877,leo,Colorado Rockies @ Atlanta Braves,Colorado Rockies,Atlanta Braves,home team,pass,,0.6632,8,Grant Holmes,64,Tomoyuki Sugano,56,4.11,4.89,0.2691,0.315,50,60,0.5818,0.3591,-0.0459,10,3.3201,4.618,0.822,0.03,1.9691,0.6632
08/28/2026,823985,leo,Philadelphia Phillies @ Los Angeles Angels,Philadelphia Phillies,Los Angeles Angels,home team,pass,,0.7139,28,Reid Detmers,74,Andrew Painter,46,3.14,3.7,0.2953,0.3489,66,39,0.4096,0.5948,-0.0536,-27,20.0855,13.9477,0.9331,-0.081,2.4953,0.7139
08/28/2026,823666,leo,Chicago White Sox @ Minnesota Twins,Chicago White Sox,Minnesota Twins,home team,pass,,0.538,3,Dean Kremer,57,Luis Castillo,54,5.53,4.34,0.3128,0.3521,63,78,0.453,0.5082,-0.0393,15,1.5683,1.2989,0.565,0.045,1.1645,0.538
08/29/2026,823986,leo,Philadelphia Phillies @ Los Angeles Angels,Philadelphia Phillies,Los Angeles Angels,away team,official_pick,,0.2653,-32,Ryan Johnson,45,Cristopher Sánchez,77,4.92,2.61,0.2794,0.3423,65,38,0.4077,0.597,-0.0629,-27,0.0498,0.0342,0.0331,-0.081,0.3611,0.2653
08/29/2026,823501,leo,Boston Red Sox @ New York Yankees,Boston Red Sox,New York Yankees,away team,value_watch,,0.3176,-14,Max Fried,78,Alec Gamboa,92,2.79,1.93,0.2903,0.3423,52,46,0.5654,0.6339,-0.052,-6,0.1225,0.1593,0.1374,-0.018,0.4654,0.3176
08/29/2026,823539,leo,Boston Red Sox @ New York Yankees,Boston Red Sox,New York Yankees,away team,watchlist,,0.4713,-4,Carlos Rodón,68,Jake Bennett,72,3.38,2.68,0.3011,0.3449,52,46,0.5957,0.6297,-0.0438,-6,0.5488,0.8083,0.447,-0.018,0.8914,0.4713
08/29/2026,824392,leo,Kansas City Royals @ Cleveland Guardians,Kansas City Royals,Cleveland Guardians,away team,watchlist,,0.4787,-2,Foster Griffin,74,Daniel Lynch IV,76,3.54,3.52,0.3125,0.3581,63,37,0.5515,0.5367,-0.0456,-26,0.7408,0.9109,0.4767,-0.078,0.9183,0.4787
08/29/2026,824230,leo,Los Angeles Dodgers @ Detroit Tigers,Los Angeles Dodgers,Detroit Tigers,away team,pass,,0.4625,-1,Keider Montero,75,Blake Snell,76,4.19,3.34,0.2718,0.3092,59,51,0.4681,0.6427,-0.0374,-8,0.8607,0.7575,0.431,-0.024,0.8605,0.4625
08/29/2026,824637,leo,Cincinnati Reds @ Chicago Cubs,Cincinnati Reds,Chicago Cubs,home team,pass,,0.6187,6,Kevin Gausman,64,Andrew Abbott,58,3.95,4.86,0.3471,0.3049,63,64,0.5324,0.4296,0.0422,1,2.4596,2.7994,0.7368,0.003,1.6226,0.6187
08/29/2026,823582,leo,Houston Astros @ New York Mets,Houston Astros,New York Mets,home team,pass,,0.7208,40,Nolan McLean,73,Bennett Sousa,33,2.98,4.91,0.3017,0.2995,58,70,0.436,0.4919,0.0022,12,20.0855,15.5289,0.9395,0.036,2.5817,0.7208
08/29/2026,822936,leo,San Diego Padres @ Tampa Bay Rays,San Diego Padres,Tampa Bay Rays,home team,pass,,0.7191,17,Nick Martinez,75,Walker Buehler,58,4.13,3.38,0.2997,0.3134,47,49,0.541,0.496,-0.0137,2,12.8071,15.1031,0.9379,0.006,2.56,0.7191
08/29/2026,822770,leo,Seattle Mariners @ Toronto Blue Jays,Seattle Mariners,Toronto Blue Jays,home team,pass,,0.6646,12,José Soriano,67,Kade Anderson,55,3.56,5.58,0.3398,0.3116,89,68,0.4609,0.4472,0.0282,-21,6.0496,5.1728,0.838,-0.063,1.9815,0.6646
08/29/2026,823177,leo,Arizona Diamondbacks @ San Francisco Giants,Arizona Diamondbacks,San Francisco Giants,home team,pass,,0.7201,26,Matt Wilkinson,73,Merrill Kelly,47,3.68,5.24,0.3194,0.3267,78,69,0.446,0.5197,-0.0073,-9,20.0855,16.1821,0.9418,-0.027,2.5727,0.7201
08/29/2026,824961,leo,Baltimore Orioles @ Athletics,Baltimore Orioles,Athletics,away team,pass,,0.265,-19,Jack Perkins,43,Shane Baz,62,4.47,2.98,0.3381,0.3151,68,39,0.3679,0.4925,0.023,-29,0.0578,0.0337,0.0326,-0.087,0.3605,0.265
08/29/2026,824874,leo,Colorado Rockies @ Atlanta Braves,Colorado Rockies,Atlanta Braves,home team,pass,,0.735,22,Martín Pérez,69,Zach Agnos,47,3.77,4.05,0.2812,0.3167,51,64,0.6081,0.3578,-0.0355,13,20.0855,31.1543,0.9689,0.039,2.7736,0.735
08/29/2026,823011,leo,Pittsburgh Pirates @ St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,away team,pass,,0.353,-7,Kyle Leahy,70,Lake Bachar,77,4.5,3.45,0.3186,0.2675,100,59,0.4561,0.4837,0.0511,-41,0.3499,0.2935,0.2269,-0.123,0.5456,0.353
08/29/2026,822690,leo,Miami Marlins @ Washington Nationals,Miami Marlins,Washington Nationals,home team,pass,,0.5371,3,Cade Cavalli,73,Sandy Alcantara,70,3.8,3.91,0.2885,0.3079,83,76,0.4675,0.4565,-0.0194,-7,1.5683,1.377,0.5793,-0.021,1.1603,0.5371
08/29/2026,823741,leo,Texas Rangers @ Milwaukee Brewers,Texas Rangers,Milwaukee Brewers,away team,pass,,0.4536,-7,Shane Drohan,66,Cal Quantrill,73,2.78,4.51,0.3489,0.3161,58,69,0.655,0.4582,0.0328,11,0.3499,0.6644,0.3992,0.033,0.8302,0.4536
08/29/2026,823665,leo,Chicago White Sox @ Minnesota Twins,Chicago White Sox,Minnesota Twins,home team,pass,,0.5149,2,Bailey Ober,61,Erick Fedde,59,5.29,4.33,0.3214,0.3523,70,76,0.4504,0.5359,-0.0309,6,1.3499,1.1061,0.5252,0.018,1.0614,0.5149
08/29/2026,823176,leo,Arizona Diamondbacks @ San Francisco Giants,Arizona Diamondbacks,San Francisco Giants,home team,pass,,0.5107,3,Yunior Marte,50,Mitch Bratt,47,3.82,4.61,0.3125,0.3247,78,69,0.4165,0.5493,-0.0122,-9,1.5683,1.1195,0.5282,-0.027,1.0437,0.5107
08/30/2026,823987,leo,Philadelphia Phillies @ Los Angeles Angels,Philadelphia Phillies,Los Angeles Angels,away team,official_pick,,0.2635,-35,Yusei Kikuchi,40,Zack Wheeler,75,3.82,3.19,0.2675,0.3378,77,44,0.3808,0.5991,-0.0703,-33,0.0498,0.0306,0.0297,-0.099,0.3578,0.2635
08/30/2026,823502,leo,Boston Red Sox @ New York Yankees,Boston Red Sox,New York Yankees,away team,official_pick,,0.3394,-12,Will Warren,59,Ranger Suarez,71,3.76,2.64,0.2986,0.3416,81,79,0.5699,0.6031,-0.043,-2,0.1653,0.2191,0.1797,-0.006,0.5138,0.3394
08/30/2026,823662,leo,Chicago White Sox @ Minnesota Twins,Chicago White Sox,Minnesota Twins,away team,value_watch,,0.2679,-26,Zebby Matthews,58,Jordan Hicks,84,5.11,3.03,0.3123,0.3317,70,75,0.4235,0.5629,-0.0194,5,0.0498,0.0366,0.0353,0.015,0.3659,0.2679
08/30/2026,824232,leo,Los Angeles Dodgers @ Detroit Tigers,Los Angeles Dodgers,Detroit Tigers,away team,official_pick,,0.2739,-19,Framber Valdez,58,Tyler Glasnow,77,4.17,3.37,0.267,0.3016,65,58,0.4695,0.6158,-0.0346,-7,0.0578,0.0512,0.0487,-0.021,0.3772,0.2739
08/30/2026,823580,leo,Houston Astros @ New York Mets,Houston Astros,New York Mets,home team,watchlist,,0.7226,49,Zac Thornton,72,Ethan Pecko,23,3.47,5.04,0.3052,0.2883,57,87,0.4395,0.4889,0.0169,30,20.0855,15.7504,0.9403,0.09,2.6049,0.7226
08/30/2026,822933,leo,San Diego Padres @ Tampa Bay Rays,San Diego Padres,Tampa Bay Rays,home team,watchlist,,0.7,13,Drew Rasmussen,80,Robbie Ray,67,3.49,3.79,0.3068,0.3032,54,47,0.5667,0.4945,0.0036,-7,7.0287,9.1937,0.9019,-0.021,2.3333,0.7
08/30/2026,823740,leo,Texas Rangers @ Milwaukee Brewers,Texas Rangers,Milwaukee Brewers,home team,pass,,0.6269,3,Dustin May,61,Kumar Rocker,58,2.78,4.55,0.3543,0.3232,57,65,0.6559,0.4317,0.0311,8,1.5683,2.9888,0.7493,0.024,1.6802,0.6269
08/30/2026,822766,leo,Seattle Mariners @ Toronto Blue Jays,Seattle Mariners,Toronto Blue Jays,away team,pass,,0.2701,-43,Max Scherzer,33,Logan Gilbert,76,4.38,4.99,0.336,0.3027,77,69,0.4625,0.4461,0.0333,-8,0.0498,0.0429,0.0411,-0.024,0.3701,0.2701
08/30/2026,824393,leo,Kansas City Royals @ Cleveland Guardians,Kansas City Royals,Cleveland Guardians,home team,pass,,0.7271,24,Parker Messick,81,Seth Lugo,57,3.11,3.71,0.3035,0.3573,65,48,0.5221,0.5414,-0.0538,-17,20.0855,21.9358,0.9564,-0.051,2.6643,0.7271
08/30/2026,822688,leo,Miami Marlins @ Washington Nationals,Miami Marlins,Washington Nationals,away team,pass,,0.4965,1,Andrew Alvarez,63,Janson Junk,62,3.95,4.16,0.2916,0.3153,89,71,0.469,0.4552,-0.0237,-18,1.1618,1.0259,0.5064,-0.054,0.9861,0.4965
08/30/2026,823010,leo,Pittsburgh Pirates @ St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,away team,pass,,0.2669,-23,Matthew Liberatore,51,Braxton Ashcraft,74,5.21,3.22,0.3204,0.2686,100,79,0.4276,0.5122,0.0518,-21,0.0498,0.0372,0.0359,-0.063,0.3641,0.2669
08/30/2026,824876,leo,Colorado Rockies @ Atlanta Braves,Colorado Rockies,Atlanta Braves,home team,pass,,0.5589,-1,Tyler Mahle,61,Mason Adams,62,3.6,3.9,0.2921,0.3137,50,77,0.6339,0.3569,-0.0216,27,0.8607,1.4907,0.5985,0.081,1.2671,0.5589
08/30/2026,824636,leo,Cincinnati Reds @ Chicago Cubs,Cincinnati Reds,Chicago Cubs,away team,pass,,0.4197,-6,Shota Imanaga,71,Chase Burns,77,4.52,4.47,0.3753,0.308,58,85,0.5382,0.4231,0.0673,27,0.4066,0.4738,0.3215,0.081,0.7232,0.4197
08/30/2026,824959,leo,Baltimore Orioles @ Athletics,Baltimore Orioles,Athletics,away team,pass,,0.3455,-6,Jeffrey Springs,44,Chris Bassitt,50,5.39,3.19,0.3317,0.3078,72,73,0.3665,0.52,0.0239,1,0.4066,0.2352,0.1904,0.003,0.5279,0.3455
08/31/2026,824719,leo,Seattle Mariners @ Boston Red Sox,Seattle Mariners,Boston Red Sox,home team,official_pick,,0.6948,13,Payton Tolle,77,George Kirby,64,3.42,5.06,0.334,0.2812,87,53,0.5593,0.4161,0.0528,-34,7.0287,8.9206,0.8992,-0.102,2.2765,0.6948
08/31/2026,823663,leo,Detroit Tigers @ Minnesota Twins,Detroit Tigers,Minnesota Twins,home team,pass,,0.6212,9,Taj Bradley,65,Jackson Jobe,56,4.68,4.55,0.3135,0.2564,50,51,0.427,0.4635,0.0571,1,3.8574,2.8745,0.7419,0.003,1.6399,0.6212
08/31/2026,824473,leo,San Diego Padres @ Cincinnati Reds,San Diego Padres,Cincinnati Reds,away team,pass,,0.2833,-15,Brady Singer,56,Michael King,71,5.43,3.35,0.3172,0.3046,79,76,0.4061,0.4676,0.0126,-3,0.1054,0.072,0.0672,-0.009,0.3953,0.2833
08/31/2026,822932,leo,New York Mets @ Tampa Bay Rays,New York Mets,Tampa Bay Rays,home team,pass,,0.7314,41,Ian Seymour,68,Robert Stock,27,4.21,3.64,0.3034,0.2995,63,57,0.5679,0.4508,0.0039,-6,20.0855,26.3973,0.9635,-0.018,2.723,0.7314
08/31/2026,824635,leo,Milwaukee Brewers @ Chicago Cubs,Milwaukee Brewers,Chicago Cubs,away team,pass,,0.4471,-3,Clay Holmes,76,Kyle Harrison,79,3.78,2.84,0.3751,0.358,65,58,0.5104,0.6478,0.0171,-7,0.6376,0.6647,0.3993,-0.021,0.8086,0.4471
08/31/2026,822855,leo,Athletics @ Texas Rangers,Athletics,Texas Rangers,home team,pass,,0.6818,13,Jacob deGrom,68,Gage Jump,55,3.94,4.06,0.3258,0.3328,77,67,0.4814,0.3981,-0.007,-10,7.0287,6.5245,0.8671,-0.03,2.1427,0.6818
08/31/2026,824911,leo,San Francisco Giants @ Atlanta Braves,San Francisco Giants,Atlanta Braves,away team,pass,,0.4982,-5,Bryce Elder,65,Anthony Molina,70,3.71,4.07,0.2996,0.3104,48,72,0.66,0.419,-0.0108,24,0.4724,0.9168,0.4783,0.072,0.9928,0.4982
08/31/2026,822689,leo,Miami Marlins @ Washington Nationals,Miami Marlins,Washington Nationals,home team,pass,,0.618,8,Will Dion,69,Ryan Gusto,61,4.64,4.19,0.2878,0.2987,88,75,0.4661,0.4838,-0.0109,-13,3.3201,2.8986,0.7435,-0.039,1.6178,0.618
08/31/2026,825040,leo,Philadelphia Phillies @ Arizona Diamondbacks,Philadelphia Phillies,Arizona Diamondbacks,home team,pass,,0.6976,14,Brandon Pfaadt,70,Aaron Nola,56,4.27,3.96,0.3073,0.3347,75,43,0.5353,0.6014,-0.0274,-32,8.1662,9.4058,0.9039,-0.096,2.3069,0.6976
08/31/2026,824149,leo,Chicago White Sox @ Houston Astros,Chicago White Sox,Houston Astros,home team,pass,,0.5939,6,Peter Lambert,67,Anthony Kay,61,4.21,3.89,0.2899,0.3223,77,90,0.4628,0.5344,-0.0324,13,2.4596,2.1192,0.6794,0.039,1.4624,0.5939
08/31/2026,823982,leo,New York Yankees @ Los Angeles Angels,New York Yankees,Los Angeles Angels,home team,pass,,0.7126,23,Walbert Ureña,69,Elmer Rodríguez,46,3.81,3.5,0.271,0.3322,71,75,0.3785,0.6122,-0.0612,4,20.0855,12.2275,0.9244,0.012,2.4795,0.7126
08/31/2026,824314,leo,Baltimore Orioles @ Colorado Rockies,Baltimore Orioles,Colorado Rockies,away team,pass,,0.4108,-1,Tanner Gordon,52,Cade Povich,53,4.17,3.14,0.3167,0.3111,72,65,0.36,0.5478,0.0056,-7,0.8607,0.4841,0.3262,-0.021,0.6972,0.4108
