date,gamePk,model_version,matchup,away_team,home_team,pick_team,status,winner,home_model_prob,home_pitcher_gap,home_pitcher,home_pitcher_score,away_pitcher,away_pitcher_score,home_era,away_era,home_woba,away_woba,home_bullpen_risk,away_bullpen_risk,home_strength_blend,away_strength_blend,home_woba_gap,home_bullpen_gap,home_pitcher_boost,home_pre_bullpen_odds,home_pre_bullpen_prob,home_bullpen_adj,home_money_line_odds,home_moneyline_prop
8/21/2026,824072,leo,Detroit Tigers @ Kansas City Royals,Detroit Tigers,Kansas City Royals,away team,watchlist,,0.2719,-15,Noah Cameron,65,Troy Melton,80,3.93,3.39,0.3112,0.3115,68,54,0.4896,0.5263,-0.0003,-14,0.1054,0.0478,0.0456,-0.042,0.3734,0.2719
8/21/2026,823911,leo,Pittsburgh Pirates @ Los Angeles Dodgers,Pittsburgh Pirates,Los Angeles Dodgers,home team,watchlist,,0.7445,22,Yoshinobu Yamamoto,81,Bubba Chandler,59,3.43,3.84,0.31,0.3201,71,70,0.6248,0.5157,-0.0101,-1,20.0855,90.7431,0.9891,-0.003,2.9139,0.7445
8/21/2026,823420,leo,St. Louis Cardinals @ Philadelphia Phillies,St. Louis Cardinals,Philadelphia Phillies,home team,watchlist,,0.7251,13,Jesús Luzardo,74,Hunter Dobbins,61,3.06,3.95,0.3478,0.3296,54,71,0.5739,0.572,0.0182,17,7.0287,18.1205,0.9477,0.051,2.6377,0.7251
8/21/2026,824152,leo,Athletics @ Houston Astros,Athletics,Houston Astros,away team,watchlist,,0.2626,-17,Hayden Wesneski,51,J.T. Ginn,68,4.06,4.97,0.2704,0.3186,85,82,0.4391,0.3416,-0.0482,-3,0.0781,0.0262,0.0255,-0.009,0.3561,0.2626
8/21/2026,823830,leo,Washington Nationals @ Miami Marlins,Washington Nationals,Miami Marlins,away team,watchlist,,0.2676,-17,Ryan Gusto,57,Brad Lord,74,4.71,3.64,0.3248,0.3081,64,50,0.5328,0.4794,0.0167,-14,0.0781,0.0381,0.0367,-0.042,0.3654,0.2676
8/21/2026,823262,leo,Minnesota Twins @ San Diego Padres,Minnesota Twins,San Diego Padres,home team,watchlist,,0.6609,6,Randy Vásquez,59,Connor Prielipp,53,3.54,3.5,0.3448,0.3384,45,72,0.5616,0.4721,0.0064,27,2.4596,4.2521,0.8096,0.081,1.949,0.6609
8/21/2026,822857,leo,Los Angeles Angels @ Texas Rangers,Los Angeles Angels,Texas Rangers,away team,watchlist,,0.298,-10,MacKenzie Gore,63,Reid Detmers,73,4.12,3.44,0.2673,0.2892,60,39,0.4553,0.4749,-0.0219,-21,0.2231,0.1131,0.1016,-0.063,0.4245,0.298
8/21/2026,824721,leo,San Francisco Giants @ Boston Red Sox,San Francisco Giants,Boston Red Sox,home team,pass,,0.5991,4,Sonny Gray,77,Logan Webb,73,3.33,3.4,0.352,0.2658,71,63,0.5157,0.3931,0.0862,-8,1.8221,2.3693,0.7032,-0.024,1.4944,0.5991
8/21/2026,824800,leo,Tampa Bay Rays @ Baltimore Orioles,Tampa Bay Rays,Baltimore Orioles,home team,pass,,0.71,13,Trevor Rogers,64,Freddy Peralta,51,4.02,4.73,0.334,0.3434,66,78,0.4515,0.5177,-0.0094,12,7.0287,11.0773,0.9172,0.036,2.4483,0.71
8/21/2026,824317,leo,Cleveland Guardians @ Colorado Rockies,Cleveland Guardians,Colorado Rockies,away team,pass,,0.2863,-11,Tanner Gordon,51,Joey Cantillo,62,3.97,4.24,0.3139,0.3067,70,64,0.4184,0.4695,0.0072,-6,0.192,0.0797,0.0738,-0.018,0.4011,0.2863
8/21/2026,823746,leo,Atlanta Braves @ Milwaukee Brewers,Atlanta Braves,Milwaukee Brewers,home team,pass,,0.6215,3,Jacob Misiorowski,86,Chris Sale,83,2.74,3.23,0.3227,0.2851,78,62,0.6247,0.5305,0.0376,-16,1.5683,3.0323,0.752,-0.048,1.642,0.6215
8/21/2026,824559,leo,New York Mets @ Chicago White Sox,New York Mets,Chicago White Sox,home team,pass,,0.7094,12,Sean Burke,75,Sean Manaea,63,3.55,3.68,0.3403,0.3417,94,46,0.5425,0.5287,-0.0014,-48,6.0496,13.0647,0.9289,-0.144,2.4412,0.7094
8/21/2026,823101,leo,Chicago Cubs @ Seattle Mariners,Chicago Cubs,Seattle Mariners,home team,pass,,0.6778,10,Emerson Hancock,74,Matthew Boyd,64,5.34,4.09,0.2979,0.323,84,68,0.4568,0.5867,-0.0251,-16,4.4817,6.215,0.8614,-0.048,2.1037,0.6778
8/21/2026,823510,leo,Toronto Blue Jays @ New York Yankees,Toronto Blue Jays,New York Yankees,home team,pass,,0.575,2,Cam Schlittler,84,Mason Fluharty,82,2.46,3.11,0.2985,0.3196,72,51,0.5701,0.5224,-0.0211,-21,1.3499,1.978,0.6642,-0.063,1.3529,0.575
8/22/2026,825044,leo,Cincinnati Reds @ Arizona Diamondbacks,Cincinnati Reds,Arizona Diamondbacks,home team,official_pick,,0.7419,26,Michael Soroka,76,Rhett Lowder,50,3.05,4.95,0.3492,0.2552,64,81,0.515,0.4255,0.094,17,20.0855,57.8235,0.983,0.051,2.8745,0.7419
8/22/2026,823261,leo,Minnesota Twins @ San Diego Padres,Minnesota Twins,San Diego Padres,home team,official_pick,,0.7419,19,Casey Mize,75,Dean Kremer,56,2.76,4.07,0.3444,0.3254,39,57,0.5642,0.4698,0.019,18,17.2878,57.8235,0.983,0.054,2.8745,0.7419
8/22/2026,823831,leo,Washington Nationals @ Miami Marlins,Washington Nationals,Miami Marlins,home team,value_watch,,0.7424,26,Eury Pérez,74,Jake Irvin,48,3.88,4.32,0.3331,0.3041,67,81,0.5334,0.4536,0.029,14,20.0855,62.2911,0.9842,0.042,2.882,0.7424
8/22/2026,823910,leo,Pittsburgh Pirates @ Los Angeles Dodgers,Pittsburgh Pirates,Los Angeles Dodgers,home team,watchlist,,0.7446,21,Tarik Skubal,82,Jared Jones,61,3.11,3.71,0.3077,0.3179,68,70,0.6248,0.5148,-0.0102,2,20.0855,90.7431,0.9891,0.006,2.9154,0.7446
8/22/2026,823509,leo,Toronto Blue Jays @ New York Yankees,Toronto Blue Jays,New York Yankees,away team,watchlist,,0.3049,-12,Ryan Weathers,70,Dylan Cease,82,2.91,2.81,0.2909,0.3281,60,70,0.569,0.4982,-0.0372,10,0.1653,0.1197,0.1069,0.03,0.4386,0.3049
8/22/2026,823743,leo,Atlanta Braves @ Milwaukee Brewers,Atlanta Braves,Milwaukee Brewers,home team,watchlist,,0.7137,10,Logan Henderson,80,Martín Pérez,70,3.28,4.05,0.3232,0.2654,76,51,0.6508,0.5031,0.0578,-25,4.4817,13.771,0.9323,-0.075,2.4928,0.7137
8/22/2026,824316,leo,Cleveland Guardians @ Colorado Rockies,Cleveland Guardians,Colorado Rockies,away team,watchlist,,0.2563,-26,Gabriel Hughes,41,Tanner Bibee,67,3.81,4.06,0.3105,0.3168,67,65,0.4129,0.5021,-0.0063,-2,0.0498,0.0129,0.0127,-0.006,0.3446,0.2563
8/22/2026,824560,leo,New York Mets @ Chicago White Sox,New York Mets,Chicago White Sox,away team,watchlist,,0.2991,-12,Luis Castillo,56,Christian Scott,68,4.19,3.29,0.3425,0.3183,75,44,0.5685,0.5025,0.0242,-31,0.1653,0.1196,0.1068,-0.093,0.4267,0.2991
8/22/2026,822858,leo,Los Angeles Angels @ Texas Rangers,Los Angeles Angels,Texas Rangers,home team,pass,,0.7383,24,Cody Bradford,62,Ryan Johnson,38,4.19,4.89,0.2697,0.2766,68,36,0.4563,0.4746,-0.0069,-32,20.0855,45.729,0.9786,-0.096,2.8212,0.7383
8/22/2026,824151,leo,Athletics @ Houston Astros,Athletics,Houston Astros,home team,pass,,0.7231,15,Hunter Brown,63,Jacob Lopez,48,4.19,5.77,0.2778,0.3104,75,75,0.4667,0.3399,-0.0326,0,9.4877,17.5874,0.9462,0,2.6114,0.7231
8/22/2026,824798,leo,Tampa Bay Rays @ Baltimore Orioles,Tampa Bay Rays,Baltimore Orioles,away team,pass,,0.33,-8,Brandon Young,65,Shane McClanahan,73,4.42,4.08,0.3324,0.3354,51,61,0.478,0.4908,-0.003,10,0.3012,0.185,0.1561,0.03,0.4925,0.33
8/22/2026,823422,leo,St. Louis Cardinals @ Philadelphia Phillies,St. Louis Cardinals,Philadelphia Phillies,away team,pass,,0.2775,-16,Andrew Painter,41,Quinn Mathews,57,4.4,3.99,0.3364,0.3314,55,73,0.5746,0.5459,0.005,18,0.0907,0.0551,0.0522,0.054,0.3841,0.2775
8/22/2026,824073,leo,Detroit Tigers @ Kansas City Royals,Detroit Tigers,Kansas City Royals,home team,pass,,0.6317,6,Michael Wacha,70,Drew Anderson,64,4.2,3.65,0.3253,0.2972,82,50,0.5169,0.499,0.0281,-32,2.4596,3.5517,0.7803,-0.096,1.7152,0.6317
8/22/2026,824718,leo,San Francisco Giants @ Boston Red Sox,San Francisco Giants,Boston Red Sox,away team,pass,,0.2844,-14,Patrick Sandoval,44,Blade Tidwell,58,3.59,3.92,0.3532,0.2685,57,66,0.5418,0.3925,0.0847,9,0.1225,0.0719,0.0671,0.027,0.3974,0.2844
8/22/2026,823100,leo,Chicago Cubs @ Seattle Mariners,Chicago Cubs,Seattle Mariners,home team,pass,,0.5086,1,Kade Anderson,50,David Peterson,49,5.7,3.75,0.2988,0.3411,84,63,0.483,0.5601,-0.0423,-21,1.1618,1.1409,0.5329,-0.063,1.035,0.5086
8/23/2026,824720,leo,San Francisco Giants @ Boston Red Sox,San Francisco Giants,Boston Red Sox,home team,watchlist,,0.7003,9,Jake Bennett,72,Matt Wilkinson,63,3.22,4.34,0.3449,0.2715,53,61,0.594,0.3661,0.0734,8,3.8574,8.8522,0.8985,0.024,2.3367,0.7003
8/23/2026,823421,leo,St. Louis Cardinals @ Philadelphia Phillies,St. Louis Cardinals,Philadelphia Phillies,home team,pass,,0.6954,8,Cristopher Sánchez,78,Kyle Leahy,70,3.07,3.99,0.3481,0.3269,48,69,0.6073,0.5125,0.0212,21,3.3201,7.658,0.8845,0.063,2.283,0.6954
8/23/2026,824315,leo,Cleveland Guardians @ Colorado Rockies,Cleveland Guardians,Colorado Rockies,away team,pass,,0.2582,-18,Tomoyuki Sugano,56,Foster Griffin,74,4.78,3.78,0.3059,0.3135,64,58,0.3831,0.5341,-0.0076,-6,0.0672,0.017,0.0167,-0.018,0.3481,0.2582
8/23/2026,823745,leo,Atlanta Braves @ Milwaukee Brewers,Atlanta Braves,Milwaukee Brewers,home team,pass,,0.6785,6,Shane Drohan,66,Tyler Mahle,60,3.03,3.86,0.3214,0.2685,66,56,0.6503,0.5037,0.0529,-10,2.4596,6.1736,0.8606,-0.03,2.1104,0.6785
8/23/2026,823099,leo,Chicago Cubs @ Seattle Mariners,Chicago Cubs,Seattle Mariners,away team,pass,,0.4674,-1,Bryce Miller,70,Shota Imanaga,71,5.42,4.19,0.304,0.3599,83,65,0.4979,0.5428,-0.0559,-18,0.8607,0.8119,0.4481,-0.054,0.8776,0.4674
8/23/2026,824799,leo,Tampa Bay Rays @ Baltimore Orioles,Tampa Bay Rays,Baltimore Orioles,away team,pass,,0.306,-10,Shane Baz,64,Nick Martinez,74,3.68,4.29,0.3218,0.3287,66,73,0.477,0.4668,-0.0069,7,0.2231,0.1235,0.1099,0.021,0.4409,0.306
8/23/2026,824150,leo,Athletics @ Houston Astros,Athletics,Houston Astros,home team,pass,,0.7356,19,Cristian Javier,61,Brady Basso,42,4.45,5.61,0.2643,0.3306,84,74,0.4382,0.3956,-0.0663,-10,17.2878,34.8423,0.9721,-0.03,2.7821,0.7356
8/23/2026,823909,leo,Pittsburgh Pirates @ Los Angeles Dodgers,Pittsburgh Pirates,Los Angeles Dodgers,home team,pass,,0.6128,2,Blake Snell,73,Lake Bachar,71,3.58,3.81,0.3053,0.2969,64,80,0.6282,0.5106,0.0084,16,1.3499,2.5199,0.7159,0.048,1.5826,0.6128
8/23/2026,823827,leo,Washington Nationals @ Miami Marlins,Washington Nationals,Miami Marlins,away team,pass,,0.3545,-7,Janson Junk,61,Jackson Kent,68,4.31,4.01,0.3266,0.291,88,60,0.5381,0.4489,0.0356,-28,0.3499,0.2872,0.2231,-0.084,0.5492,0.3545
8/23/2026,824071,leo,Detroit Tigers @ Kansas City Royals,Detroit Tigers,Kansas City Royals,away team,pass,,0.4096,-5,Daniel Lynch IV,70,Jacob Waguespack,75,3.9,3.56,0.3337,0.295,65,48,0.5728,0.468,0.0387,-17,0.4724,0.4932,0.3303,-0.051,0.6938,0.4096
8/23/2026,822856,leo,Los Angeles Angels @ Texas Rangers,Los Angeles Angels,Texas Rangers,away team,pass,,0.4777,0,Cal Quantrill,71,Yusei Kikuchi,71,4.3,3.8,0.2736,0.2821,72,39,0.48,0.452,-0.0085,-33,1,0.9231,0.48,-0.099,0.9146,0.4777
8/23/2026,825043,leo,Cincinnati Reds @ Arizona Diamondbacks,Cincinnati Reds,Arizona Diamondbacks,away team,pass,,0.2846,-13,Mitch Bratt,47,Andrew Abbott,60,4.3,5.02,0.3492,0.2744,84,69,0.5116,0.4048,0.0748,-15,0.1423,0.0778,0.0722,-0.045,0.3978,0.2846
8/23/2026,824558,leo,New York Mets @ Chicago White Sox,New York Mets,Chicago White Sox,home team,pass,,0.5908,3,Sean Newcomb,76,Nolan McLean,73,3.53,3.14,0.3434,0.3283,82,49,0.5647,0.5063,0.0151,-33,1.5683,2.3636,0.7027,-0.099,1.4438,0.5908
8/23/2026,823507,leo,Toronto Blue Jays @ New York Yankees,Toronto Blue Jays,New York Yankees,home team,pass,,0.5361,0,Carlos Rodón,68,José Soriano,68,2.88,3.5,0.3017,0.3189,62,62,0.5722,0.4699,-0.0172,0,1,1.3375,0.5722,0,1.1556,0.5361
8/23/2026,823258,leo,Minnesota Twins @ San Diego Padres,Minnesota Twins,San Diego Padres,away team,pass,,0.4371,-4,Walker Buehler,57,Bailey Ober,61,3.27,4.19,0.3539,0.3164,54,54,0.5709,0.4389,0.0375,0,0.5488,0.598,0.3742,0,0.7765,0.4371
8/24/2026,823992,leo,Cleveland Guardians @ Los Angeles Angels,Cleveland Guardians,Los Angeles Angels,away team,official_pick,,0.2716,-32,George Klassen,49,Parker Messick,81,3.81,2.86,0.2881,0.3092,37,51,0.4646,0.534,-0.0211,14,0.0498,0.0432,0.0414,0.042,0.3729,0.2716
8/24/2026,824235,leo,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,Detroit Tigers,away team,watchlist,,0.2714,-22,Framber Valdez,58,Drew Rasmussen,80,4.41,3.77,0.2815,0.3348,75,75,0.4735,0.4667,-0.0533,0,0.0498,0.0448,0.0429,0,0.3725,0.2714
8/24/2026,823097,leo,Philadelphia Phillies @ Seattle Mariners,Philadelphia Phillies,Seattle Mariners,away team,watchlist,,0.4095,-4,Logan Gilbert,76,Zack Wheeler,80,5.56,3.29,0.3034,0.3522,96,44,0.498,0.624,-0.0488,-52,0.5488,0.5444,0.3525,-0.15,0.6935,0.4095
8/24/2026,822695,leo,Colorado Rockies @ Washington Nationals,Colorado Rockies,Washington Nationals,home team,watchlist,,0.7186,31,Cade Cavalli,73,Ryan Feltner,42,3.62,4.65,0.2928,0.2991,59,80,0.4111,0.3817,-0.0063,21,20.0855,14.015,0.9334,0.063,2.5537,0.7186
8/24/2026,823183,leo,Cincinnati Reds @ San Francisco Giants,Cincinnati Reds,San Francisco Giants,away team,pass,,0.2653,-53,Carson Whisenhunt,26,Chase Burns,79,4.05,3.92,0.2829,0.2778,62,62,0.3884,0.4047,0.0051,0,0.0498,0.0316,0.0306,0,0.3611,0.2653
8/24/2026,825041,leo,Chicago Cubs @ Arizona Diamondbacks,Chicago Cubs,Arizona Diamondbacks,away team,pass,,0.3067,-14,Merrill Kelly,47,Kevin Gausman,61,4.92,3.41,0.3535,0.3651,87,86,0.5116,0.5427,-0.0116,-1,0.1225,0.1283,0.1137,-0.003,0.4424,0.3067
8/24/2026,824964,leo,Minnesota Twins @ Athletics,Minnesota Twins,Athletics,away team,pass,,0.3006,-10,Jeffrey Springs,45,Zebby Matthews,55,5.95,4.82,0.3288,0.3181,100,59,0.3634,0.4388,0.0107,-41,0.2231,0.1274,0.113,-0.123,0.4298,0.3006
8/24/2026,823828,leo,Boston Red Sox @ Miami Marlins,Boston Red Sox,Miami Marlins,away team,pass,,0.4828,-1,Sandy Alcantara,70,Ranger Suarez,71,3.93,2.81,0.3254,0.3432,90,43,0.5381,0.6312,-0.0178,-47,0.8607,1.0028,0.5007,-0.141,0.9335,0.4828
8/24/2026,824557,leo,Texas Rangers @ Chicago White Sox,Texas Rangers,Chicago White Sox,away team,pass,,0.2786,-24,José Urquidy,33,Kumar Rocker,57,3.77,4.75,0.3467,0.2814,94,73,0.5647,0.4622,0.0653,-21,0.0498,0.0646,0.0607,-0.063,0.3862,0.2786
8/24/2026,823260,leo,Pittsburgh Pirates @ San Diego Padres,Pittsburgh Pirates,San Diego Padres,away team,pass,,0.4398,-6,Robbie Ray,67,Braxton Ashcraft,73,3.61,3.64,0.3605,0.2819,49,90,0.571,0.5105,0.0786,41,0.4066,0.5411,0.3511,0.123,0.7851,0.4398
8/25/2026,823826,leo,Boston Red Sox @ Miami Marlins,Boston Red Sox,Miami Marlins,away team,official_pick,,0.3005,-15,Tyler Phillips,63,Payton Tolle,78,4.84,2.91,0.3078,0.351,82,56,0.5357,0.6328,-0.0432,-26,0.1054,0.1216,0.1084,-0.078,0.4296,0.3005
8/25/2026,824962,leo,Minnesota Twins @ Athletics,Minnesota Twins,Athletics,away team,pass,,0.2805,-13,Gage Jump,52,Taj Bradley,65,5.02,4.67,0.334,0.3349,100,64,0.3374,0.4419,-0.0009,-36,0.1423,0.0724,0.0675,-0.108,0.3899,0.2805
8/25/2026,824881,leo,Los Angeles Dodgers @ Atlanta Braves,Los Angeles Dodgers,Atlanta Braves,away team,pass,,0.362,-9,Bryce Elder,65,Tyler Glasnow,74,4.05,3.76,0.2819,0.3168,51,48,0.529,0.6485,-0.0349,-3,0.2592,0.2912,0.2255,-0.009,0.5674,0.362
8/25/2026,823259,leo,Pittsburgh Pirates @ San Diego Padres,Pittsburgh Pirates,San Diego Padres,home team,pass,,0.5284,0,Michael King,70,Paul Skenes,70,3.36,3.16,0.3437,0.286,68,85,0.5442,0.512,0.0577,17,1,1.1939,0.5442,0.051,1.1204,0.5284
8/25/2026,823016,leo,Baltimore Orioles @ St. Louis Cardinals,Baltimore Orioles,St. Louis Cardinals,home team,pass,,0.6218,8,Matthew Liberatore,54,Chris Bassitt,46,4.79,4.02,0.3151,0.3074,74,48,0.4856,0.4821,0.0077,-26,3.3201,3.1339,0.7581,-0.078,1.6441,0.6218
8/25/2026,823989,leo,Cleveland Guardians @ Los Angeles Angels,Cleveland Guardians,Los Angeles Angels,away team,pass,,0.4298,-2,Walbert Ureña,71,Gavin Williams,73,2.96,2.95,0.284,0.3127,55,46,0.4378,0.5611,-0.0287,-9,0.7408,0.577,0.3659,-0.027,0.7538,0.4298
8/25/2026,825042,leo,Chicago Cubs @ Arizona Diamondbacks,Chicago Cubs,Arizona Diamondbacks,away team,pass,,0.4267,-4,Brandon Pfaadt,71,Clay Holmes,75,3.99,3.39,0.3457,0.3589,83,73,0.5065,0.5719,-0.0132,-10,0.5488,0.5632,0.3603,-0.03,0.7443,0.4267
8/25/2026,823585,leo,Milwaukee Brewers @ New York Mets,Milwaukee Brewers,New York Mets,away team,pass,,0.3661,-8,Zac Thornton,71,Kyle Harrison,79,3.79,3.09,0.3283,0.3237,60,67,0.4958,0.6424,0.0046,7,0.3012,0.2962,0.2285,0.021,0.5775,0.3661
8/25/2026,823181,leo,Cincinnati Reds @ San Francisco Giants,Cincinnati Reds,San Francisco Giants,home team,pass,,0.5669,6,Adrian Houser,62,Brady Singer,56,3.77,4.73,0.2963,0.2784,68,61,0.4182,0.4006,0.0179,-7,2.4596,1.7678,0.6387,-0.021,1.3089,0.5669
8/25/2026,824556,leo,Texas Rangers @ Chicago White Sox,Texas Rangers,Chicago White Sox,away team,pass,,0.356,-9,Anthony Kay,63,Jacob deGrom,72,4.13,3.72,0.3317,0.2917,93,61,0.5332,0.4942,0.04,-32,0.2592,0.2962,0.2285,-0.096,0.5528,0.356
8/25/2026,824233,leo,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,Detroit Tigers,away team,pass,,0.4533,-1,Jackson Jobe,52,Casey Legumina,53,4.7,4.95,0.2862,0.3316,69,66,0.4455,0.4943,-0.0454,-3,0.8607,0.6915,0.4088,-0.009,0.8292,0.4533
8/25/2026,822773,leo,Kansas City Royals @ Toronto Blue Jays,Kansas City Royals,Toronto Blue Jays,away team,official_pick,,0.2711,-23,Max Scherzer,34,Seth Lugo,57,4.49,3.93,0.3239,0.3342,53,63,0.4619,0.5242,-0.0103,10,0.0498,0.042747854,0.041,0.03,0.04404972,0.042191209
8/25/2026,823505,leo,Houston Astros @ New York Yankees,Houston Astros,New York Yankees,home team,pass,,0.5267,-1,Will Warren,59,Ethan Pecko,60,3.06,4.47,0.2993,0.2809,53,77,0.5727,0.4626,0.0184,24,0.8607,1.1533,0.5356,0.072,1.1128,0.5267
8/25/2026,822693,leo,Colorado Rockies @ Washington Nationals,Colorado Rockies,Washington Nationals,away team,pass,,0.4466,-1,Andrew Alvarez,64,Mason Adams,65,4,4.19,0.292,0.2963,54,70,0.4178,0.3516,-0.0043,16,0.8607,0.6176,0.3818,0.048,0.807,0.4466
8/25/2026,823098,leo,Philadelphia Phillies @ Seattle Mariners,Philadelphia Phillies,Seattle Mariners,home team,pass,,0.6102,7,George Kirby,62,Aaron Nola,55,5.72,4.19,0.3237,0.3444,89,49,0.5041,0.6182,-0.0207,-40,2.8577,2.9047,0.7439,-0.12,1.5654,0.6102
08/26/2026,823825,leo,Boston Red Sox @ Miami Marlins,Boston Red Sox,Miami Marlins,away team,official_pick,,0.2929,-16,Ryan Gusto,59,Sonny Gray,75,4.69,3.16,0.3084,0.3566,99,68,0.5317,0.6607,-0.0482,-31,0.0907,0.103,0.0934,-0.093,0.4142,0.2929
08/26/2026,823988,leo,Cleveland Guardians @ Los Angeles Angels,Cleveland Guardians,Los Angeles Angels,away team,official_pick,,0.2694,-22,Grayson Rodriguez,40,Joey Cantillo,62,3.51,3.22,0.2969,0.3174,76,91,0.436,0.5887,-0.0205,15,0.0498,0.0385,0.0371,0.045,0.3687,0.2694
08/26/2026,823180,leo,Cincinnati Reds @ San Francisco Giants,Cincinnati Reds,San Francisco Giants,home team,official_pick,,0.7184,21,Logan Webb,70,Nick Lodolo,49,2.91,4.65,0.3026,0.2743,90,61,0.4457,0.3986,0.0283,-29,20.0855,16.1527,0.9417,-0.087,2.5511,0.7184
08/26/2026,824555,leo,Texas Rangers @ Chicago White Sox,Texas Rangers,Chicago White Sox,home team,official_pick,,0.6664,10,Sean Burke,75,MacKenzie Gore,65,3.66,4.2,0.3403,0.3037,85,72,0.536,0.4913,0.0366,-13,4.4817,5.1767,0.8381,-0.039,1.9976,0.6664
08/26/2026,824234,leo,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,Detroit Tigers,home team,watchlist,,0.7231,28,Troy Melton,79,Freddy Peralta,51,4.12,4.77,0.2886,0.3208,76,68,0.4732,0.4912,-0.0322,-8,20.0855,18.0476,0.9475,-0.024,2.6114,0.7231
08/26/2026,824878,leo,Los Angeles Dodgers @ Atlanta Braves,Los Angeles Dodgers,Atlanta Braves,away team,pass,,0.2791,-27,AJ Smith-Shawver,34,Roki Sasaki,61,3.6,4.26,0.2726,0.3098,44,43,0.5549,0.6461,-0.0372,-1,0.0498,0.062,0.0584,-0.003,0.3872,0.2791
08/26/2026,822772,leo,Kansas City Royals @ Toronto Blue Jays,Kansas City Royals,Toronto Blue Jays,home team,pass,,0.6705,12,Spencer Miles,77,Randy Dobnak,65,3.44,3.83,0.3279,0.3345,54,63,0.4597,0.5274,-0.0066,9,6.0496,5.1463,0.8373,0.027,2.0349,0.6705
08/26/2026,823506,leo,Houston Astros @ New York Yankees,Houston Astros,New York Yankees,away team,pass,,0.2823,-29,Elmer Rodríguez,39,Peter Lambert,68,3.35,4.07,0.3079,0.2938,61,78,0.569,0.4654,0.0141,17,0.0498,0.0658,0.0617,0.051,0.3933,0.2823
08/26/2026,823255,leo,Pittsburgh Pirates @ San Diego Padres,Pittsburgh Pirates,San Diego Padres,home team,pass,,0.5724,3,Randy Vásquez,61,Bubba Chandler,58,3.4,3.76,0.3339,0.2852,66,92,0.5171,0.5139,0.0487,26,1.5683,1.6795,0.6268,0.078,1.3386,0.5724
08/26/2026,824963,leo,Minnesota Twins @ Athletics,Minnesota Twins,Athletics,home team,pass,,0.6671,15,J.T. Ginn,67,Connor Prielipp,52,4.47,4.46,0.3313,0.3124,86,59,0.3653,0.4401,0.0189,-27,9.4877,5.4599,0.8452,-0.081,2.0039,0.6671
08/26/2026,823096,leo,Philadelphia Phillies @ Seattle Mariners,Philadelphia Phillies,Seattle Mariners,away team,pass,,0.4179,-5,Bryan Woo,70,Jesús Luzardo,75,5.31,2.83,0.3215,0.3349,65,45,0.532,0.5902,-0.0134,-20,0.4724,0.537,0.3494,-0.06,0.7179,0.4179
08/26/2026,823584,leo,Milwaukee Brewers @ New York Mets,Milwaukee Brewers,New York Mets,away team,pass,,0.2765,-20,Robert Stock,40,Dustin May,60,3.75,3.14,0.3197,0.3234,58,67,0.5227,0.6151,-0.0037,9,0.0498,0.0545,0.0517,0.027,0.3822,0.2765
08/26/2026,825039,leo,Chicago Cubs @ Arizona Diamondbacks,Chicago Cubs,Arizona Diamondbacks,home team,pass,,0.6716,11,Eduardo Rodriguez,74,Matthew Boyd,63,4,4.25,0.335,0.3548,65,65,0.508,0.5447,-0.0198,0,5.207,5.3735,0.8431,0,2.0451,0.6716
08/26/2026,822692,leo,Colorado Rockies @ Washington Nationals,Colorado Rockies,Washington Nationals,away team,pass,,0.2908,-14,Matt Waldron,34,Tanner Gordon,48,4.36,4.28,0.2887,0.2983,64,71,0.4156,0.3544,-0.0096,7,0.1225,0.0871,0.0801,0.021,0.41,0.2908
08/26/2026,823015,leo,Baltimore Orioles @ St. Louis Cardinals,Baltimore Orioles,St. Louis Cardinals,home team,pass,,0.5541,5,Michael McGreevy,68,Kyle Bradish,63,4.76,3.4,0.312,0.3235,81,41,0.4525,0.4906,-0.0115,-40,2.117,1.7495,0.6363,-0.12,1.2427,0.5541
08/27/2026,823581,leo,Milwaukee Brewers @ New York Mets,Milwaukee Brewers,New York Mets,away team,watchlist,,0.2736,-24,Sean Manaea,62,Jacob Misiorowski,86,3.72,2.64,0.3247,0.3328,70,78,0.4923,0.6447,-0.0081,8,0.0498,0.0483,0.0461,0.024,0.3767,0.2736
08/27/2026,823503,leo,Houston Astros @ New York Yankees,Houston Astros,New York Yankees,home team,watchlist,,0.7301,18,Gerrit Cole,77,Hayden Wesneski,59,3.04,4.6,0.3193,0.2951,54,83,0.598,0.4363,0.0242,29,14.8797,22.1481,0.9568,0.087,2.7051,0.7301
08/27/2026,822771,leo,Kansas City Royals @ Toronto Blue Jays,Kansas City Royals,Toronto Blue Jays,away team,pass,,0.322,-10,Spencer Arrighetti,56,Noah Cameron,66,4.15,3.57,0.3206,0.3351,96,52,0.4625,0.5254,-0.0145,-44,0.2231,0.192,0.1611,-0.132,0.4749,0.322
08/27/2026,824879,leo,Los Angeles Dodgers @ Atlanta Braves,Los Angeles Dodgers,Atlanta Braves,home team,pass,,0.5753,2,Chris Sale,83,Yoshinobu Yamamoto,81,2.98,3.29,0.2881,0.3159,69,68,0.5804,0.6186,-0.0278,-1,1.3499,1.867,0.6512,-0.003,1.3546,0.5753
