date,gamePk,model_version,matchup,pick_team,opp_team,status,result,model_prob,pitcher_gap,pick_pitcher_score,opp_pitcher_score,pick_era,opp_era,pick_whip,opp_whip,pick_hr9,opp_hr9,off_diff,pick_woba,opp_woba,bullpen_gap,pick_bullpen_risk,opp_bullpen_risk,pick_team_strength_blend,opp_team_strength_blend,team_strength_prob,pre_bullpen_prob,legacy_strength_prob,bullpen_log_odds_adj,pre_bullpen_odds,team_strength_odds,pitcher_boost,legacy_strength_prob_calc,prob_calc,legacy_strength_odds
8/12/2026,824967,leo,Tampa Bay Rays @ Athletics,Tampa Bay Rays,Athletics,watchlist,W,0.68375,40,83,43,2.78,7.27,0.91,1.52,0.8,1.8,0.0389,0.3224,0.2835,21,56,77,,,0.7146,0.8601,0.8675,0.063,6.147422365,2.5043,2.4547,0.68375,6.547169811,6.547169811
8/12/2026,824241,leo,Cleveland Guardians @ Detroit Tigers,Detroit Tigers,Cleveland Guardians,watchlist,L,0.6488,-15,60,75,3.59,4.69,1.37,1.11,0.85,1.42,0.0574,0.3749,0.3175,25,54,79,,,0.7458,0.7852,0.7976,0.075,3.655969391,2.9339,1.2461,0.6488,3.940711462,3.940711462
8/12/2026,823511,leo,Seattle Mariners @ New York Yankees,New York Yankees,Seattle Mariners,watchlist,W,0.611,-18,61,79,4.09,4.82,1.37,0.95,1.18,1.48,-0.0019,0.2794,0.2813,18,48,66,,,0.6801,0.711,0.722,0.054,2.460597054,2.1263,1.1572,0.611,2.597122302,2.597122302
8/12/2026,823916,leo,Kansas City Royals @ Los Angeles Dodgers,Los Angeles Dodgers,Kansas City Royals,watchlist,W,0.6087,20,56,36,5.29,6.03,1.26,1.01,2.15,0.38,0.0209,0.3164,0.2955,-21,84,63,,,0.6999,0.73,0.7174,-0.063,2.703645628,2.3317,1.1595,0.6087,2.538570418,2.538570418
8/12/2026,822698,leo,Chicago Cubs @ Washington Nationals,Chicago Cubs,Washington Nationals,pass,W,0.5807,-1,49,50,3.62,3.94,1.5,,0.93,,0.0217,0.3384,0.3167,3,61,64,,,0.6449,0.6594,0.6614,0.009,1.935836109,1.8158,1.0661,0.5807,1.953337271,1.953337271
8/12/2026,822779,leo,Boston Red Sox @ Toronto Blue Jays,Boston Red Sox,Toronto Blue Jays,pass,L,0.57675,3,72,69,2.47,3.53,1.17,1.26,0.52,0.85,0.0669,0.3607,0.2938,28,63,91,,,0.5838,0.6342,0.6535,0.084,1.734050002,1.4028,1.2361,0.57675,1.886002886,1.886002886
8/12/2026,824883,leo,New York Mets @ Atlanta Braves,Atlanta Braves,New York Mets,pass,W,0.57505,-18,57,75,3.75,3.44,1.36,1.07,1.25,0.69,0.0122,0.3217,0.3095,-3,55,52,,,0.6661,0.6521,0.6501,-0.009,1.874756525,1.9946,0.9399,0.57505,1.857959417,1.857959417
8/12/2026,825047,leo,Colorado Rockies @ Arizona Diamondbacks,Arizona Diamondbacks,Colorado Rockies,pass,L,0.57355,6,52,46,5.21,4.99,1.47,1.45,1.73,1.98,-0.0086,0.324,0.3326,6,55,61,,,0.653,0.643,0.6471,0.018,1.800953256,1.8819,0.957,0.57355,1.833663927,1.833663927
8/12/2026,823833,leo,Pittsburgh Pirates @ Miami Marlins,Miami Marlins,Pittsburgh Pirates,pass,W,0.56375,-7,56,63,3.57,3.37,1.36,1.36,1.32,0.74,0.0325,0.3157,0.2832,6,48,54,,,0.6326,0.6233,0.6275,0.018,1.65451288,1.722,0.9608,0.56375,1.684563758,1.684563758
8/12/2026,823187,leo,Houston Astros @ San Francisco Giants,Houston Astros,San Francisco Giants,pass,W,0.5612,-13,43,56,3.38,4.57,,1.37,,1.39,0.0568,0.3419,0.2851,48,44,92,,,0.5294,0.588,0.6224,0.144,1.427247178,1.125,1.2687,0.5612,1.648305085,1.648305085
8/12/2026,823994,leo,Texas Rangers @ Los Angeles Angels,Texas Rangers,Los Angeles Angels,pass,L,0.52885,-1,63,64,4.02,4.23,1.19,2.88,1.23,1.04,0.0288,0.2754,0.2466,47,53,100,,,0.5122,0.5227,0.5577,0.141,1.09508589,1.05,1.0429,0.52885,1.260908885,1.260908885
8/12/2026,824562,leo,Cincinnati Reds @ Chicago White Sox,Chicago White Sox,Cincinnati Reds,pass,W,0.52605,4,53,49,3.91,3.9,1.41,1.48,1.48,1.11,-0.0109,0.2943,0.3052,-27,91,64,,,0.5725,0.572,0.5521,-0.081,1.336640259,1.3393,0.998,0.52605,1.232641215,1.232641215
8/12/2026,823672,leo,Baltimore Orioles @ Minnesota Twins,Minnesota Twins,Baltimore Orioles,pass,W,0.51185,-12,54,66,4.23,4.2,1.34,1.32,1.78,0.66,0.0109,0.3079,0.297,4,61,65,,,0.5222,0.5207,0.5237,0.012,1.086401755,1.093,0.994,0.51185,1.099517111,1.099517111
8/12/2026,823017,leo,Philadelphia Phillies @ St. Louis Cardinals,Philadelphia Phillies,St. Louis Cardinals,pass,L,0.5024,18,84,66,3.73,4.27,0.98,1.34,1.14,0.96,0.0157,0.3224,0.3067,-17,80,63,,,0.4905,0.5175,0.5048,-0.051,1.072723337,0.9629,1.114,0.5024,1.019386107,1.019386107
8/12/2026,823263,leo,Milwaukee Brewers @ San Diego Padres,San Diego Padres,Milwaukee Brewers,pass,W,0.50055,4,66,62,3.92,3.48,1.33,1.27,1.13,0.63,0.0282,0.342,0.3138,9,49,58,,,0.5163,0.4944,0.5011,0.027,0.977653474,1.0675,0.9158,0.50055,1.004409701,1.004409701
2026-08-13,822776,leo,Boston Red Sox @ Toronto Blue Jays,Boston Red Sox,Toronto Blue Jays,pass,W,0.5435,39,77,38,,,1.1,1.53,1.09,2.75,0.0604,0.3577,0.2973,12,68,80,,,,0.5783,0.587,,1.3714,,,0.5435,1.4213,1.4213
2026-08-13,824238,leo,Cleveland Guardians @ Detroit Tigers,Detroit Tigers,Cleveland Guardians,pass,W,0.6181,-7,75,82,,,1.01,1.04,0.96,0.86,0.0187,0.3523,0.3336,29,49,78,,,,,0.7362,,,,,0.6181,2.7908,2.7908
2026-08-13,823508,leo,Seattle Mariners @ New York Yankees,New York Yankees,Seattle Mariners,pass,L,0.6298,0,79,79,,,0.97,1,0.11,1.23,0.0173,0.2979,0.2806,4,67,71,,,,0.7575,0.7597,,3.1237,,,0.6299,3.1615,3.1615
2026-08-13,823829,leo,Pittsburgh Pirates @ Miami Marlins,Miami Marlins,Pittsburgh Pirates,pass,L,0.5891,-9,61,70,,,1.36,1.16,1.16,1.29,0.0543,0.3252,0.2709,18,46,64,,,,,0.6783,,,,,0.5892,2.1085,2.1085
2026-08-13,822696,leo,Chicago Cubs @ Washington Nationals,Chicago Cubs,Washington Nationals,pass,L,0.5924,-3,64,67,3.43,3.79,1.26,1.3,1.07,1.05,0.0257,0.3431,0.3174,24,56,80,0.6492,0.4559,0.653,0.6691,0.6849,0.072,2.0221,1.8818,1.0747,0.5924,2.1736,2.1736
2026-08-13,823669,leo,Philadelphia Phillies @ Minnesota Twins,Minnesota Twins,Philadelphia Phillies,pass,L,0.5397,16,68,52,3.54,5.09,1.25,1.45,1.16,2.09,-0.0187,0.309,0.3277,10,58,68,0.4611,0.5059,0.4951,0.5721,0.5795,0.03,1.337,0.9806,1.3634,0.5397,1.3781,1.3781
2026-08-13,824561,leo,Cincinnati Reds @ Chicago White Sox,Chicago White Sox,Cincinnati Reds,pass,L,0.5777,2,62,60,,,1.33,1.39,0.73,1.19,0.0076,0.3051,0.2975,-12,74,62,,,,,0.6554,,,,,0.5777,1.9019,1.9019
2026-08-13,823995,leo,Texas Rangers @ Los Angeles Angels,Texas Rangers,Los Angeles Angels,pass,L,0.5055,3,72,69,3.73,3.85,1.13,1.29,1.29,0.53,0.0198,0.2729,0.2531,33,55,88,0.4717,0.4515,0.4803,0.4863,0.511,0.099,0.9467,0.9242,1.0243,0.5055,1.045,1.045
2026-08-13,823915,leo,Milwaukee Brewers @ Los Angeles Dodgers,Milwaukee Brewers,Los Angeles Dodgers,pass,W,0.5196,4,65,61,3.58,4.56,1.25,1.28,0.87,1.8,-0.0158,0.3004,0.3162,14,56,70,0.5787,0.5592,0.4798,0.5287,0.5392,0.042,1.1218,0.9223,1.2165,0.5196,1.1701,1.1701
