captured_at,date,game_id,matchup,away,home,week,kickoff_utc,model_version,home_qb_name,away_qb_name,qb_diff,off_diff,def_diff,h2h_edge,h2h_repeat,home_prob
2026-09-21T17:07:03.107Z,2026-09-21,2026_02_NYG_LA,NYG @ LA,NYG,LA,2,2026-09-22T00:15:00.000Z,leo-nflml-v2,Matthew Stafford,Jaxson Dart,-0.6180271144752153,0.44415359240325114,0.8596268765290239,1,0.6931471805599453,0.5886602619204074
