date,gamePk,model_version,matchup,pick_team,opp_team,status,result,model_prob,pitcher_gap,pick_pitcher,pick_pitcher_score,opp_pitcher,opp_pitcher_score,pick_era,opp_era,pick_whip,opp_whip,pick_hr9,opp_hr9,pick_woba,opp_woba,pick_bullpen_risk,opp_bullpen_risk,pick_team_strength_blend,opp_team_strength_blend,woba_diff,bullpen_gap,pitcher_boost,pre_bullpen_odds,pre_bullpen_prob,bullpen_adj,money_line_odds,moneyline_prop
8/11/2026,823997,leo,Texas Rangers @ Los Angeles Angels,Texas Rangers,Los Angeles Angels,pass,L,0.55255,16,,51,,35,3.91,5.01,1.62,1.6,0,2.31,0.2917,0.2516,67,81,,,0.0401,14,1.2461,1.469263369,0.595,0.042,1.532286655,0.6051
8/11/2026,823673,leo,Baltimore Orioles @ Minnesota Twins,Minnesota Twins,Baltimore Orioles,pass,L,0.5433,-4,,62,,66,3.97,4.62,1.22,1.31,1.35,1,0.3112,0.3009,62,62,,,0.0103,0,1.1388,1.418964683,0.5866,0,1.418964683,0.5866
8/11/2026,823832,leo,Pittsburgh Pirates @ Miami Marlins,Miami Marlins,Pittsburgh Pirates,pass,W,0.53985,0,,71,,71,3.46,2.88,1.13,1.12,1.07,0.9,0.3306,0.2894,59,62,,,0.0412,3,0.8905,1.366895331,0.5775,0.009,1.379252915,0.5797
8/11/2026,824886,leo,New York Mets @ Atlanta Braves,Atlanta Braves,New York Mets,pass,W,0.53475,-4,,69,,73,4.64,2.81,1.15,1.16,0.99,0.96,0.3183,0.3391,63,56,,,-0.0208,-7,0.6935,1.350954607,0.5746,-0.021,1.322880372,0.5695
8/11/2026,823019,leo,Philadelphia Phillies @ St. Louis Cardinals,Philadelphia Phillies,St. Louis Cardinals,pass,L,0.53365,14,,81,,67,3.32,4.31,1.22,1.22,0.78,0.73,0.3294,0.3084,97,61,,,0.021,-36,1.219,1.460594606,0.5936,-0.108,1.311070025,0.5673
8/11/2026,823264,leo,Milwaukee Brewers @ San Diego Padres,Milwaukee Brewers,San Diego Padres,pass,L,0.5241,25,,77,,52,3.15,3.67,1.04,1.46,1.02,1.16,0.3081,0.3292,60,57,,,-0.0211,-3,1.1096,1.224338355,0.5504,-0.009,1.213368747,0.5482
8/12/2026,824967,leo,Tampa Bay Rays @ Athletics,Tampa Bay Rays,Athletics,watchlist,W,0.68375,40,,83,,43,2.78,7.27,0.91,1.52,0.8,1.8,0.3224,0.2835,56,77,,,0.0389,21,2.4547,6.147422365,0.8601,0.063,6.547169811,0.8675
8/12/2026,824241,leo,Cleveland Guardians @ Detroit Tigers,Detroit Tigers,Cleveland Guardians,watchlist,L,0.6488,-15,,60,,75,3.59,4.69,1.37,1.11,0.85,1.42,0.3749,0.3175,54,79,,,0.0574,25,1.2461,3.655969391,0.7852,0.075,3.940711462,0.7976
8/12/2026,823511,leo,Seattle Mariners @ New York Yankees,New York Yankees,Seattle Mariners,watchlist,W,0.611,-18,,61,,79,4.09,4.82,1.37,0.95,1.18,1.48,0.2794,0.2813,48,66,,,-0.0019,18,1.1572,2.460597054,0.711,0.054,2.597122302,0.722
8/12/2026,823916,leo,Kansas City Royals @ Los Angeles Dodgers,Los Angeles Dodgers,Kansas City Royals,watchlist,W,0.6087,20,,56,,36,5.29,6.03,1.26,1.01,2.15,0.38,0.3164,0.2955,84,63,,,0.0209,-21,1.1595,2.703645628,0.73,-0.063,2.538570418,0.7174
8/12/2026,822698,leo,Chicago Cubs @ Washington Nationals,Chicago Cubs,Washington Nationals,pass,W,0.5807,-1,,49,,50,3.62,3.94,1.5,,0.93,,0.3384,0.3167,61,64,,,0.0217,3,1.0661,1.935836109,0.6594,0.009,1.953337271,0.6614
8/12/2026,822779,leo,Boston Red Sox @ Toronto Blue Jays,Boston Red Sox,Toronto Blue Jays,pass,L,0.57675,3,,72,,69,2.47,3.53,1.17,1.26,0.52,0.85,0.3607,0.2938,63,91,,,0.0669,28,1.2361,1.734050002,0.6342,0.084,1.886002886,0.6535
8/12/2026,824883,leo,New York Mets @ Atlanta Braves,Atlanta Braves,New York Mets,pass,W,0.57505,-18,,57,,75,3.75,3.44,1.36,1.07,1.25,0.69,0.3217,0.3095,55,52,,,0.0122,-3,0.9399,1.874756525,0.6521,-0.009,1.857959417,0.6501
8/12/2026,825047,leo,Colorado Rockies @ Arizona Diamondbacks,Arizona Diamondbacks,Colorado Rockies,pass,L,0.57355,6,,52,,46,5.21,4.99,1.47,1.45,1.73,1.98,0.324,0.3326,55,61,,,-0.0086,6,0.957,1.800953256,0.643,0.018,1.833663927,0.6471
8/12/2026,823833,leo,Pittsburgh Pirates @ Miami Marlins,Miami Marlins,Pittsburgh Pirates,pass,W,0.56375,-7,,56,,63,3.57,3.37,1.36,1.36,1.32,0.74,0.3157,0.2832,48,54,,,0.0325,6,0.9608,1.65451288,0.6233,0.018,1.684563758,0.6275
8/12/2026,823187,leo,Houston Astros @ San Francisco Giants,Houston Astros,San Francisco Giants,pass,W,0.5612,-13,,43,,56,3.38,4.57,,1.37,,1.39,0.3419,0.2851,44,92,,,0.0568,48,1.2687,1.427247178,0.588,0.144,1.648305085,0.6224
8/12/2026,823994,leo,Texas Rangers @ Los Angeles Angels,Texas Rangers,Los Angeles Angels,pass,L,0.52885,-1,,63,,64,4.02,4.23,1.19,2.88,1.23,1.04,0.2754,0.2466,53,100,,,0.0288,47,1.0429,1.09508589,0.5227,0.141,1.260908885,0.5577
8/12/2026,824562,leo,Cincinnati Reds @ Chicago White Sox,Chicago White Sox,Cincinnati Reds,pass,W,0.52605,4,,53,,49,3.91,3.9,1.41,1.48,1.48,1.11,0.2943,0.3052,91,64,,,-0.0109,-27,0.998,1.336640259,0.572,-0.081,1.232641215,0.5521
8/12/2026,823672,leo,Baltimore Orioles @ Minnesota Twins,Minnesota Twins,Baltimore Orioles,pass,W,0.51185,-12,,54,,66,4.23,4.2,1.34,1.32,1.78,0.66,0.3079,0.297,61,65,,,0.0109,4,0.994,1.086401755,0.5207,0.012,1.099517111,0.5237
8/12/2026,823017,leo,Philadelphia Phillies @ St. Louis Cardinals,Philadelphia Phillies,St. Louis Cardinals,pass,L,0.5024,18,,84,,66,3.73,4.27,0.98,1.34,1.14,0.96,0.3224,0.3067,80,63,,,0.0157,-17,1.114,1.072723337,0.5175,-0.051,1.019386107,0.5048
8/12/2026,823263,leo,Milwaukee Brewers @ San Diego Padres,San Diego Padres,Milwaukee Brewers,pass,W,0.50055,4,,66,,62,3.92,3.48,1.33,1.27,1.13,0.63,0.342,0.3138,49,58,,,0.0282,9,0.9158,0.977653474,0.4944,0.027,1.004409701,0.5011
2026-08-13,824238,leo,Cleveland Guardians @ Detroit Tigers,Detroit Tigers,Cleveland Guardians,pass,W,0.6213,-6,,76,,82,3.7,4.23,0.99,1.03,0.91,0.89,0.3482,0.3213,49,78,0.6141,0.4399,0.0269,29,1.1118,2.6443,0.7256,0.087,2.885,0.7426
2026-08-13,822776,leo,Boston Red Sox @ Toronto Blue Jays,Boston Red Sox,Toronto Blue Jays,pass,W,0.5587,6,,76,,70,2.96,3.9,1.06,1.46,1.02,2.41,0.3565,0.2884,68,80,0.5831,0.4802,0.0681,12,1.2068,1.5562,0.6088,0.036,1.6137,0.6174
2026-08-13,823508,leo,Seattle Mariners @ New York Yankees,New York Yankees,Seattle Mariners,pass,L,0.6274,-1,,79,,80,3.15,4.87,1,0.99,0.21,1.18,0.2905,0.2775,67,71,0.5699,0.4191,0.013,4,1.4106,3.0404,0.7525,0.012,3.0783,0.7548
2026-08-13,822696,leo,Chicago Cubs @ Washington Nationals,Chicago Cubs,Washington Nationals,pass,L,0.5744,-8,,62,,70,3.43,3.72,1.27,1.24,1.1,0.99,0.3298,0.3175,56,80,0.6432,0.4862,0.0123,24,1.0597,1.7196,0.6323,0.072,1.8482,0.6489
2026-08-13,823829,leo,Pittsburgh Pirates @ Miami Marlins,Miami Marlins,Pittsburgh Pirates,pass,L,0.5564,-11,,61,,72,3.51,3.49,1.36,1.11,1.19,1.27,0.3163,0.2902,46,64,0.5283,0.4662,0.0261,18,0.996,1.4994,0.5999,0.054,1.5826,0.6128
2026-08-13,823669,leo,Philadelphia Phillies @ Minnesota Twins,Minnesota Twins,Philadelphia Phillies,pass,L,0.5349,16,,68,,52,3.54,5.09,1.29,1.45,1.26,2.08,0.3085,0.3347,58,68,0.4563,0.511,-0.0262,10,1.3634,1.2857,0.5625,0.03,1.3245,0.5698
2026-08-13,823915,leo,Milwaukee Brewers @ Los Angeles Dodgers,Milwaukee Brewers,Los Angeles Dodgers,pass,W,0.5344,4,,65,,61,3.58,4.56,1.24,1.29,0.82,1.7,0.3024,0.3096,56,70,0.6048,0.5563,-0.0072,14,1.2165,1.265,0.5585,0.042,1.3196,0.5689
2026-08-13,824561,leo,Cincinnati Reds @ Chicago White Sox,Chicago White Sox,Cincinnati Reds,pass,L,0.5611,2,,60,,58,3.42,4.58,1.33,1.42,0.86,1.15,0.3092,0.3053,74,62,0.5191,0.4835,0.0039,-12,1.2611,1.7071,0.6306,-0.036,1.6469,0.6222
2026-08-13,823995,leo,Texas Rangers @ Los Angeles Angels,Los Angeles Angels,Texas Rangers,pass,W,0.5003,-3,,69,,72,3.85,3.73,1.25,1.17,0.5,1.27,0.2641,0.2659,88,55,0.4575,0.4663,-0.0018,-33,0.9763,1.1061,0.5252,-0.099,1.002,0.5005
