generated_at,status,latest_date,days_reviewed,source_results,source_clv,current_official_model,headline,day_date,day_source,day_record_all_markets,day_units_all_markets,day_ungraded,day_moneyline_record,day_moneyline_win_rate,day_official_moneyline_picks,day_legacy_market_entries,gate_official_model_probability,gate_official_lab_score,gate_note,avg_model_probability,avg_lab_score,avg_raw_edge,strong_official_count,protected_by_probability_gate_count,high_bullpen_risk_count,pitcher_conflict_count,calibration_status,calibration_model_version,calibration_games_graded,calibration_wins,calibration_losses,calibration_brier_score,calibration_note,shadow_status,shadow_games,shadow_official_model_version,shadow_model_version,shadow_brier_official,shadow_brier_shadow,shadow_leader,shadow_disagreements,shadow_wins_disagreements,shadow_note,attribution_status,attribution_games,attribution_needed,kprops_status,kprops_self_calibration,kprops_graded,kprops_with_projection,kprops_bias,kprops_mae,kprops_lean_record,kprops_over_lean_record,kprops_under_lean_record,kprops_no_lean,kprops_note,multi_day_moneyline_record,multi_day_moneyline_win_rate,multi_day_official_moneyline_entries,multi_day_strict_gate_candidates,multi_day_high_lab_low_probability_entries,multi_day_note,coach_status,coach_title,coach_summary,coach_current_model_days,coach_current_model_picks,coach_minimum_days,coach_minimum_picks,coach_bullpen_model_owner,coach_hard_stop
2026-09-21T14:59:31.059Z,ready,2026-09-20,50,data/results.json,data/clv/clv_log.csv,leo,Learning summary for 2026-09-20: moneyline record 0-1 (0.0%).,2026-09-20,published-picks,4-4,-0.98,0,0-1,0,1,0,0.61,72,"Official picks require high model probability and strong setup quality. A high Lab Rating alone is not enough. (Market edge is no longer a gate -- a picked side with a lower market-implied probability than the model's read can still qualify, as long as market data exists for the game at all.)",0.6904,76,0.2109,66,0,18,0,ready,leo,524,319,205,0.2398,Shadow ledger for learning only — never part of the public record. Official picks stay the only published record.,ready,592,leo,v3.2-woba,0.2412,0.2476,official,160,67,Only rows from the latest matching official/shadow model-version pair are compared. Promote nothing from a mixed-version sample.,ready,668,,no_data,,,,,,,,,,kprops_log.csv header missing an expected column (found: date|pitcher|line|over_price|under_price|game|game_pk|role|expected_innings|bullpen_game|pitching_plan_reported|books|k_rate_season|recent_form_starts|recent_form_bf|bf_per_ip|recent_form_k_rate|recent_form_weight|opp_k_source|opp_lineup_k|opp_lineup_k_weighted|opp_lineup_k_resolved|opp_team_season_k|league_lineup_k|whiff_leverage|actual_k|ou_result|lean|lean_result|projection_raw|calibration_band|k_rate_used|opp_k_adjustment|calibration_bias|error_raw|abs_error_raw|error_corrected|abs_error_corrected|projection).,41-25,0.6212,66,66,0,Multi-day view includes whatever historical data exists. Older days may include legacy model behavior.,,,,,,,,,
